"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","sd.wt","sd.mut","fold.mut.by.wt","sd.ratio","p","p.paired","start","end","strand","chr2","loc"
"3591","orf19.4656","Chr4","","1",279.344256973114,395.094770940393,67.5402388004486,44.1268586460569,58.5040373201674,36.3681893361899,1,0.398517224307895,0.615375753859911,0.166491969338263,266121,268019,"W","4",267070
"3536","orf19.4655","Chr4","OPT6","1",522.894941265631,673.402869993575,363.872431494895,240.603079437211,134.365937466428,155.539330694838,0.661229207304172,0.236247925675913,0.178384547772788,0.0246167157206368,270888,268051,"C","4",269469.5
"356","orf19.4654","Chr4","","1",213.448275862069,401.219901168014,1.52296833890165,52.573621631097,2.06050827210680,46.7117429680531,1,33.5061767518746,0.235962974835056,0.194542131798972,272094,272423,"W","4",272258.5
"3975","orf19.4653","Chr4","","1",254.462422634836,812.677598616346,36.9572033525734,263.466559121278,33.6678985420923,224.799170061874,7.06523913400394,1.60580742593951,0.390544460869738,0.0050229383083967,273292,273621,"W","4",273456.5
"3263","orf19.4652","Chr4","","1",203.480990274094,303.822472848789,0,9.0851677109722,0,15.1586218014985,1,15.1586218014985,0.422649730810374,0.422649730810374,274721,275032,"W","4",274876.5
"53","orf19.4651","Chr4","PGA53","1",2911.52265403230,7212.41382193519,3499.37100738817,4252.14654102283,1045.35806192695,1502.40013069210,1.21511738310838,0.477031750463706,0.327294768473462,0.234503460840731,278269,278688,"W","4",278478.5
"4379","orf19.4650","Chr4","ILV6","1",2550.06432360743,5124.77386353816,2868.60775315755,2682.70460523881,819.407622961868,1444.64106406412,0.93519394636157,0.294441048438335,0.573135693963434,0.262318746084878,280563,281474,"W","4",281018.5
"4436","orf19.4649","Chr4","","1",374.059840693688,633.74599393599,169.733126410224,172.094343618822,139.775600843037,157.206968207569,1.01487867542087,0.45112932937353,0.690314509626166,0.392909123365597,283241,286831,"W","4",285036
"5753","orf19.4647","Chr4","HAP6/HAP3","1",238.377914281726,349.741624590876,27.8576982846976,25.8130496632299,40.7042723661634,23.5162791678544,1,25.0904557267369,0.646189750001984,0.502467234484861,287705,288813,"W","4",288259
"2506","orf19.4646","Chr4","","1",193.425690663440,257.859762426479,0,0,0,0,1,0,NA,NA,291298,291735,"W","4",291516.5
"2387","orf19.4645","Chr4","BEM1","1",510.332867978966,809.394167613995,325.369022525370,295.508969380102,226.218686882735,140.977958293405,0.908227117279,0.907646932587689,0.9456157446097,0.945697472822396,292112,294010,"W","4",293061
"1597","orf19.4643","Chr4","","1",681.900140769696,1265.55498494246,559.689638689038,605.660622663541,535.399275545978,619.946198542907,1.08211211258092,0.301247016612895,0.933705556400569,0.409110589834042,294803,301954,"W","4",298378.5
"3722","orf19.4642","Chr4","","1",278.284475090199,435.082272713171,66.0099302764999,78.1191151887336,85.5319110656998,89.7927187950725,1,1.27480563104771,0.929153133911695,0.829623689577752,303343,302087,"C","4",302715
"6171","orf19.4641","Chr4","NMT1/NMT","1",948.247055387142,1698.43168210092,823.856735073227,749.285209026448,527.370424052628,475.09958535593,0.909484837748944,0.561469273579746,0.89522093512036,0.775959278924524,303650,305005,"W","4",304327.5
"3837","orf19.4640","Chr4","PWP1","1",1848.26914066102,3306.55619707377,1911.51637619702,1744.33219825620,1704.22611917603,1480.95644265211,0.912538453751866,0.317419347311664,0.923798909844892,0.73201680079912,305339,307179,"W","4",306259
"1547","orf19.4639","Chr4","","1",1192.54723152931,3069.48381771737,1183.31168324362,1726.86744717109,811.040361938884,1142.97237603538,1.45935130331639,0.272912626858111,0.474290900348236,0.00361984377611723,307943,307269,"C","4",307606
"4689","orf19.4637","Chr4","","1",340.701343322940,609.842892487629,127.945252350637,161.509019068848,104.903303864317,105.935528514233,1.26198785386766,5.14165524940351,0.688520645847524,0.261138630594811,308260,309622,"W","4",308941
"6185","orf19.4636","Chr4","","1",183.948938992042,319.697612732095,0,13.6620728215303,0,11.3510030598545,1,11.3510030598545,0.183737389611663,0.183737389611663,309901,309479,"C","4",309690
"3561","orf19.4635","Chr4","NIP1","1",1133.98481199684,1836.11611030479,1063.80760539604,849.69299073854,507.815560951146,479.445632307913,0.798728065515393,0.416981979163285,0.659194737587312,0.394736718106197,310019,312643,"W","4",311331
"3477","orf19.4634","Chr4","","1",1169.04848355416,2023.36076257707,1171.90630722541,1054.36875967027,340.901103864645,229.580418405630,0.899703972211378,0.124883654789302,0.523418530311315,0.138938476106499,313044,314231,"W","4",313637.5
"3113","orf19.4633","Chr4","","1",1867.08988416554,3476.28129685157,2101.75220593341,2105.40969952022,1930.35602896681,1911.87188661005,1.00174021160843,0.539602151933016,0.85618588307978,0.409460694073002,314586,315392,"W","4",314989
"4682","orf19.4632","Chr4","RPL20B","1",14573.4792339769,31364.4531400617,18142.183457365,17957.4477883757,5546.3813182632,7710.51345280979,0.98981734092683,0.428664809463836,0.79331469357101,0.717699283383897,316279,315761,"C","4",316020
"5094","orf19.4631","Chr4","ERG252","1",4702.07294910237,9778.99135188768,6063.70558067061,6612.05035870424,2498.93470529506,2932.91978427710,1.09043064026420,0.353857881565117,0.767564557370082,0.617053743645438,318193,317228,"C","4",317710.5
"440","orf19.4630","Chr4","CPA1","1",753.774851862193,2148.56889034878,640.284608318291,1050.04203268077,393.120560791146,675.804793710075,1.63996138442044,1.01148043968766,0.413760679358614,0.245500194120332,321524,320232,"C","4",320878
"649","orf19.4629","Chr4","BUL1","1",476.237637362637,683.103471959075,322.349873145994,237.397678513594,295.813003407990,264.192228256549,0.736595851233718,0.396003595325264,0.74944247429512,0.0945402406715302,324738,321841,"C","4",323289.5
"1832","orf19.4628","Chr4","MPE1","1",470.322785301007,796.741701180449,298.332509519489,279.048735341001,185.583695944455,219.622815068191,0.935361472306365,1.28049671493320,0.941239988452997,0.903630696422213,329214,327718,"C","4",328466
"2635","orf19.4627","Chr4","NUP120","1",834.786832659678,1360.21385188936,732.844431774642,627.352085403559,519.366924045768,561.324279439947,0.856050831803928,6.90166859942851,0.84562118893318,0.690793690062701,329555,332899,"W","4",331227
"1740","orf19.4626","Chr4","TAP42","1",382.137048661663,845.9953039687,180.430989907402,297.306637251670,103.841465258127,203.154078756677,1.64775816728739,0.304865169117088,0.272465633744627,0.00216719000653265,334133,332952,"C","4",333542.5
"5594","orf19.4625","Chr4","TOA2","1",414.226237842617,857.86681350259,227.008302968269,322.391225355062,56.9511486737943,190.850758922721,1.4201737167302,0.703426596795035,0.635467696865547,0.49480970309239,334556,334948,"W","4",334752
"3609","orf19.4624","Chr4","HRT2","1",1373.63489534994,2737.53349391849,1426.11856825407,1507.01743480434,413.40893930659,346.879168668506,1.05672660629425,0.288576149469225,0.63798104164334,0.563989075584577,336394,335036,"C","4",335715
"1750","orf19.4623.3","Chr4","NHP6A","1",3601.17367745181,6035.5987350557,4174.74227428828,3926.88558089974,3123.67890713539,3370.03299757178,0.94062946234668,0.315417554779658,0.786654562985053,0.323000935109294,337597,337319,"C","4",337458
"471","orf19.4623","Chr4","NHP6A","1",26695.4409501317,43130.2799869645,34840.6326799219,29129.5277313772,17789.5808506255,12853.4055307887,0.836079183721715,0.204446833437307,0.576372937970946,0.142116492011756,340991,340563,"C","4",340777
"3642","orf19.4622","Chr4","","1",784.467553997726,929.210751237067,628.930034022739,347.159572833268,568.539528015601,219.001610570465,0.551838171226821,29.3552051601473,0.750699646534836,0.660455661282214,342120,340963,"C","4",341541.5
"5525","orf19.4621","Chr4","","1",836.777377102128,1349.07994898830,734.291362260266,581.344153724727,327.559833693801,282.519846589368,0.791707738376843,0.296767523061164,0.424171170774583,0.182412397698725,345090,342973,"C","4",344031.5
"5513","orf19.4620","Chr4","MRS5","1",310.193978536084,591.157601951386,94.2334081754457,137.271003664880,84.1719839505842,155.389103595036,1.45590637042838,0.758231545288821,0.911618563584958,0.612819324982657,345469,345798,"W","4",345633.5
"3764","orf19.4618","Chr4","FBA1/ALF","1",13770.4851551225,42676.767062787,18467.1565193984,29798.2052505573,10021.4575798835,15609.0979301471,1.61357842065487,0.467701646191090,0.18298768996011,0.0224840764745221,347095,346016,"C","4",346555.5
"2765","orf19.4617","Chr4","MAK3","1",814.267803598201,1935.90875647341,837.636387192706,1192.87213682422,1102.76659750550,1441.24887748373,1.42409302540219,0.616733850909672,0.638465506436367,0.104380553420122,348193,348729,"W","4",348461
"3915","orf19.4616","Chr4","POL30","1",2585.09400656814,5249.50940015822,3071.60283303918,2968.69376527637,1301.14357497500,1234.85032631594,0.96649662298267,0.337833422542145,0.849700163572476,0.74699358980746,349153,349932,"W","4",349542.5
"4009","orf19.4615","Chr4","RXT2","1",555.183074286069,1090.29899267399,411.884721700402,501.045305398992,218.6968300519,245.665633950124,1.21646975233872,0.695854211704999,0.542718488366781,0.294743080196999,351040,350084,"C","4",350562
"3205","orf19.4614","Chr4","CVT9","1",308.951747340615,498.367858749438,101.876259627378,94.0373600104111,85.1900507248335,76.5718724481741,0.921675000831762,3.5284601306968,0.822936988097314,0.488857152009892,352169,355666,"W","4",353917.5
"439","orf19.4612","Chr4","","1",425.642596633532,931.743074945321,250.441219354459,374.193562807941,170.802263825054,301.898798310741,1.49380865629683,0.532226620540578,0.85835602823636,0.172676670723873,356579,357304,"W","4",356941.5
"885","orf19.4611","Chr4","PRS4","1",2722.16400113997,4654.14299993463,3136.14449040916,2868.34863368122,1507.81250946387,992.658825120509,0.91460984736293,0.259480229078558,0.860643197080412,0.753308350735525,358928,357954,"C","4",358441
"3724","orf19.4610","Chr4","CPS2.3","1",872.167791550051,1541.97139530576,780.139080231245,756.359015210709,708.865116526919,669.407513155177,0.96951817230655,0.483972169660954,0.966209450334913,0.862202583357598,360944,359150,"C","4",360047
"1545","orf19.4609","Chr4","","1",5188.44019538814,12490.9085986018,6392.54699183397,7853.63025864168,2735.50721297749,3835.97500803225,1.22856042648949,0.332824946325532,0.552190974513416,0.195096150625732,361969,361238,"C","4",361603.5
"886","orf19.4608","Chr4","PDC12","1",555.762488947834,1056.01475408792,427.193528723385,508.216557594089,491.925006307634,522.898134509006,1.18958955406868,3.97565491333646,0.719198877429847,0.180501899964501,364381,362462,"C","4",363421.5
"2279","orf19.4607","Chr4","","1",539.087062930603,812.124408889155,474.178166604597,409.408816998578,808.758526491408,644.502093267914,0.863151859794379,10.7262010324364,0.712565795571193,0.28595545310868,365998,364694,"C","4",365346
"3719","orf19.4606","Chr4","ERG8","1",492.630822981366,1235.60156940760,324.045717465460,563.844218230516,295.559356407426,475.476734327531,1.73963399457108,0.77221414236051,0.718680046892097,0.0206598258364962,367768,366470,"C","4",367119
"4446","orf19.4605","Chr4","TYR1","1",634.876554830354,1337.57691656750,513.559762674417,623.67525183986,426.6206887174,513.824669821395,1.21441611506323,3.52372850392457,0.613573795173957,0.227881013670552,367989,369308,"W","4",368648.5
"532","orf19.4603","Chr4","ARL1","1",454.249560699611,852.110110599221,276.864812172555,324.745528123216,55.9841331939093,77.0160821956833,1.17293897182145,0.140307885057392,0.343803129446664,0.0306477962034464,369993,369436,"C","4",369714.5
"6072","orf19.4602","Chr4","MDH1","1",16000.2298534799,25612.7823653962,19236.1100114537,15397.1399583672,11776.5716249793,8175.32846005388,0.800428982221424,0.336198805516794,0.605456934567846,0.271779215435794,371505,370507,"C","4",371006
"473","orf19.4601","Chr4","TFC1","1",465.815027871403,847.761367942402,303.135761591034,328.566165399419,234.439945829906,239.222570710662,1.08384503861202,0.382671765951524,0.935619910358337,0.384051116741316,372361,373878,"W","4",373119.5
"2485","orf19.4600.1","Chr4","","1",515.569228941053,1070.0528006854,365.235984894535,501.355450719165,107.160172113651,233.503363997623,1.37268908720463,0.355160111650318,0.262405558107578,0.107158444022596,374320,374598,"W","4",374459
"4482","orf19.4600","Chr4","DPM3","1",3328.93174414817,8165.09985729133,3701.53927649516,4552.08000754855,1957.30308246795,2093.03648110358,1.22978027991067,0.37527103027557,0.44621358748811,0.158038923419665,375422,374715,"C","4",375068.5
"765","orf19.4599","Chr4","PHO89","1",13157.5337307127,28320.1016483516,18056.6463769425,19897.8564773283,23906.1495379448,23660.8614798744,1.10196855285026,0.719963608868632,0.897696012803726,0.389615143583494,379774,381576,"W","4",380675
"1252","orf19.4597","Chr4","CAP2","1",1757.55538270965,3769.30570291777,1919.08994813125,2314.46945635412,504.156491177444,947.885308654111,1.20602447978423,0.396044012525171,0.491089143853218,0.407930242139979,382274,383149,"W","4",382711.5
"5446","orf19.4596","Chr4","","1",613.149314765694,1259.07621174953,493.711183767714,600.402078005436,156.965881012317,273.912398442925,1.21609981249264,0.203727431357318,0.487675860109709,0.0818645332611805,384529,383201,"C","4",383865
"1490","orf19.4595","Chr4","","1",465.036109005937,916.874115826702,309.18058078394,394.828255197927,247.228287694667,323.300069587671,1.27701505119378,0.831263905607887,0.515827667635441,0.166022439346499,385396,386709,"W","4",386052.5
"2107","orf19.4594","Chr4","CLC1","1",1749.16202475685,3432.24790424337,1919.79091546731,2031.25500883524,1001.81377076686,1100.89266933007,1.05806053798353,0.481165250263751,0.84494418575114,0.723242822277591,387459,386782,"C","4",387120.5
"4010","orf19.4593.1","Chr4","RGA1","1",1518.88616268789,2669.46220076052,1624.33048020246,1530.39533565618,487.303782243459,428.768750375806,0.942169930509111,0.512516365118025,0.744971343997872,0.798673224390512,387908,388144,"W","4",388026
"1549","orf19.4593","Chr4","","1",295.770017993702,600.444235588972,72.3207998709593,156.277463407616,62.7850564438417,103.236580050069,2.15097829284106,20.2552886846735,0.403083529480455,0.229634950552415,391836,388306,"C","4",390071
"5122","orf19.4592","Chr4","CGT1","1",429.756646811547,690.236387276768,238.589379711806,197.826148197603,208.295341367506,212.71382890036,0.82926827557872,0.359904898114992,0.819054431002525,0.186391267820373,396561,394927,"C","4",395744
"5595","orf19.4591","Chr4","CTN2/CAT2","1",2863.3883673042,4972.50754666526,3148.33322145565,2520.43408643969,1908.84575660091,1761.68915862331,0.800561411118468,0.289322870718622,0.510239136692769,0.157139197318117,398205,400103,"W","4",399154
"667","orf19.4590","Chr4","RFX1","1",206.451068363548,298.916437728938,6.62842258067027,10.9676930923112,14.3370713910149,18.6225766255968,1,1.96709507915056,0.727808589668443,0.298566772761274,405147,408482,"W","4",406814.5
"2536","orf19.4589","Chr4","CBP2","1",437.797345928925,864.162076735875,255.152575897401,342.228775153421,241.372255198481,258.678614217784,1.34192430006181,2.39425513152018,0.99403105134763,0.991398865438008,409046,410479,"W","4",409762.5
"4448","orf19.4587","Chr4","HGH1","1",1281.53046064687,2920.28317201049,1299.91722183306,1521.08421852864,511.856061655183,720.286952580132,1.17013929270336,0.310506400178972,0.533464370477141,0.255654183485944,410611,411699,"W","4",411155
"5418","orf19.4585","Chr4","TFG1","1",1679.31823511321,3017.0015806683,1837.7073060906,1695.5114878446,1381.05003647478,1362.26702782564,0.922623250299583,0.306114396895,0.773272200864245,0.305924590321064,413640,411814,"C","4",412727
"5686","orf19.4584","Chr4","PHO6","1",577.412245800177,866.573855616052,397.207784556566,294.748375664361,279.973327322313,190.21328629858,0.742050853795355,0.306724978661736,0.730455656147342,0.144466445928616,414512,415882,"W","4",415197
"5373","orf19.4583","Chr4","YCM1","1",750.337771650612,1517.13577586207,623.555458269718,665.35269432266,456.673410919176,545.660875819853,1.06703050305890,0.52094360612737,0.84279547384763,0.655741317433043,416209,417138,"W","4",416673.5
"741","orf19.4582","Chr4","SKI6","1",1106.11487854251,2338.60591853196,1084.20694685254,1296.63968405038,272.153804763076,460.422871510827,1.19593375398906,0.367633161469289,0.398834720412552,0.265535470093496,417940,417218,"C","4",417579
"2196","orf19.4581","Chr4","","1",301.048526765632,486.978108533453,82.2526937558267,101.784183327431,73.3039953322693,66.9564518872352,1.23697696113489,1.85163398611681,0.811751652271872,0.394454515209764,419327,418131,"C","4",418729
"727","orf19.4580","Chr4","","1",673.810597448528,1473.64486536855,585.833824746048,777.609125949415,118.698279620379,133.741272618996,1.32735443585303,0.252532793784124,0.136396436595959,0.113272170215226,419538,420071,"W","4",419804.5
"3411","orf19.4579","Chr4","ERV29","1",1479.18374060150,2516.88146010766,1533.76245240976,1383.31320396929,582.724645610836,489.508116555742,0.901908376877988,0.542270209092781,0.832035674826729,0.765627689838474,421115,422041,"W","4",421578
"1626","orf19.4578","Chr4","CYT2","1",500.232755573727,981.769263316337,319.530301827532,388.488043623808,254.520793869676,254.838113240651,1.21580971007093,0.410735599683098,0.490035266668627,0.0845446063463367,422374,423129,"W","4",422751.5
"5042","orf19.4577.3","Chr4","GPB1 ","1",373.815484223379,541.920304270941,172.098388324601,126.905318875820,128.606596264534,107.926206338020,0.737399810139183,0.349958066474259,0.385539517769539,0.153429093132518,423539,423264,"C","4",423401.5
"4402","orf19.4577","Chr4","TIM10","1",3676.98720351363,7824.0899714012,4465.44389994649,4745.13979251744,2483.63981429735,2522.27723207233,1.06263563014962,0.350314988420586,0.885422765719764,0.716207232225348,427080,423769,"C","4",425424.5
"1524","orf19.4575","Chr4","","1",336.562165455993,501.869031830239,123.298961791967,103.392148583693,112.838830720118,65.5707384354404,0.837416452452874,16.9324671002112,0.563237564401798,0.504038764371045,429975,427661,"C","4",428818
"2641","orf19.4574","Chr4","","1",342.245879120879,627.474261471539,133.420358042968,177.227409056453,86.4084894969742,72.0610852784118,1.3266813108659,32.5973120796592,0.327841796692794,0.241623575649667,431873,430203,"C","4",431038
"3159","orf19.4573","Chr4","","1",303.068538803906,508.958517617573,92.6377507109296,113.617099389343,50.3151915142029,66.756483233765,1.22426391544560,0.749815170732215,0.757383681306566,0.149818436121078,434653,432161,"C","4",433407
"1197","orf19.4571","Chr4","","1",255.755478030216,430.1298413474,35.3210766677821,58.7398923760082,37.0633917498113,52.7693847395045,1,0.660898045562225,0.71185462194929,0.0338534955271101,436865,435216,"C","4",436040.5
"6179","orf19.4570","Chr4","","1",549.440620782726,943.622302883646,378.693402723293,337.431959115143,156.958893896436,244.119208219054,0.891042613070556,0.772967421494227,0.656866822100339,0.69253643158457,437689,437249,"C","4",437469
"23","orf19.4569","Chr4","","1",432.06399204244,739.142835542345,251.495605299813,258.770447559751,141.422091179147,157.870330727715,1.02892631961209,0.165070228766451,0.969632824615432,0.831659008328666,437977,438771,"W","4",438374
"2513","orf19.4568","Chr4","","1",190.300498277532,248.988892572944,0,0.128348425700753,0,0.0938601382075,1,0.0938601382075,0.363217467649123,0.363217467649123,441245,438828,"C","4",440036.5
"4677","orf19.4567","Chr4","HDQ2","1",349.879531388152,460.281082329714,146.146253448702,87.2883685635437,149.638410254038,96.7427608729244,0.599548054289553,0.400592767468198,0.514182097712845,0.18387943230217,443016,442105,"C","4",442560.5
"2609","orf19.4566","Chr4","ROT3","1",206.298479537704,284.616505482318,7.26724137931035,9.24604083454626,17.3927849264863,15.4906018559977,1,15.6077281191623,0.641060649708223,0.691938236084787,444360,443779,"C","4",444069.5
"1464","orf19.4565","Chr4","BGL2","1",10043.2420197266,16191.2460770350,11862.4847847798,9575.54286289464,6735.69833570863,4700.72227997522,0.807212235600133,0.222963666063387,0.630391620713821,0.206909642953579,445650,444724,"C","4",445187
"108","orf19.4563","Chr4","","1",1048.24611394886,1933.73411877057,1027.52263052802,947.087501465411,268.896058075569,487.359491220875,0.921719360067743,0.374910972133974,0.506179249407016,0.392568037671784,447492,446377,"C","4",446934.5
"3983","orf19.4560","Chr4","BFR1","1",2050.51004002048,4054.53645691373,2160.56832241737,2137.17316959199,1803.90340203021,1682.02943653412,0.989171759771426,0.316566443695057,0.989225105175727,0.938198699385844,449237,447849,"C","4",448543
"4794","orf19.2775","Chr4","IDI1","1",869.762832369481,1962.78257261383,814.965395484974,987.916628071393,276.051173027677,380.985178117280,1.21221911205628,0.417082292436435,0.480784897034853,0.264749510060232,450181,451035,"W","4",450608
"4568","orf19.2774","Chr4","LIP12","1",4014.03652643988,5903.72632762566,4724.11276695147,3488.79894859871,1122.27233314933,448.14932437049,0.738508820747324,0.169431969266536,0.0335207345229755,0.0390370816521895,451521,452681,"W","4",452101
"1266","orf19.2772","Chr4","HOS3","1",1446.97660887963,2638.70243496673,1557.63687299981,1570.29065267127,424.289285292236,551.690991604188,1.00812370321402,0.310856443412893,0.938399250752625,0.909770969191436,453557,455698,"W","4",454627.5
"1962","orf19.2771","Chr4","BEM3","1",842.083678471156,1479.39602786326,777.515984916675,741.740202667846,803.957228787693,770.581057285347,0.953996939270806,0.200813840607492,0.999884943548965,0.997664717480692,457310,460735,"W","4",459022.5
"5252","orf19.2770.1","Chr4","SOD1","1",696.10946879799,1564.83924139482,646.896568629486,867.995107384712,746.515071785794,869.36915773392,1.34178344650003,1.18723814147348,0.733449350718234,0.453924346556253,461738,461029,"C","4",461383.5
"808","orf19.2770","Chr4","SOD1","1",14396.4526140451,37569.7084973153,17579.4315533358,23348.8731659833,5632.15303338924,7260.06046747529,1.32819272882306,0.263185041799323,0.180148925583711,0.0134648843788005,463136,462678,"C","4",462907
"1318","orf19.2769","Chr4","","1",9243.08974358974,33618.1917293233,12400.7660783451,22632.7924067925,6138.32615282179,4164.48815586706,1.82511243771585,0.615004942824211,0.11298138338047,0.0727872484747283,463679,464062,"W","4",463870.5
"3149","orf19.2768","Chr4","AMS1","1",1731.13350324308,3789.83197217181,1812.76460266192,2085.39639411886,792.658231415255,847.897308820239,1.15039558421243,0.301319768845359,0.525947916647008,0.213157647816365,464965,468432,"W","4",466698.5
"5163","orf19.2767","Chr4","PGA59","1",48171.9142351901,55406.5409218468,61007.5098803495,37759.4908894407,22570.6693353329,12793.4744853288,0.61893184893952,0.318327868686243,0.0928776606799762,0.0596215215164092,471461,471120,"C","4",471290.5
"5184","orf19.2766","Chr4","","1",212.97025610002,309.012899456865,10.2313037897072,8.60147079527601,17.1437877222553,13.0497462222326,1,0.54077810133566,0.942513524915302,0.688409698872476,479518,479826,"W","4",479672
"106","orf19.2765","Chr4","PGA62/FLO1","1",50425.160017862,62243.4159185589,64447.8498827805,44050.290464251,9784.22186727694,13652.8154770155,0.68350287161435,0.244125467427125,0.0248328091878882,0.0493433418985109,480632,481273,"W","4",480952.5
"2797","orf19.2763","Chr4","","1",485.018196602248,842.345202726522,348.212024879372,351.787909005496,382.028132564645,382.511864577464,1.00977659850026,18.6097601488477,0.75611503436177,0.377607735759373,485638,483224,"C","4",484431
"1071","orf19.2762","Chr4","AHP1","1",21287.7092101482,35920.1181104009,25546.7220300492,21405.8112902682,18591.2013810260,9075.75944495164,0.837908333800702,0.698755257482643,0.866289656502274,0.79145838127029,486715,486185,"C","4",486450
"1415","orf19.2761","Chr4","GPI11","1",375.223229731288,688.848921735151,166.543737077769,210.763503342021,127.284319557974,184.591408480155,1.26651517318956,0.801111673398707,0.886976671080369,0.722049737927912,488446,487649,"C","4",488047.5
"5650","orf19.2760","Chr4","CFT1","1",568.093558989736,799.276848869521,384.572345193014,245.63439420116,260.706505361303,202.866780023064,0.638720899387287,0.352503397529211,0.578081347086902,0.173833081112685,489036,493298,"W","4",491167
"574","orf19.2758","Chr4","","1",4558.98441644562,8124.07883726225,5592.89707001884,5403.00860198816,4364.99746904191,5090.06846158005,0.966048281301548,0.261663902482213,0.761625918503586,0.245753198533354,495158,493610,"C","4",494384
"719","orf19.2757","Chr4","","1",435.963304453663,742.747093486224,285.541516003495,273.343657567475,262.258266970260,130.508685129156,0.957281663952953,0.558312100826322,0.727629807334182,0.50224166052582,496265,497263,"W","4",496764
"3425","orf19.2756","Chr4","ERD2","1",650.989467479486,1311.47332092942,539.607814301933,688.363622474615,123.507887585540,372.000964008477,1.27567393249321,0.549078662366178,0.440820480553653,0.376958035927305,497591,498229,"W","4",497910
"5636","orf19.2755","Chr4","PRE7","1",4002.57625994695,11947.3502275675,4779.80333917573,6938.08291253584,1219.22314769395,2922.43951995905,1.45154150081252,0.60292931917426,0.157901915736971,0.103606662093618,499169,498432,"C","4",498800.5
"5142","orf19.2754","Chr4","TIM13","1",262.536406223339,496.212296434119,43.3201118826868,95.5065191381074,41.4610108000861,107.973040440121,1,0.905993328744588,0.730681815330402,0.0760385236340119,500128,499799,"C","4",499963.5
"1247","orf19.2753","Chr4","","1",535.008549640015,791.855536553586,357.4035149655,273.029441903934,247.808522404587,202.481064065592,0.7639248929331,0.172881095148785,0.80092678830406,0.0394936145347304,501566,504400,"W","4",502983
"5963","orf19.2752","Chr4","ADR1","1",1008.91043728907,1410.21660515355,887.774423666646,587.701192317163,673.945741631963,419.912614536883,0.661993831597295,0.396891844899986,0.457440093841455,0.131333848730857,508875,504619,"C","4",506747
"6192","orf19.2751","Chr4","MCH4/YOL119C","1",523.391519387549,1023.26299322023,342.329336011778,404.508076679041,374.769938453658,345.074105003789,1.18163427473573,1.11232315257285,0.450125282351326,0.113937206083725,512528,514075,"W","4",513301.5
"2046","orf19.2749","Chr4","","1",383.81781888962,511.717903892665,211.529069419981,132.408143472951,207.802698793208,118.488285778817,0.626251678897087,0.177335097053291,0.799978691432799,0.0210035328396068,515618,514146,"C","4",514882
"35","orf19.2748","Chr4","ARG83","1",260.800836225178,340.119117145206,39.6094588078189,23.2960424313111,28.206232874927,27.2278801624257,1,0.667716491318478,0.286792043121297,0.194528556766530,517408,520332,"W","4",518870
"5856","orf19.2747","Chr4","RGT1","1",241.626765161135,348.637748770689,24.1818016737954,23.0372542257014,26.6181416485549,27.5135302468541,1,0.36448343573892,0.773070123045848,0.373805445046918,523968,527057,"W","4",525512.5
"3408","orf19.2746","Chr4","EMP70","1",1073.6250068647,1852.45439668709,1010.32790680177,895.459708380096,533.547740763037,520.906939330546,0.88630602238308,0.232415007754458,0.785944778379816,0.367169328932293,529385,527493,"C","4",528439
"2901","orf19.2745","Chr4","UME7","1",339.860309272056,391.815097259063,128.932721301424,53.2369462351308,209.228764576961,58.5421404273294,0.413129441079408,3.22671096298193,0.796358589607316,0.749393542593735,531364,529988,"C","4",530676
"4309","orf19.2743","Chr4","RPH1","1",1034.00855678773,1961.39500331288,1113.28865824853,1182.17653545169,618.498525803787,613.646967370499,1.06187782179649,0.333865335817233,0.905183294642617,0.76048634816723,533639,531819,"C","4",532729
"1089","orf19.2742","Chr4","","1",695.517446633826,1833.08073852651,645.838481457561,1017.14827941618,347.428430218202,162.203037436613,1.57492671715786,0.606887643342933,0.195617154528777,0.131269411375975,534007,534345,"W","4",534176
"2344","orf19.2740","Chr4","SLX4","1",337.334080393291,577.060705477221,142.20752568898,156.513610788518,141.826019925486,153.121460796101,1.10165291564957,0.398558578107713,0.901150175398127,0.546088873760815,536697,534367,"C","4",535532
"4717","orf19.2739","Chr4","RLF2","1",756.718289977818,1306.21020900412,641.220041172705,558.249933396265,461.798114959778,449.237637383469,0.870865793654333,0.37992701820447,0.738144658639443,0.184003839885587,538696,536978,"C","4",537837
"3457","orf19.2738","Chr4","SUL2/SUL1","1",2055.94034932601,3609.83981062293,2132.53510141205,1856.15194479322,1834.93361406845,1395.22801415399,0.870396901586368,0.380622798336003,0.872796855630165,0.711148951518369,541597,539118,"C","4",540357.5
"800","orf19.2737","Chr4","","1",2780.34709180497,6632.3852763561,3165.79401451422,3953.74753680337,1385.61394270734,1976.28829670993,1.24889601745300,0.363597198637959,0.531009455992199,0.162874792175859,545999,543771,"C","4",544885
"2388","orf19.2736","Chr4","BUR6","1",894.056455240666,1729.42655217721,904.716826942447,1006.15489764599,675.327986459758,799.690113320923,1.11212134856202,0.332063437030891,0.991269561932976,0.970767818501295,547578,547138,"C","4",547358
"3589","orf19.2735","Chr4","SEN2","1",666.976656035294,1591.07016574371,528.123435424038,734.84318621743,201.860137855899,371.134020274191,1.39142317293194,0.258948699872929,0.468822473364434,0.0262915985293837,549175,548006,"C","4",548590.5
