"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.2484","Chr1","","1",1334.36484364093,2435.21723503609,1615.52443528847,1561.77997226534,0.966732497603147,0.827315007286829,0.49819230311948,"Chr1",1188253,1189506,"W","1",1188879.5,421.773112778683,405.147127225368,0.115110050533915
"orf19.6512","Chr7","EXO70","1",569.068448364501,939.949878963871,642.530080305373,609.456300471999,0.948525709772755,0.923188175303695,0.864512747342664,"Chr7",457371,455368,"C","7",456369.5,493.249755681215,468.864085457715,1.37322701469874
"orf19.7556","ChrR","","1",368.331832565499,574.164614121511,376.683084194685,352.682587391849,0.936284644015414,0.999952971723226,0.99995809621254,"ChrR",2099610,2098966,"C","R",2099288,160.583244717648,55.8696825112679,0.70832113893475
"orf19.4262","Chr5","JSN1","1",578.46375708709,654.982253378805,611.025065526751,405.250535119853,0.663230623395941,0.0844293250529239,0.0360974448861214,"Chr5",559093,557651,"C","5",558372,241.125454022416,98.635333525889,0.215823984498809
"orf19.5654","Chr4","STE24","1",1278.56226316787,2507.85700947724,1537.00963290303,1543.58909458254,1.00428068994407,0.914287869571722,0.924342413498263,"Chr4",41651,43041,"W","4",42346,259.351039975661,404.07262264795,0.347722194830805
"orf19.5921","Chr3","","1",1318.50642189027,2174.35353568398,1603.09612777089,1338.65569200983,0.835043930816077,0.572714955403173,0.308062924178638,"Chr3",980612,981703,"W","3",981157.5,948.505407240055,1040.51331238947,0.432600465174250
"orf19.5713","Chr6","NDE1","1",403.436277475297,969.282509573004,405.167862778887,547.675778951023,1.35172561613039,0.463143210577834,0.387051793531662,"Chr6",740074,741942,"W","6",741008,243.534945606376,380.943178416838,4.87251116702037
"orf19.3437","Chr6","","1",266.292762188406,416.346219217363,244.416610180898,270.354820879228,1.10612294589607,0.461630887659782,0.51116008452721,"Chr6",294704,296332,"W","6",295518,158.774357565999,112.203269979494,4.29194159188345
"orf19.2318.1","Chr1","","1",568.602564102564,1300.28735632184,613.435290915901,782.988270884415,1.27639912877422,0.610906756997723,0.595476242728173,"Chr1",2418575,2419340,"W","1",2418957.5,258.715227145797,369.679325418023,0.891054228926347
"orf19.6058","Chr1","GLO1","1",2086.8398793181,6585.6650611941,2546.72246595372,4096.86922131541,1.60868303322607,0.395011579037207,0.00766369125028572,"Chr1",79670,78642,"C","1",79156,1780.48239084559,3123.65233495406,0.428158307544496
"orf19.3862","ChrR","LST8","1",1193.39940977554,2432.76630112203,1515.07487465389,1608.87996289127,1.06191449004051,0.743155204238726,0.489688671099932,"ChrR",1298939,1299925,"W","R",1299432,808.808192610113,762.628958398517,0.472216391184354
"orf19.5849","ChrR","RDS2/CWT1","1",691.458641215107,1102.30772720927,796.285717325639,714.914326963582,0.897811314969524,0.876068871703128,0.839937899469894,"ChrR",1178847,1177111,"C","R",1177979,372.65291534275,182.993969849939,0.493246316003068
"orf19.4871","Chr1","ERO1","1",4889.05429864253,9282.74611816899,6579.75788620071,6079.17068159514,0.923920117842721,0.886036347050886,0.794594833801828,"Chr1",2199942,2201684,"W","1",2200813,3137.57170872943,2338.64764668445,0.312052867251223
"orf19.258","Chr3","","1",293.257162579304,429.015315144625,285.031920907281,269.968113443622,0.94715045453257,0.764507527028493,0.809833825094274,"Chr3",576639,577397,"W","3",577018,153.845018609594,80.3580841301359,1.93142919270296
"orf19.3558","Chr2","ERP3","1",1012.12777273644,2147.74702311703,1157.22602726042,1217.44032042664,1.05203330356194,0.93597743592788,0.89797839453604,"Chr2",1091483,1090842,"C","2",1091162.5,344.491675251958,576.236463816182,0.371649647227142
"orf19.6976","Chr3","","1",2880.32958916965,5651.12301061008,3641.69687812922,3905.09042752064,1.07232714808672,0.996479601578152,0.963336200446692,"Chr3",1195458,1197299,"W","3",1196378.5,3579.63708733452,4014.16063567828,0.177259520014695
"orf19.3432","Chr6","","1",466.554768331084,754.059902740937,470.606586420239,445.459168599594,0.94656382093601,0.672581989175508,0.608142053785904,"Chr6",306765,308405,"W","6",307585,411.053468236893,291.711340860185,5.31072900951875
"orf19.4252","Chr5","BUD32","1",461.102924198206,825.746804151183,497.335480260923,568.597287496438,1.14328719760378,0.513732108687712,0.50726996628644,"Chr5",538634,537744,"C","5",538189,225.919147445467,231.425776773821,0.790045819917201
"orf19.1488","Chr2","","1",271.002513826043,441.850394664823,258.479916804519,305.853545548208,1.18327779322026,0.555583413683515,0.587018321300648,"Chr2",323271,322612,"C","2",322941.5,192.805594890119,92.2744411593685,4.20258318984479
"orf19.3841","Chr4","APG1","1",431.923800617553,888.560896881904,465.255486988326,564.429969246391,1.21316133830046,0.226630301765272,0.309784341435009,"Chr4",953888,951384,"C","4",952636,174.323823590576,88.4652594238168,0.921926659208291
"orf19.2837","ChrR","ALG5","1",311.600738556161,522.370683284249,307.040929724253,330.188481601949,1.07000159240295,0.42179842208421,0.417576039417811,"ChrR",638530,637559,"C","R",638044.5,155.331018762116,125.306282625638,0.925626402664076
"orf19.6668","Chr5","CUE1","1",339.550330013806,472.468456175806,362.066797132080,331.346398920602,0.890370549053237,0.568449097819048,0.528887943109479,"Chr5",798406,798915,"W","5",798660.5,284.855427104821,246.050084597971,0.549252595163986
"orf19.641","ChrR","","1",1338.15412245800,2695.60952696729,1614.76201532828,1660.55837435327,1.02836105790839,0.984194389684268,0.981361571007356,"ChrR",1114265,1113363,"C","R",1113814,408.692139930249,553.045921023161,0.44778307932541
"orf19.5352","Chr2","","1",2076.26986287558,4279.66540222392,2555.34781991050,2706.73632900016,1.05924379761929,0.883562302608454,0.677829448895474,"Chr4",2204737,2203631,"C","2",2204184,1076.46146708785,1293.55583983866,0.247749360739432
"orf19.481","ChrR","GCD1","1",1101.83535280148,2364.654638015,1300.10946434518,1441.38818412667,1.10866678818667,0.699216444171508,0.547353118964739,"ChrR",902755,901313,"C","R",902034,579.827083188111,660.34533081962,0.543299883162248
"orf19.2415","ChrR","MSE1","1",442.848323422393,816.975921024691,449.795876152186,485.083713299647,1.07254365418735,0.513693686602729,0.46242440355243,"ChrR",706390,707919,"W","R",707154.5,320.490267753411,416.068220635803,0.415829782535638
"orf19.4676","Chr4","","1",441.563597322218,822.845048629531,470.393567310445,511.991729027976,1.08843267554736,0.631368147750461,0.620762503976323,"Chr4",231135,230593,"C","4",230864,190.480451739136,38.1409294517273,0.573756738458897
"orf19.2346","Chr1","","1",770.808284388026,1493.07909666961,892.48822149057,954.359800739939,1.0693248132127,0.619763689410005,0.423635836014685,"Chr1",2381585,2383459,"W","1",2382522,518.228531707253,381.452339195689,0.861577957749333
"orf19.6187","Chr3","","1",550.299244325447,851.534935268774,626.17713337833,548.669460840082,0.876220851246865,0.559420886391384,0.520518053900813,"Chr3",1782417,1784442,"W","3",1783429.5,248.873309530724,231.453730068393,0.55831095894602
"orf19.5215","Chr2","TES1","1",483.438727787639,706.014784557548,510.776498696531,430.401906569052,0.842642344875714,0.542738698942484,0.516093347871467,"Chr2",1215738,1214677,"C","2",1215207.5,190.114466824889,145.663395889960,0.58453776728726
"orf19.7161","Chr7","SUI3","1",4334.98748612247,10393.6737716307,5621.01345405193,6846.65259961306,1.21804593701472,0.706113199663076,0.164262347738788,"Chr7",892987,892142,"C","7",892564.5,3595.29607328514,4582.41090189841,0.297840281908460
"orf19.6784","Chr3","PGA32","1",376.648312176329,449.556878106156,375.711598416384,282.851833702996,0.752842964910347,0.614366589439027,0.581064268812921,"Chr3",1638025,1639317,"W","3",1638671,203.221898151028,102.711431759376,0.99285212747012
"orf19.632",NA,"","1",353.989175940514,458.175465049671,343.534616494894,279.606506060772,0.813910717102153,0.403548710708321,0.324731598843689,"ChrR",NA,NA,NA,NA,NA,135.203307955314,86.8291997050618,0.42300634090927
"orf19.1062","Chr1","","1",309.641137686169,513.942697980584,303.111561106431,335.376971454731,1.10644731012741,0.612067768290215,0.596224308094317,"Chr1",884247,883012,"C","1",883629.5,178.815720856604,183.250879593523,2.77743069438214
"orf19.7290","ChrR","LSM1","1",1839.22187223696,3558.52758291064,2219.26455312230,2327.80507360369,1.04890832881041,0.705638413050406,0.767400686710964,"ChrR",1913770,1913267,"C","R",1913518.5,609.725348019571,501.339068698971,0.458840666308223
"orf19.981",NA,"","1",345.535714285714,597.085944026734,363.670482214882,404.563808582127,1.11244609713219,0.61826451670905,0.644718130980381,"Chr1",NA,NA,NA,NA,NA,235.041830726235,93.2492532759068,2.23399533205030
"orf19.5450","Chr3","ETR1","1",2246.13627320955,5429.69959755157,2790.83607942848,3340.64064174308,1.19700353108062,0.56800303087776,0.402853963989272,"Chr3",26203,25109,"C","3",25656,1290.57577565196,1779.58815249907,0.569304055410207
"orf19.2005","Chr2","REG1","1",1144.20611731127,2121.57108911204,1390.19943176508,1461.54268090188,1.05131871550703,0.931173269155173,0.89139690988707,"Chr2",198416,195381,"C","2",196898.5,355.506408494961,555.161776886586,0.298173346968974
"orf19.2961","Chr1","","1",476.932409217119,666.262141594038,494.27967355604,424.570646818589,0.858968453555986,0.634986279867146,0.521794490026497,"Chr1",567504,568697,"W","1",568100.5,231.911831525480,165.315994367595,0.357173788857042
"orf19.1235","Chr4","HOM3","1",464.624156545209,912.978037766831,471.249098251006,527.116119928315,1.11855093597983,0.97284480966354,0.95917978571435,"Chr4",1210309,1211943,"W","4",1211126,224.202845580648,304.327613392724,0.684043147434005
"orf19.4195.1","Chr6","FCA1/FCY1","1",230.841714247179,356.281637310562,203.941998195851,227.047431188123,1.11329413851326,0.29156442084436,0.323568879690349,"Chr6",112312,112834,"W","6",112573,158.162391334539,58.801633342811,22.4079577573035
"orf19.7609","ChrR","PGA11","1",241.028466114446,326.758307544945,216.900825812413,202.746043113119,0.917990343284258,0.430260760830684,0.460794542320478,"ChrR",2201764,2202138,"W","R",2201951,139.099559115528,52.9927874110717,2.42605534430831
"orf19.5767","Chr6","CUS2","1",487.03026437668,983.35391446122,548.283122711414,658.313149337435,1.20068103880691,0.509109978811566,0.323141667451363,"Chr6",849622,848771,"C","6",849196.5,347.320792538045,360.468293334372,1.33482126662750
"orf19.332","Chr3","CLF1","1",573.150625513829,957.712280318776,633.27736333034,623.161029573935,0.984025429705549,0.84327162834223,0.736133836001182,"Chr3",701829,699724,"C","3",700776.5,344.711133677954,273.571103851198,0.599727202574562
"orf19.5984","Chr3","","1",767.328857243205,1699.48564229429,876.461901659867,1092.45091692272,1.24643286245963,0.584070243415748,0.311454890152156,"Chr3",1098046,1099047,"W","3",1098546.5,527.52177577738,686.737469830753,0.859591831511767
"orf19.3732","ChrR","ERG251","1",1792.98624794745,3927.89352872123,2119.58147428617,2383.90974257135,1.12470776494884,0.90565035455285,0.826583547697404,"ChrR",527713,528639,"W","R",528176,951.780201409872,1577.52225489492,0.44683447991425
"orf19.5226","Chr1","WRS1","1",443.713907890859,900.319072437947,452.867360283003,532.307449272752,1.17541579711134,0.635855506980433,0.499587781148356,"Chr1",2697907,2696633,"C","1",2697270,281.805445528820,320.008598013554,1.08882692477254
"orf19.3390",NA,"PCF13","1",1944.30628494794,3851.98756557977,2573.7688911369,2526.39937036081,0.981595270290504,0.917739979242697,0.715084083600611,"Chr6",NA,NA,NA,NA,NA,2674.47200818788,2041.06844156854,0.406243778350880
"orf19.2168.3","Chr2","","1",231.854877301565,317.573842543014,205.723083967885,204.596635248836,0.96690500301771,0.40067046845859,0.43775832095005,"Chr2",1655819,1655141,"C","2",1655480,131.125395242915,54.6627738638081,2.65730286824496
"orf19.1594",NA,"","1",253.408882783883,308.191369227667,232.246966276803,198.855654616375,0.856224982415354,0.783547618106215,0.808753073630579,"Chr2",NA,NA,NA,NA,NA,177.305585500325,38.9563788620934,3.74822103914963
"orf19.4144","Chr5","","1",652.400970374655,1092.49411132828,774.887808197007,794.98147705691,1.02593106853321,0.812765364517792,0.687163580951751,"Chr5",332825,331014,"C","5",331919.5,646.682430796267,709.611391615607,1.99654208877371
"orf19.4494","Chr2","KTR2/MNT5","1",842.50818649741,1325.04244724322,978.196073431862,886.776649464744,0.906542843045376,0.589854577994836,0.470264386205856,"Chr2",955149,956588,"W","2",955868.5,257.653622115613,202.006028383861,0.272817824329268
"orf19.6514","Chr7","CUP9","1",3301.31265191637,6472.01921913537,4328.28697176351,4483.00426223995,1.03574561748927,0.979295129606217,0.953342977518735,"Chr7",450912,449878,"C","7",450395,1610.86902379674,1972.62975523236,0.253096109452769
"orf19.2698","Chr4","","1",992.934902740937,2580.02336215793,1238.62037138391,1777.02923278306,1.43468432607610,0.273275171756613,0.311691233264194,"Chr4",609082,608756,"C","4",608919,469.57735145638,536.775590874966,0.813167928747455
"orf19.3490","Chr2","MRS512(FRG6)/FGR6-4","1",414.066373493415,635.089550467681,386.334750889457,363.36619054535,0.940547516651746,0.928418086289802,0.930887525254755,"Chr?",2151608,2153147,"W","2",2152377.5,221.541155360882,114.384751031007,0.882774021969794
"orf19.7491","ChrR","KIM2","1",422.526967285588,798.838940991958,433.297668831261,486.649417363049,1.12312955358309,0.62128438956686,0.540071428870581,"ChrR",104234,105313,"W","R",104773.5,277.285536375138,335.759217919024,3.09078077719605
"orf19.840","Chr2","RPL21A","1",36507.7207641119,49267.5121604298,45664.5417299838,31909.9886755006,0.698791391889699,0.00888331022764189,0.0462334121867083,"Chr2",805301,804489,"C","2",804895,10134.5001299033,5895.8376309721,0.236134234516271
"orf19.3387",NA,"RRT","1",968.718619742327,1632.82375859406,1235.38970963456,1234.13627816222,0.99898539589365,0.896908731788346,0.792198986049795,"Chr?",NA,NA,NA,NA,NA,751.001217638127,803.632874831133,0.356048545107764
"orf19.4511","Chr2","IFA17","1",345.452807250221,587.497201364375,347.755313825276,379.849058371007,1.09228829372211,0.530340686425767,0.514154448706332,"Chr2",922637,924700,"W","2",923668.5,211.529735428764,162.761847522179,2.30567769493367
"orf19.7148","Chr7","TPO2","1",804.641150578557,1184.10600578591,1003.64678541662,781.710732169312,0.778870359102298,0.613565665801591,0.525773039430665,"Chr7",928843,930534,"W","7",929688.5,763.065498757537,472.669018618143,0.708402089433244
"orf19.4348","Chr5","RGR1","1",475.153915957001,537.077414191979,486.794422303868,339.911948715312,0.698265906800246,0.149646032497639,0.179132322875523,"Chr5",712957,716742,"W","5",714849.5,218.009569325671,112.883576919985,0.417860645426031
"orf19.4174","Chr4","FUN26","1",897.921409264762,1521.32367916919,1174.19667558149,1149.10535699820,0.97863107679907,0.924056416099614,0.874332505207017,"Chr4",116224,117585,"W","4",116904.5,878.843080052916,650.903911937974,0.625026555156347
"orf19.5438","Chr3","","1",250.958222811671,454.800397877984,237.783111923601,286.075739387221,1.20309527902527,0.480797083865007,0.476102338065116,"Chr3",43340,42951,"C","3",43145.5,202.872925280343,12.3396818810229,44.2801065626492
"orf19.4308","Chr5","HSL1","1",928.16311124099,926.065136731085,1037.39353407938,564.546061875425,0.544196626766545,0.112102895622863,0.008853399512899,"Chr5",636256,631868,"C","5",634062,534.357737267901,291.725658794457,0.193556328238632
"orf19.3291","Chr1","HMT1","1",2359.67993813003,4966.61624164301,2806.57697287499,3000.20976704264,1.06899251153240,0.722614575077854,0.539828724948798,"Chr1",205270,206289,"W","1",205779.5,1737.34601884241,1354.04624210275,0.63387995075789
"orf19.1792","Chr4","CDC16","1",402.048205449521,742.304615151938,407.972022030952,462.853279550806,1.13452211072378,0.533500767324695,0.584253701010965,"Chr4",1162068,1164425,"W","4",1163246.5,143.334234770982,166.864351271596,0.790803571776499
"orf19.3904","Chr5","","1",214.638058555309,285.273983200707,185.80294183598,180.655875666305,0.920403827219003,0.294750924023703,0.316995451403276,"Chr5",938021,937251,"C","5",937636,69.7836275061999,42.7413380530471,0.0688008189497382
"orf19.4611","Chr4","PRS4","1",2722.16400113997,4654.14299993463,3358.11948999742,3042.27292357501,0.905945405646463,0.808313694405636,0.663512666761002,"Chr4",358928,357954,"C","4",358441,1478.54107314905,977.702767492954,0.269023016787576
"orf19.4608","Chr4","PDC12","1",555.762488947834,1056.01475408792,626.49649529212,708.288193987738,1.13055412011121,0.548314976955124,0.452780246783037,"Chr4",364381,362462,"C","4",363421.5,517.84433885923,540.184349098097,14.2922081027037
"orf19.3442","Chr6","OYE3","1",606.66782714412,1500.25732420366,703.476613558483,934.918552009397,1.32899734545571,0.130340815897314,0.226656924603747,"Chr6",284013,282772,"C","6",283392.5,249.555683042433,250.500285389356,0.95795426273262
"orf19.3444","Chr6","AZR1","1",329.225061576355,641.727664652347,348.198343808733,441.874555612771,1.26903118142197,0.278454698953581,0.287245364574244,"Chr6",278869,280899,"W","6",279884,217.610752747878,137.156609049289,3.09031921669115
"orf19.6211","Chr1","","1",816.05806915561,1688.89734116458,972.935259276615,1079.43584599514,1.10946317928462,0.651020212792116,0.467335081812901,"Chr1",1487568,1485913,"C","1",1486740.5,433.911014785866,430.693231391706,0.53867585344615
"orf19.2724","Chr4","","1",1937.70262193946,2948.23694953994,2409.98792417468,1932.86802409114,0.80202394572291,0.487587980863936,0.0925868133233938,"Chr4",571920,573416,"W","4",572668,1247.33978026794,1122.56585880798,0.244564570768125
"orf19.2518","ChrR","SEC17","1",603.347106991617,1707.10769261333,677.82368625344,1087.97673568375,1.60510285749582,0.13685053941185,0.066579322032544,"ChrR",325385,324504,"C","R",324944.5,243.424057214314,529.607451969798,0.776363558942337
"orf19.6985","Chr3","TEA1","1",693.249562206799,933.958104395604,790.129908075732,619.96156788867,0.784632452907033,0.387809492921216,0.241595310085392,"Chr3",1229466,1232168,"W","3",1230817,336.725357820045,316.004105464228,0.413878880269208
"orf19.1785","Chr2","","1",3096.03036243349,7146.50344611529,4331.35482211768,5231.48777929135,1.20781787550104,0.702151359234678,0.114400051600848,"Chr2",2041669,2042649,"W","2",2042159,4507.16495216398,4812.46806011497,0.371982077379186
"orf19.1172",NA,"PHO84","1",7923.54481570305,24190.1067829,11369.1306853003,18089.3757396848,1.5910957698,0.654755599689241,0.139414354525546,"Chr1",NA,NA,NA,NA,NA,14959.8553186779,20433.5740174346,0.9523049006353
"orf19.2611","ChrR","MCM6","1",1093.80656576233,1463.95653837097,1236.10556003599,871.951341309678,0.705402005702726,0.233151529171199,0.0358517541025908,"ChrR",459678,462320,"W","R",460999,549.432382500213,524.047764383994,0.276469293005642
"orf19.3358","Chr1","LSC1","1",4103.00539811066,9558.66162627911,5099.3198223982,5883.46619859986,1.15377470006046,0.528874859235189,0.424240750261619,"Chr1",343919,342948,"C","1",343433.5,1525.96316376379,2234.98109617176,0.418622666918983
"orf19.6264.4","Chr1","","1",775.697816740126,1197.43391344741,894.282584503421,795.722353468212,0.889788493320668,0.357231511055521,0.483386818586339,"Chr1",1377905,1378291,"W","1",1378098,189.877619089017,163.993285699747,0.346739906797509
"orf19.4371","ChrR","TAL1","1",5313.18169761273,13964.8799954593,6684.27720722826,8937.92861630083,1.33715708358647,0.0653145164948196,0.0295420976367498,"ChrR",831866,832837,"W","R",832351.5,1032.31076543736,2276.19156433106,0.293367477573046
"orf19.3471","Chr6","","1",216.389699381079,331.667646126811,183.231566510166,213.690778068378,1.13925489686362,0.480998441340757,0.501398270015386,"Chr2",479042,478701,"C","6",478871.5,86.9045475527573,40.5521688221023,0.250528259081265
"orf19.3445","Chr6","HOC1/YJR75","1",675.790881381172,1538.3152511307,762.111149896916,973.606494938503,1.27751246661356,0.0877644490558834,0.160979134641488,"Chr6",276575,277762,"W","6",277168.5,158.304611503009,237.163069571229,0.504227775318261
"orf19.6340","Chr1","RBP5","1",1069.64602626150,2450.83832966036,1265.47418624991,1509.26924524498,1.19265115135815,0.859457143849658,0.630748525752826,"Chr1",2792349,2791401,"C","1",2791875,602.917163389247,963.622203773724,0.430755670466263
"orf19.4297","Chr5","CKB22","1",789.914319120081,863.594922180562,912.989707192652,584.12100317739,0.639789253455552,0.0155509374431624,0.0495753383389690,"Chr5",620256,621059,"W","5",620657.5,189.872550124951,201.224818841203,0.330010917730071
"orf19.5041","Chr4","","1",321.371118445982,415.534873462392,316.087329740282,262.620643788581,0.824289289876482,0.590690433648514,0.578566549440431,"Chr4",821018,819945,"C","4",820481.5,153.922539210638,122.387735964715,0.536282235685872
"orf19.3204","Chr5","","1",382.818803474203,624.707283377542,406.982658051615,423.704841100698,1.03161937315377,0.491274124862882,0.454760833955703,"Chr5",387529,385313,"C","5",386421,229.449552296872,273.774347653257,0.68583893354929
"orf19.6680","Chr5","FGR27","1",526.119157863713,656.27267272957,572.404686446844,463.029162148917,0.808919236883145,0.267701171105740,0.268064024698179,"Chr5",816619,818982,"W","5",817800.5,165.649549520896,199.27342367532,0.33573130085789
"orf19.7391","Chr3","OCH1","1",1590.81373277358,2437.67259051696,1845.32387387137,1463.40852174894,0.793036139872182,0.40536818219361,0.0915778768947598,"Chr3",1386790,1385633,"C","3",1386211.5,762.70960759689,605.737850980279,0.259608756475858
"orf19.279","Chr3","DTD1","1",1137.57042750555,2335.393194729,1458.49537661755,1537.21149836653,1.05397077221563,0.853814261697174,0.671810844115174,"Chr3",621874,622284,"W","3",622079,1501.28116270713,1360.75179190217,1.45709683827180
"orf19.4737","Chr1","TPO3/DHA12/YGR138/YPR156","1",3186.27515157257,3570.12323497736,3806.66085869304,2418.1056451546,0.635230122912715,0.38553244747186,0.112782578859686,"Chr1",1914795,1916727,"W","1",1915761,2578.22707530599,1744.16372496849,0.466093901756922
"orf19.1837","Chr1","SPT15/TBP1","1",2392.79685495237,5198.29375078944,3016.07840086975,3224.03023679994,1.06894775542646,0.891847527348774,0.718353087538573,"Chr1",2362697,2363413,"W","1",2363055,1898.61303835953,2054.82214303978,0.367297449915417
"orf19.5772","Chr6","","1",475.13162340533,884.719563054409,509.056510755466,573.078350204563,1.12576568238777,0.375651168560626,0.385617521680739,"Chr6",856810,855794,"C","6",856302,141.769188638264,105.769300050164,0.387904853053337
"orf19.2183","Chr2","KRE30","1",2566.21463514556,4594.82141056665,2979.57941205831,2738.97987898886,0.919250504921686,0.765431004170273,0.483842242108911,"Chr2",1623725,1621896,"C","2",1622810.5,1118.11287205100,1093.29317443762,0.245899151015903
"orf19.133","Chr6","","1",229.607142857143,287.860963748895,202.459112556766,184.870418768962,0.885600878406072,0.542372170954188,0.566424234181091,"Chr6",242079,242402,"W","6",242240.5,108.040342482855,45.5527350458803,0.191978387583326
"orf19.6612","ChrR","","1",1023.85417456107,2429.77836307169,1186.42919058023,1480.58444584287,1.24793325855273,0.740868683066797,0.452922144128006,"Chr2",2028804,2028004,"C","R",2028404,491.409533359168,869.888497656726,0.404012028448692
"orf19.6453","Chr7","","1",507.730658709107,888.509152593774,556.522090062595,575.292873859326,1.03372873086605,0.752352261455773,0.796814580911213,"Chr7",548614,552562,"W","7",550588,174.213265347452,140.620430884518,0.624148778285307
"orf19.6747","Chr3","","1",1209.93560534293,3477.04493204164,1539.88433735588,2439.91216985340,1.58447755501102,0.228881722401505,0.0157752424451986,"Chr3",1700623,1701619,"W","3",1701121,690.713565832807,1444.37886948650,0.463530315525747
"orf19.2622","ChrR","YPT31","1",1658.01558355438,4068.7945557417,1967.27263138409,2584.24652306372,1.31361890662076,0.769010141452538,0.104934827928694,"ChrR",1628745,1628077,"C","R",1628411,1487.51526840495,2077.62287916682,0.291656562695739
"orf19.4959","Chr1","","1",1807.77981613589,2373.16379310345,2188.87976398864,1542.02697130681,0.70448226379364,0.0676767977845216,0.0388584833434787,"Chr1",2906756,2905035,"C","1",2905895.5,741.022152207264,380.403421639596,0.202967443496252
"orf19.1883","Chr2","YCS4","1",675.91968096236,1016.95615433921,751.443053687435,620.574688706408,0.82584393542686,0.688571027049779,0.345489476820863,"Chr2",1524745,1528263,"W","2",1526504,549.345386905657,455.47014404838,0.470878362545972
"orf19.5164","Chr7","ECM39","1",659.898052491973,1144.84153935901,737.98535823354,688.902461118674,0.933490689798572,0.672127663014466,0.344562395122052,"Chr7",642628,644382,"W","7",643505,355.36369128974,455.000716806601,0.363293189134902
"orf19.1871","Chr2","SWR1","1",550.389152035704,713.246641102526,588.46554042062,418.64877247252,0.71142444835985,0.325855924266659,0.104054195025844,"Chr2",1539891,1544816,"W","2",1542353.5,316.049527882562,191.777097160172,0.345008400570996
"orf19.3359","Chr1","ARP8","1",549.831075533662,914.215193570797,587.970591346815,554.948786477628,0.943837658965991,0.993898657300008,0.990643467796635,"Chr1",345578,348778,"W","1",347178,365.328559825146,276.060267276888,0.559761684159858
"orf19.1859",NA,"","1",255.090290381125,278.279391006251,257.101826115223,185.395760162568,0.691308137593823,0.602517436450352,0.612458439054644,"Chr?",NA,NA,NA,NA,NA,103.992482056972,35.3184027155109,0.0094416562431103
"orf19.7464","ChrR","","1",204.816243194192,270.256305298768,173.588462458969,177.797913085185,0.955083257282496,0.28863765103685,0.312214879796663,"ChrR",163022,164161,"W","R",163591.5,48.1523689392334,44.4831947951325,0.147323962727231
"orf19.2810","Chr3","AAP1","1",215.950491476781,359.415208556316,183.456047888687,226.667995271525,1.18244358523694,0.336832254638137,0.358193806580272,"Chr3",830593,828680,"C","3",829636.5,112.040406925714,94.2518781658766,3.83405514804473
"orf19.7217","Chr1","RPL4","1",26836.0712154225,48169.7974123025,33956.6368010474,31753.9398944114,0.935132065064582,0.526953305988013,0.611684226203247,"Chr1",3107907,3106816,"C","1",3107361.5,5982.81503167133,9004.51972318587,0.402951133628060
"orf19.3568","Chr2","","1",781.0256533821,1049.36500986903,912.024556843835,694.351850302073,0.761330213196186,0.894282385277681,0.790797760139378,"Chr2",1104183,1102627,"C","2",1103405,709.612765564918,489.596251201089,0.963914060374382
"orf19.2948","Chr1","SNO1","1",956.26512567892,1273.90518108216,1094.19488250514,797.629375922175,0.728964637538804,0.335868868130829,0.0399904538695905,"Chr1",544115,544864,"W","1",544489.5,535.909469820242,439.275669818585,0.197924520881350
"orf19.1440","Chr4","","1",486.63568902362,991.359100392449,541.561892083592,677.45165267978,1.25092194000831,0.464911545219454,0.326691430860973,"Chr4",697817,698933,"W","4",698375,299.951132342489,382.108344993699,1.24367019507966
"orf19.7571","ChrR","UBC4","1",2649.59875899962,6521.12315270936,3420.08915503892,4461.61264022891,1.30453109202007,0.111847933841534,0.112870228601312,"ChrR",2133732,2134619,"W","R",2134175.5,755.997276746812,1118.10604608502,0.438106392507339
"orf19.4531","Chr1","","1",652.64873265724,1282.90137631324,767.068323892892,823.799898656814,1.07395895906118,0.972627643933634,0.948146216172118,"Chr1",395602,399426,"W","1",397514,523.216498479564,625.475792878434,0.705109350083849
"orf19.780","Chr1","DUR1","1",369.399734277116,593.886736901937,371.640451353412,363.41948703805,0.977879253226005,0.88038536990935,0.883533893867441,"Chr1",965255,970696,"W","1",967975.5,177.691683143087,120.009127067123,0.806054963447336
"orf19.6686","Chr7","ENP2","1",1704.66554566124,2902.67731621826,2108.39795332603,1872.23277085816,0.887988326826384,0.854471172342575,0.524156580415554,"Chr7",783857,781605,"C","7",782731,1494.40288719142,1280.05322085473,0.356357080314078
"orf19.4750","Chr1","","1",268.867816091954,427.093426675664,251.843785800110,276.016470618602,1.09504575823242,0.390595951590020,0.406899651724433,"Chr1",1938388,1936286,"C","1",1937337,147.317897815887,101.740875606929,1.58624846767402
"orf19.2180","Chr2","","1",507.558465959328,964.420916596117,544.335407022337,657.192485892633,1.20733003478068,0.437071973119922,0.379008330087402,"Chr2",1632768,1631653,"C","2",1632210.5,259.637208989119,269.326765510273,1.09033496921513
"orf19.4826","Chr1","IDH1","1",7664.62398785425,20800.2716968704,9758.83786722415,12978.9068310455,1.32996438793559,0.663151489178378,0.310319428648302,"Chr1",2120474,2121787,"W","1",2121130.5,4793.22187091939,8922.21920288887,0.465235373009538
