"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc"
"1911","orf19.4295","Chr5","HIR2","1",472.330584707646,442.757568794887,482.367534659684,276.264250109664,0.572725629855193,0.00617741390115385,0.00839078971900404,"Chr5",619747,616693,"C","5",618220
"1933","orf19.4245","Chr5","","1",329.076378363016,426.295849454538,333.886713389378,285.343224159981,0.854610898599053,0.965561042709,0.96064701208943,"Chr5",527060,525714,"C","5",526387
"1935","orf19.4142","Chr5","","1",551.412899235268,628.809963270726,618.97657818648,421.354584580143,0.680727832731017,0.127851913716619,0.143234000225218,"Chr5",329795,328283,"C","5",329039
"1940","orf19.931","Chr5","","1",712.606868630462,822.34245040098,797.25846675691,558.461282793691,0.700477079993145,0.148658108349985,0.106845825702586,"Chr5",130828,132912,"W","5",131870
"1965","orf19.1966","Chr5","BUD23","1",2517.69414811825,3788.11257573088,3464.58337133578,2679.39720563178,0.773367795908671,0.870414929197207,0.440268642757678,"Chr5",225614,224799,"C","5",225206.5
"1974","orf19.6663","Chr5","RPS25B","1",14791.1150524603,20717.4381117471,18663.8578160169,13095.9589664873,0.701674814263136,0.169467135136540,0.00995091988572306,"Chr5",793792,793475,"C","5",793633.5
"1981","orf19.3214","Chr5","","1",616.488208252727,1220.30792913983,723.55614238444,837.460924949732,1.15742355830181,0.466285323583007,0.396727750508186,"Chr5",873722,874993,"W","5",874357.5
"1991","orf19.4322","Chr5","DAP2","1",451.49206199869,464.415779723402,478.710656104294,313.247322123596,0.654356275819668,0.568443657357572,0.427389820649921,"Chr5",657016,659532,"W","5",658274
"1993","orf19.4007","Chr5","","1",686.905533063428,1055.29074159194,821.783757313588,734.212471361839,0.893437555594893,0.767817471600198,0.588708226160013,"Chr5",1132689,1131388,"C","5",1132038.5
"2010","orf19.4220","Chr5","","1",477.586206896552,1217.52077807250,534.298455861963,828.282887416834,1.55022511918100,0.251522120222031,0.32233882354991,"Chr5",477818,477267,"C","5",477542.5
"2014","orf19.4233","Chr5","THR4","1",2373.31324747545,3432.54068942250,2912.68029935208,2264.04463379521,0.777306261280664,0.659670098425108,0.0678363988692055,"Chr5",503332,504864,"W","5",504098
"2019","orf19.3964","Chr5","ASH2","1",663.898904256663,655.301006993611,727.665551858192,423.359815745904,0.581805493835455,0.0225504495665278,0.00629098713943496,"Chr5",1036701,1038101,"W","5",1037401
"2022","orf19.939","Chr5","NAM7(IFS2:MOF4:UPF1)/NAM7","1",1147.07397971055,1494.38706155507,1358.66551729250,981.14345128339,0.722137596631274,0.264467164726326,0.0125830032008927,"Chr5",95043,98102,"W","5",96572.5
"2036","orf19.3978","Chr5","","1",425.997207873796,501.711980548187,460.230747363448,327.590740603818,0.711796729098407,0.257128757006885,0.250954693776966,"Chr5",1066988,1067701,"W","5",1067344.5
"2050","orf19.1281","Chr5","","1",724.247820809886,1054.41265686320,931.397603654737,800.28093386934,0.85922588884607,0.856692698330197,0.684311917963964,"Chr5",911557,910892,"C","5",911224.5
"2057","orf19.1122","Chr5","","1",283.762956379676,398.622240104708,263.15079262397,252.394678105578,0.959125661712286,0.526321105564058,0.539364472915384,"Chr5",824273,825115,"W","5",824694
"2067","orf19.5691","Chr5","CDC11","1",654.270880838258,991.652604793372,735.860784892435,655.369516270976,0.890616173230069,0.96743379602148,0.938194644713738,"Chr5",8946,10154,"W","5",9550
"2071","orf19.1941","Chr5","NUF2","1",517.265853072114,617.147366094281,559.41518118227,407.671440679993,0.728745758773329,0.143409176484194,0.173087351611586,"Chr5",290129,288720,"C","5",289424.5
"2072","orf19.4340.1","Chr5","","1",349.30706214032,448.87595591543,347.525902883945,298.272652867013,0.858274593035503,0.746179008307569,0.783721070618876,"Chr5",691108,690651,"C","5",690879.5
"2107","orf19.2657","Chr5","","1",478.103154936413,763.393544371539,502.411259766864,475.581462846782,0.946597938643867,0.934242423739598,0.908871424932527,"Chr5",728217,726094,"C","5",727155.5
"2126","orf19.966","Chr5","DUS4","1",841.534198475757,960.636162687887,984.517026365716,671.487911899871,0.682048043779017,0.431629214767692,0.206516078146286,"Chr5",47854,48873,"W","5",48363.5
"2137","orf19.4001","Chr5","MSS2","1",456.26740090121,618.489721485411,515.369231788579,446.403545696199,0.86618198790596,0.99393296437634,0.990269276463164,"Chr5",1121614,1122879,"W","5",1122246.5
"2147","orf19.3932","Chr5","","1",2841.16666666667,6996.67045941882,3692.88698206566,5061.19550392389,1.37052542590753,0.391484389376577,0.138711621007249,"Chr5",980783,979956,"C","5",980369.5
"2148","orf19.1959","Chr5","","1",565.268284133189,655.724572123279,634.116301679138,425.590565454766,0.671155376904526,0.487336348990861,0.438517497214911,"Chr5",253350,254321,"W","5",253835.5
"2165","orf19.3952","Chr5","SRP101","1",555.710480611343,810.898536049723,612.489197150489,567.938233570377,0.927262450036052,0.604847177054617,0.621754759188179,"Chr5",1013464,1015071,"W","5",1014267.5
"2166","orf19.4307","Chr5","FTI1","1",502.114670795025,856.391197655944,605.841843870309,626.958861797157,1.03485566099553,0.732345357954684,0.582899825443902,"Chr5",630828,631706,"W","5",631267
"2171","orf19.4316","Chr5","","1",616.987981284083,1054.34354550723,693.897843502427,684.391582092743,0.986300200384395,0.876311064023596,0.808247156974894,"Chr5",648559,649749,"W","5",649154
"2180","orf19.3206","Chr5","CCT7","1",3265.86193711511,5880.61427254701,4038.95551314226,3492.40916584295,0.86468126585675,0.722225788473722,0.112050780531334,"Chr5",384159,382510,"C","5",383334.5
"2224","orf19.3984","Chr5","","1",392.87364597415,370.967709209746,432.869710613248,265.698576250469,0.613807272109784,0.419071390087103,0.382917618421464,"Chr5",1088572,1091100,"W","5",1089836
"2236","orf19.3905","Chr5","","1",280.844827586207,412.143678160920,267.163865406898,267.362602966451,1.00074387888965,0.729050517628618,0.780238803766282,"Chr5",939331,939972,"W","5",939651.5
"2243","orf19.1976","Chr5","TRX1","1",447.995271944228,732.865436829253,510.39707050764,508.963682243538,0.99719162129462,0.632129449882483,0.561863826668722,"Chr5",211966,211610,"C","5",211788
"2247","orf19.6295","Chr5","MAS2","1",938.500442086649,1278.08620107962,1071.52285975670,826.285639211373,0.771132068427351,0.739388827896562,0.33446206101257,"Chr5",360976,362544,"W","5",361760
"2254","orf19.3935","Chr5","","1",439.020272830618,757.572854935555,497.447497928705,542.696425978832,1.09096221860304,0.785143252476728,0.792952798760454,"Chr5",983163,983465,"W","5",983314
"2312","orf19.4035","Chr5","GAS1/PGA4","1",3943.84985701433,4583.76407332048,4770.47810539292,3204.70440266887,0.671778453200743,0.0583706548328247,0.134009149980461,"Chr5",1167328,1165973,"C","5",1166650.5
"2331","orf19.4274","Chr5","PUT1","1",1492.47641941392,1367.90268123138,2112.16603387881,1011.87591856559,0.479070254106572,0.40899159566646,0.0921382210750987,"Chr5",580961,582430,"W","5",581695.5
"2340","orf19.3941","Chr5","URA7","1",2248.44780219780,2831.25377249562,2717.21364755678,1776.53680189878,0.65380828758025,0.0116422956723809,0.0106626300025064,"Chr5",995489,993768,"C","5",994628.5
"2359","orf19.4022","Chr5","SDH5/SDH4","1",871.212426097294,1212.94081468038,1033.88474416053,787.889518307435,0.762067070587415,0.232310653789824,0.0232762460559419,"Chr5",1150815,1150321,"C","5",1150568
"2360","orf19.941","Chr5","SEC14","1",3119.49264186106,3141.26376285541,4006.46142609331,2027.90972895901,0.506159803699001,0.064025725981001,1.24593639925232e-05,"Chr5",88250,87345,"C","5",87797.5
"2382","orf19.4135","Chr5","PRC2","1",1723.87471109250,2733.74451338891,2010.68934018782,1759.40115793482,0.875023865084237,0.624460461246801,0.289163172505304,"Chr5",322744,324240,"W","5",323492
"2406","orf19.4247","Chr5","","1",515.740353037767,972.104668660374,594.750584097071,717.975742019538,1.20718795612373,0.590723892186534,0.368246476162638,"Chr5",532699,531755,"C","5",532227
"2409","orf19.2637","Chr5","PER1","1",747.861217616322,1119.32108481859,927.413932122183,855.768778785319,0.92058526012754,0.634818728143698,0.533366591114924,"Chr5",778365,777352,"C","5",777858.5
"2418","orf19.3945","Chr5","","1",679.818973827141,958.172916957513,813.651101233864,716.716074951156,0.88086413680789,0.71183535302451,0.531829690429458,"Chr5",1002145,1003575,"W","5",1002860
"2427","orf19.4323","Chr5","","1",333.559921962096,491.59549071618,337.635396477726,331.978256327334,0.983244825011218,0.8379562635881,0.831253217905014,"Chr5",660201,659698,"C","5",659949.5
"2436","orf19.4349","Chr5","KRE12","1",2011.37599663394,3838.21483042819,2309.55495451086,2224.19264900267,0.963039500168,0.752709429331206,0.314276206973147,"Chr5",719348,716904,"C","5",718126
"2458","orf19.1967","Chr5","IMG1","1",865.04952159909,1327.04536387942,975.40295434509,808.582756503201,0.826251654006429,0.647237911180944,0.543375709900752,"Chr5",224544,223938,"C","5",224241
"2459","orf19.1282","Chr5","CKS1","1",545.520375457876,753.031100768056,606.613128381541,512.352158143494,0.844611061271395,0.355136202975043,0.225676583466039,"Chr5",909931,909623,"C","5",909777
"2460","orf19.1119","Chr5","MTR10","1",415.413682581786,614.089518668466,432.247927205278,385.895668784011,0.892764648471632,0.86114373543294,0.880464851357163,"Chr5",833556,830677,"C","5",832116.5
"2466","orf19.3973","Chr5","","1",1193.71284643971,2016.66295934354,1571.57961115968,1511.65045219609,0.961866927683431,0.849148476743649,0.479375917902619,"Chr5",1061148,1061933,"W","5",1061540.5
"2471","orf19.4246","Chr5","YKR070W","1",1220.10839013692,2278.46501379997,1499.38899482026,1646.73057020241,1.09826774498889,0.821234632786614,0.697212405184356,"Chr5",529711,531504,"W","5",530607.5
"2480","orf19.4281","Chr5","IFH1","1",827.31542300712,842.425474052062,934.808004775948,557.223946184526,0.596083841107116,0.0651274941622696,0.0212568047482417,"Chr5",596402,595509,"C","5",595955.5
"2486","orf19.5698","Chr5","RPL1","1",1174.99243760048,1526.20258620690,1407.39376186973,947.963932247778,0.673559850790017,0.083245497149294,0.0394297788561835,"Chr5",3999,4808,"W","5",4403.5
"2487","orf19.4227","Chr5","","1",481.908611050172,820.246519675626,549.631856520208,559.536925800791,1.00529686004718,0.542030250649854,0.456683943247345,"Chr5",488687,489781,"W","5",489234
"2508","orf19.923","Chr5","THR1","1",798.475981620718,1080.22593314631,870.5795345262,651.706379671125,0.748589133818551,0.283666768296738,0.0425016014098921,"Chr5",147787,146714,"C","5",147250.5
"2525","orf19.3981","Chr5","MAL31","1",577.321870381081,418.699838677153,666.541970751838,324.177772540708,0.48635762902529,0.0322624138263533,0.0187590963366088,"Chr5",1076017,1074251,"C","5",1075134
"2549","orf19.4006","Chr5","PAN5","1",308.956329124092,439.345168846076,309.131422816162,290.881647363822,0.94096434685906,0.633680386884846,0.655823740947666,"Chr5",1130335,1131393,"W","5",1130864
"2550","orf19.1955","Chr5","SHR5","1",317.41935102311,428.2302379512,312.402776509515,285.997180331385,0.91547579546776,0.841392791474113,0.840282008266412,"Chr5",266079,266809,"W","5",266444
"2560","orf19.2640","Chr5","FUR1","1",1470.75905598989,2716.21735733011,1867.92594900459,1811.12278695881,0.969590249508523,0.842878356770359,0.504815356805652,"Chr5",766948,766292,"C","5",766620
"2564","orf19.951","Chr5","","1",509.570291777188,616.643837156995,595.774347570229,460.076667222497,0.77223309311461,0.583739473249031,0.206959904905623,"Chr5",72101,71613,"C","5",71857
"2590","orf19.4016","Chr5","COR1","1",5142.11949413764,6953.80000232677,6409.83732010415,4475.23010901824,0.69818154276426,0.160725779535698,0.029998362813794,"Chr5",1146296,1144977,"C","5",1145636.5
"2634","orf19.6659","Chr5","GAP5","1",2133.85626692148,6294.11906529866,2985.25866344877,4951.13234964826,1.65852708519683,0.356610737973323,0.00745111765897993,"Chr5",785608,787314,"W","5",786461
"2637","orf19.6297","Chr5","DEG1","1",402.432092332954,523.971800494827,424.000780676971,326.491916851609,0.770026687994118,0.386525561392686,0.501076752287132,"Chr5",357172,358641,"W","5",357906.5
"2642","orf19.968","Chr5","PGA14","1",9983.90104267078,15923.6389703259,13551.3704421269,11061.1962663859,0.816241893292221,0.393882840941496,0.118359825811535,"Chr5",45823,46218,"W","5",46020.5
"2648","orf19.1934","Chr5","HST3","1",373.530172413793,485.707606974955,377.911790147429,311.502855353647,0.824273979999739,0.678996447007744,0.658802627207114,"Chr5",297649,299112,"W","5",298380.5
"2656","orf19.1977","Chr5","URA4","1",2488.90554109633,2347.45623536073,2863.10137693151,1421.50209962680,0.496490313294556,0.112881496149361,0.0152271627106000,"Chr5",211286,210210,"C","5",210748
"2675","orf19.3894","Chr5","","1",507.669540229885,797.39067496327,565.737351789456,590.748237475978,1.04420935900274,0.96547357599910,0.960305935283987,"Chr5",919529,918507,"C","5",919018
"2686","orf19.583","Chr5","BNA2","1",3219.22776381715,3999.44422652034,4102.69618606764,2908.41721127865,0.708903871838075,0.293132126973657,0.0303428879397268,"Chr5",190840,189518,"C","5",190179
"2687","orf19.578","Chr5","MSB3","1",368.537183331411,548.013041556145,383.099669461193,378.748967250012,0.988643419564157,0.830518485264808,0.800389583152756,"Chr5",180051,181865,"W","5",180958
"2690","orf19.5681","Chr5","","1",407.215438020338,544.037627778553,417.861618209963,349.804004941841,0.837128823748714,0.87620056292344,0.864506222624878,"Chr5",18148,18882,"W","5",18515
"2721","orf19.6667","Chr5","(SAP30)","1",994.548771245282,1711.1902015483,1303.71899312893,1308.3307320842,1.00353737191801,0.992812614511846,0.984646417913027,"Chr5",797467,797973,"W","5",797720
"2729","orf19.1107","Chr5","","1",750.275307521678,1519.71286472149,1006.81984236564,1275.99371115581,1.26735057997835,0.836904692012051,0.661811241396969,"Chr5",847694,847086,"C","5",847390
"2758","orf19.3168","Chr5","RPN8","1",1654.41215260285,3307.20338506523,2157.75829237169,2440.10967243987,1.13085403544335,0.740346094201642,0.242220322592219,"Chr5",455241,456233,"W","5",455737
"2766","orf19.3196","Chr5","","1",335.542440318302,593.221452152764,347.723729093376,386.095239238008,1.11035056550405,0.718280186161445,0.799263819998803,"Chr5",402789,402487,"C","5",402638
"2769","orf19.4000","Chr5","PHO2","1",733.226633942596,675.893125552608,835.688121412108,432.202181009893,0.517181194677719,0.0048362463214845,0.00220855780022270,"Chr5",1119100,1121157,"W","5",1120128.5
"2780","orf19.580","Chr5","","1",340.845619658120,574.633864723701,349.582482367985,406.050461500203,1.16152977331621,0.463301067188186,0.474196284298936,"Chr5",185724,184672,"C","5",185198
"2799","orf19.4228","Chr5","","1",849.102447992796,1544.30111005266,1032.49145434747,1032.50419422431,1.00001233896589,0.888282528983875,0.81730717122462,"Chr5",489982,490965,"W","5",490473.5
"2823","orf19.1971","Chr5","","1",979.408040465823,1271.83993554842,1155.02734798046,873.434077507114,0.75568975852215,0.691626926420478,0.614588952120819,"Chr5",218221,219705,"W","5",218963
"2833","orf19.1957","Chr5","CYC3","1",1499.29055355564,2748.21272777073,1974.98218209195,2075.54174894654,1.05091669573853,0.968519419557734,0.93999189637719,"Chr5",261888,262682,"W","5",262285
"2835","orf19.3207","Chr5","CCN1(CLN1)/CCN1/CLN1","1",360.666895465897,433.464921975584,345.928081315477,258.002130839824,0.745825923870381,0.285951657345242,0.222075045432405,"Chr5",379761,377680,"C","5",378720.5
"2878","orf19.3900","Chr5","UGO1","1",815.966196160162,1051.00802654991,918.696135998,699.366202471739,0.761259544987639,0.188820309752343,0.180650945413706,"Chr5",928277,929884,"W","5",929080.5
"2893","orf19.3988","Chr5","","1",382.452291897959,632.362890399075,428.619711252894,463.192598960999,1.08066098408551,0.559644235362651,0.453147666816202,"Chr5",1095714,1097441,"W","5",1096577.5
"2899","orf19.4318","Chr5","MIG1","1",1334.32411156095,1599.54947020807,1597.82103691440,1066.70223081877,0.667598063972617,0.0512201483104399,0.0401982908219088,"Chr5",653666,651954,"C","5",652810
"2905","orf19.2650","Chr5","MRP10","1",308.528093830952,555.504098996386,306.820594613792,324.420759927505,1.0573630506644,0.651667605517183,0.685495860639443,"Chr5",747479,745182,"C","5",746330.5
"2908","orf19.3942","Chr5","RPL43A","1",34630.9218833445,39989.4719930557,44137.8013533582,26704.4772517078,0.605025090350948,0.163437041271950,0.0171253515489743,"Chr5",996776,996186,"C","5",996481
"2916","orf19.3161","Chr5","","1",1261.58603294266,1862.12080017683,1559.70497389274,1337.99872544777,0.857853727367659,0.550813680196659,0.226187354203317,"Chr5",465405,464443,"C","5",464924
"2930","orf19.4269","Chr5","","1",665.15706291591,930.869217130543,748.485555100697,627.440299833564,0.83827977114288,0.768622506690632,0.610508103791158,"Chr5",572476,570722,"C","5",571599
"2940","orf19.3187","Chr5","HAL9e/ZNC1","1",355.226154784358,567.217848481292,356.288161094346,368.034317584842,1.03296813583257,0.747735079949704,0.797544086133421,"Chr5",423727,420959,"C","5",422343
"2977","orf19.3980","Chr5","SLH1","1",554.368613426803,635.176602951898,594.784190060246,414.757550157933,0.697324436474887,0.277381485962912,0.145835395600087,"Chr5",1073731,1067942,"C","5",1070836.5
"2985","orf19.5682","Chr5","SRP1","1",928.306429805856,1481.07733345348,1072.54121560333,1030.48578018621,0.960788979663163,0.634466587836648,0.718083923549234,"Chr5",18029,16398,"C","5",17213.5
"2986","orf19.974","Chr5","ROT2/GLS2","1",975.673989211535,1230.02159050367,1104.47537987427,838.201030543768,0.758913277577256,0.113890366259519,0.1866653138391,"Chr5",36656,39271,"W","5",37963.5
"3015","orf19.961.2","Chr5","","1",1780.72915877226,2865.49229551891,2280.54033480222,2030.20410288366,0.890229421467227,0.66684391138657,0.377756157198653,"Chr5",54029,54322,"W","5",54175.5
"3021","orf19.4041","Chr5","PEX4","1",2081.35365463836,2811.17241620779,2858.99989850247,2168.23589716147,0.758389637683157,0.610768421648435,0.244290182783626,"Chr5",1172158,1172682,"W","5",1172420
"3040","orf19.3970","Chr5","","1",469.871267885673,719.411094186616,520.878195313674,504.201756096733,0.967983994402187,0.972566857902735,0.971693153840368,"Chr5",1058891,1058148,"C","5",1058519.5
"3084","orf19.4031","Chr5","","1",402.979941853827,507.838614689908,430.336452552481,354.394164427604,0.823528107659867,0.74157088110836,0.728618498788241,"Chr5",1161249,1158556,"C","5",1159902.5
"3109","orf19.2651","Chr5","TEF4","1",11266.2482316534,26674.7537577365,14549.4390197998,16966.081818855,1.16609869258646,0.932737263282094,0.618370503316424,"Chr5",742865,744124,"W","5",743494.5
"3115","orf19.4015","Chr5","GPA1/CAG1","1",256.865454292085,1413.11013483643,245.031967139025,965.770431794571,3.94140586255269,0.040225342539061,0.0337649581646548,"Chr5",1143597,1144886,"W","5",1144241.5
"3117","orf19.4283","Chr5","","1",9604.720340861,14992.9491312036,13677.5903146603,9923.36264830921,0.725519804294244,0.720866543160816,0.124986987076869,"Chr5",601860,600853,"C","5",601356.5
"3133","orf19.3902","Chr5","","1",277.760297735747,379.594164209345,270.660855035181,243.006146051062,0.897825236011594,0.500146131635057,0.510383507837981,"Chr5",933791,934537,"W","5",934164
"3137","orf19.3954","Chr5","PSD2","1",735.134093125502,707.280491279086,799.83592694686,435.101276210411,0.543988162511383,0.151548872885735,0.0361877865209301,"Chr5",1015832,1019044,"W","5",1017438
"3153","orf19.3914","Chr5","CDC332","1",1352.10573280571,1674.50320512821,1617.00845303258,1178.36350353786,0.728730577337384,0.315740246489049,0.155690022102658,"Chr5",953396,952104,"C","5",952750
"3163","orf19.4231","Chr5","PTH2","1",254.297494784514,339.075854700855,229.387285686816,219.873683481582,0.958526026511238,0.556876876563361,0.623569749985876,"Chr5",498731,499924,"W","5",499327.5
"3169","orf19.4143","Chr5","FYV7","1",358.180923961096,617.43920519136,372.286042167932,425.731071508177,1.14355904677226,0.51295070134055,0.42088188075319,"Chr5",330484,330912,"W","5",330698
"3200","orf19.3169","Chr5","","1",1006.08838575218,2184.15906200071,1335.36730549892,1760.14841416330,1.31810057571065,0.750442199633947,0.351871632401068,"Chr5",454906,453848,"C","5",454377
"3215","orf19.4286","Chr5","","1",383.896435385546,608.006021939378,433.226478303096,461.535899021913,1.06534554589023,0.707661488599208,0.612881124038047,"Chr5",604791,605765,"W","5",605278
"3217","orf19.4309","Chr5","GRP3/GRP2/GRE99","1",1642.54180045605,2563.89701417004,2054.49136428568,1784.23443159215,0.868455551874519,0.429375941370006,0.318588478046976,"Chr5",640038,639013,"C","5",639525.5
"3243","orf19.3177","Chr5","RIB2","1",1508.27602785146,1867.99358974359,1768.63921679457,1224.06003033431,0.692091421874473,0.0596457007648632,0.081184954404485,"Chr5",434215,435984,"W","5",435099.5
"3290","orf19.4263","Chr5","","1",475.716472187321,639.56214832867,498.24903875102,412.194522215352,0.827286136363886,0.802772524509209,0.678259957357038,"Chr5",560503,559340,"C","5",559921.5
"3309","orf19.949","Chr5","","1",823.45813528073,1079.31981068289,974.219002266775,725.651120700188,0.744854205278044,0.498624469648837,0.053034798168148,"Chr5",76453,74018,"C","5",75235.5
"3319","orf19.4005","Chr5","YDR196","1",539.627109329469,881.840199369662,633.389663015479,627.668659650448,0.990967640144624,0.712905937605984,0.586771788337249,"Chr5",1130214,1129489,"C","5",1129851.5
"3347","orf19.936","Chr5","","1",345.428988170027,537.378599414867,357.508237511926,341.402293653857,0.954949446843078,0.860790601379434,0.880295152820948,"Chr5",105626,107950,"W","5",106788
"3371","orf19.1968.1","Chr5","","1",450.006868131868,579.11858974359,481.927535027088,379.630011677358,0.78773256161016,0.432721220228214,0.580971014106155,"Chr5",222946,222671,"C","5",222808.5
"3375","orf19.3916","Chr5","","1",677.768607526775,1171.67448268106,823.320244448057,827.066425298226,1.00455008956166,0.795151327084183,0.606639086479405,"Chr5",956382,957966,"W","5",957174
"3377","orf19.3967","Chr5","PFK1","1",5393.77864804898,8097.02820291537,7058.8217034235,6159.33654240919,0.872572902559917,0.511717639700941,0.306966389257758,"Chr5",1041247,1044210,"W","5",1042728.5
"3387","orf19.1981","Chr5","IMP2","1",415.709698095814,698.007938338523,481.513525378203,488.726641522521,1.01498009041107,0.63463381187383,0.544111666838462,"Chr5",198650,199138,"W","5",198894
"3394","orf19.4221","Chr5","ORC4","1",565.559492231906,961.351287702014,621.851544287155,629.544062156121,1.01237034456155,0.918891104927497,0.934594563562983,"Chr5",479723,478029,"C","5",478876
"3402","orf19.1972","Chr5","SET5","1",989.967893457118,1337.02876471683,1182.22545162932,954.696332367942,0.807541684246604,0.292017202985927,0.271137136151973,"Chr5",217288,215867,"C","5",216577.5
"3412","orf19.921","Chr5","","1",311.703332712861,450.903456558062,318.550236583078,310.74856853734,0.959939272301763,0.47923026937292,0.450579319348528,"Chr5",153233,151176,"C","5",152204.5
"3414","orf19.3997","Chr5","ADH1/ADH/CAD","1",45242.7092569787,55286.1378545714,61178.0856794363,39205.534605772,0.640842781698056,0.158182365201343,0.0208556021072654,"Chr5",1107694,1108998,"W","5",1108346
"3436","orf19.4278","Chr5","","1",824.194623550499,995.920466922168,948.076259181373,647.374465290674,0.682829528765605,0.0395133327302444,0.0326899947575876,"Chr5",588731,586722,"C","5",587726.5
"3468","orf19.1948","Chr5","","1",569.297020180868,671.902014652015,621.596910494983,438.32066002684,0.705152571749113,0.118497195537078,0.0972035920415236,"Chr5",273059,274360,"W","5",273709.5
"3478","orf19.4133","Chr5","","1",674.401573336139,969.835281498927,766.845916152409,638.096179325277,0.832104815171835,0.497503461270358,0.422946939400077,"Chr5",320892,319510,"C","5",320201
"3485","orf19.3218","Chr5","","1",409.40956959707,509.971549397366,424.062888780368,331.474912884858,0.781664516407463,0.374047787730325,0.305557185638313,"Chr5",865200,863734,"C","5",864467
"3489","orf19.3934","Chr5","CAR1","1",1032.62690213598,2617.37254400923,1306.59913603396,2148.16965429651,1.64409235782678,0.612070318095245,0.393585785158149,"Chr5",982855,981902,"C","5",982378.5
"3495","orf19.6660","Chr5","","1",2899.38506314970,3297.54890116273,3749.77039068479,2228.55620901128,0.594318045325515,0.0165304224869256,0.00592943636450758,"Chr5",789268,787727,"C","5",788497.5
"3542","orf19.1110","Chr5","THI80","1",1359.34411649400,2083.36198489703,1578.51570363857,1334.11774061788,0.845172295430866,0.916265396764763,0.758864725438651,"Chr5",844162,845145,"W","5",844653.5
"3547","orf19.1287","Chr5","","1",2475.87659097240,3137.76805450297,2965.06103443852,1987.66727213854,0.670363020879579,0.287000496242543,0.0372323842098963,"Chr5",891577,892719,"W","5",892148
"3569","orf19.3983","Chr5","","1",2029.78448275862,4215.33731211317,2567.70289807726,2729.86967432543,1.06315636297704,0.984284708842983,0.967267456033535,"Chr5",1083071,1080861,"C","5",1081966
"3588","orf19.932","Chr5","DNF1","1",563.296621691082,813.567137790995,619.252911015284,509.593773775003,0.822917041987753,0.299043982227099,0.354857834889273,"Chr5",125118,130268,"W","5",127693
"3630","orf19.979","Chr5","FAS1","1",4111.82028208231,4431.16174453259,4948.68757758652,2698.36131415526,0.545268067916959,0.100178231629743,0.0575768481371966,"Chr5",29661,23548,"C","5",26604.5
"3643","orf19.4003","Chr5","TIP20","1",1169.24565724656,1312.12664012974,1368.14542062381,867.441964286605,0.634027604968402,0.180466671079294,0.124743641341342,"Chr5",1127582,1125228,"C","5",1126405
"3644","orf19.3209","Chr5","FGR42","1",433.718392743574,626.45182353878,490.462977077199,442.60210556383,0.902416953469995,0.595276745093894,0.578150468992158,"Chr5",889692,889378,"C","5",889535
"3655","orf19.6674","Chr5","BTS1","1",434.802884615385,711.319459263765,469.971218150698,481.711840127039,1.02498157657939,0.71277063065156,0.639417660650755,"Chr5",807733,808731,"W","5",808232
"3678","orf19.3182","Chr5","GIS2","1",7491.55630732446,11313.1181476569,9576.68680867755,7649.94107364562,0.798808734844907,0.179367018642181,0.0851993421604885,"Chr5",429626,430153,"W","5",429889.5
"3685","orf19.3974","Chr5","PUT2","1",1952.69550492611,2614.32316306575,2382.35059315071,1661.29504109301,0.69733440823918,0.167825268626907,0.0174657057499115,"Chr5",1063894,1062107,"C","5",1063000.5
"3689","orf19.1105","Chr5","","1",46508.6659284706,54014.5499084249,57595.5978650239,35256.9484538814,0.612146583433452,0.135918683521412,0.210645000940904,"Chr5",858187,857714,"C","5",857950.5
"3722","orf19.3949","Chr5","YTA7","1",859.00587911534,868.800918999003,973.155755811823,550.632302453855,0.565821348910903,0.00987030263373944,0.0195711798594411,"Chr5",1009351,1005407,"C","5",1007379
"3731","orf19.4264","Chr5","","1",254.576310360339,378.712706303844,233.229767558241,240.826871296208,0.986600799954356,0.471831330858915,0.460435758319371,"Chr5",562924,563829,"W","5",563376.5
"3734","orf19.3971","Chr5","","1",296.313210634898,449.888041409807,276.445954315626,265.636946649936,0.960900105438517,0.719518992828225,0.715716420272853,"Chr5",1059098,1059856,"W","5",1059477
"3771","orf19.3173","Chr5","SSP120","1",1315.33246494884,2308.19068864690,1717.06677470241,1696.01766990269,0.987741242734507,0.990724960404214,0.966208933907452,"Chr5",445547,444867,"C","5",445207
"3782","orf19.2655","Chr5","BUB3","1",1372.01967285588,2651.69695749653,1873.7670979188,2145.61233344155,1.14507952232948,0.92213225118514,0.775213602219742,"Chr5",731846,732967,"W","5",732406.5
"3803","orf19.1124","Chr5","DPH52","1",1160.17079179708,2015.23694251655,1413.38801350511,1368.26869225861,0.96807718700358,0.9350721888761,0.765980592763375,"Chr5",823441,822557,"C","5",822999
"3822","orf19.5686","Chr5","","1",3217.5,8017.66955961965,4673.93942847274,6290.33645423049,1.34583182997858,0.662663932963467,0.213712252617475,"Chr5",12441,11839,"C","5",12140
"3842","orf19.6670","Chr5","CAC2","1",552.702602965194,689.201867816092,612.249382502448,451.526470172238,0.737487832697704,0.228752377239404,0.225360461718573,"Chr5",800398,799016,"C","5",799707
