orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	fold.mut.by.wt	p	p.paired	type
orf19.2771	Chr4	BEM3	1	842.083678471156	1479.39602786326	981.529911136737	938.012351919286	0.955663542472127	0.926424993097602	0.740013466359376	middle
orf19.7392	Chr3	DED1	1	473.25354167311	770.06874835187	519.893860304753	512.897367513752	0.98654245928794	0.95254007297742	0.951040959321716	middle
orf19.4867	Chr1	SWE1	1	1134.95786700948	1581.68069128391	1380.47520720552	1056.48027693475	0.765301884032653	0.371581129029945	0.0112191907010686	middle
orf19.6240	Chr1	CYK3	1	494.893757658957	764.123260738052	529.473179268706	462.560909466179	0.873624817228808	0.73611990450669	0.377612269955848	middle
orf19.7487	ChrR	RRT98	1	247.627225517519	370.934379217274	228.36124505518	245.822350030386	1.07646264571288	0.825943159674495	0.838398705356964	middle
orf19.6663	Chr5	RPS25B	1	14791.1150524603	20717.4381117471	18663.8578160169	13095.9589664873	0.701674814263136	0.139452593386963	0.0246423715944342	bottom05
orf19.7400	Chr3	ALS7(FLO1)/ALS7/ALS94/ALS95/ALS96/ALS98	1	336.319739168877	529.771467932652	343.067718706179	357.363916855075	1.04167165072485	0.91968708130903	0.891008993227747	middle
orf19.533	ChrR		1	335.628205128205	462.258876357561	373.37511353796	334.672265538523	0.896343257501273	0.86576866625372	0.837440305226056	middle
orf19.6557	Chr7	AMD4	1	481.829361517606	768.90928055709	529.38702351106	491.777998177692	0.928957409866352	0.787099454863535	0.66938028931241	middle
orf19.4934	Chr1	OPS4/OP4	1	1146.52431088774	458.54781640773	1264.02114847921	330.67681854548	0.261607030027409	0.00745446428748604	0.0197648833195233	bottom05
orf19.1679	Chr3		1	195.789014146773	286.071740192657	160.962425945816	183.960977555782	1.14288149221675	0.77264712549626	0.814380543637491	middle
orf19.2582	ChrR		1	1235.67268524982	2209.86326891499	1451.38003719790	1397.98797807088	0.963212902369732	0.90220159564805	0.752429965638284	middle
orf19.3214	Chr5		1	616.488208252727	1220.30792913983	723.55614238444	837.460924949732	1.15742355830181	0.567123005903597	0.411631023780948	middle
orf19.3062	Chr1		1	416.137911813324	615.458143867627	423.536391234309	373.48742203318	0.88183077006613	0.521600166569683	0.506449846626062	middle
orf19.1065	Chr1	SSA2/HS72/SSA1	1	2924.30172483042	7231.76604932424	3840.56383610807	4324.41580535195	1.12598461837682	0.83429742279386	0.791130014576532	middle
orf19.5775	Chr6		1	1364.69370029295	2630.73580586081	1707.07147052873	1648.99706150323	0.965980095134793	0.871035374872514	0.845098475777354	middle
orf19.6071	Chr1	MDM20	1	795.724894131881	1368.63539097523	917.133739681443	890.97278053386	0.971475306146005	0.952037664100493	0.86794135665657	middle
orf19.2404	ChrR	POP1	1	201.064292210459	294.140649064084	166.002913285125	185.864946386888	1.11964870199385	0.798784629340313	0.828552646181642	middle
orf19.2057	Chr2	YTA12	1	1312.97626942023	2800.90198307440	1558.53773782231	1721.50699685349	1.10456548794185	0.343765908273855	0.291121873169422	middle
orf19.5275	Chr1		1	284.633620689655	571.601648767143	266.142483933491	361.469945832917	1.35818205530556	0.28234428437874	0.364843239410257	middle
orf19.172	ChrR	RPC19	1	1328.31116793517	2807.13704686118	1562.6918478511	1690.57050722019	1.08183229441233	0.747071291217495	0.56610066275164	middle
orf19.423	Chr1	DCP1	1	1103.06939318802	2754.15063107467	1381.19801561488	1842.63802395885	1.33408678779382	0.219211850454014	0.00687927916511789	middle
orf19.4322	Chr5	DAP2	1	451.49206199869	464.415779723402	478.710656104294	313.247322123596	0.654356275819668	0.251092950867752	0.0986619023172347	bottom05
orf19.820	Chr2	SDS2	1	817.784244264507	1708.51265190617	962.415950316562	1065.77637858781	1.10739683630269	0.724325679745814	0.47177519083446	middle
orf19.4007	Chr5		1	686.905533063428	1055.29074159194	821.783757313588	734.212471361839	0.893437555594893	0.758128141621221	0.480931713164836	middle
orf19.6563	Chr7		1	887.456946965114	2319.84298416829	1122.44803850422	1613.77210501437	1.43772544443563	0.337398420176357	0.360567605919841	middle
orf19.2501	Chr1	BOP1	1	861.40573277801	1623.4262558751	950.378910936737	1008.01250960076	1.06064275837856	0.88516920232933	0.638577131890136	middle
orf19.1780	Chr2	IFO1	1	243.515969410706	366.749092143489	220.255661617246	239.599905369310	1.08782631787999	0.7901740113508	0.837797383478533	middle
orf19.1614	Chr3	MEP1/MEP3	1	1275.96851102114	2171.01522315765	1616.55349860178	1540.15437689389	0.95273950303905	0.85941039749333	0.416772480209756	middle
orf19.1590	Chr2		1	224.332462732871	345.672140234828	196.509039659124	226.341502505628	1.15181216547723	0.693120356800859	0.739382707653082	middle
orf19.5674	Chr4	PGA10/RBT51/RBT8	1	412.540214373245	725.122844827586	469.944474267383	536.18347560875	1.14095069730233	0.81611422833297	0.605849443594093	middle
orf19.4815	Chr1	YTM1	1	1061.79007864489	2140.56673929519	1230.16285439711	1306.79770850152	1.06229651125498	0.685881740571631	0.43323260170977	middle
orf19.7565	ChrR	GNP3	1	831.245312103516	1649.55640694917	1088.83742297357	1266.55923065975	1.16322161962512	0.836357079792436	0.303508613165501	middle
orf19.6222	Chr1	SPO22	1	193.741452991453	264.230704829049	154.922422745126	166.039162837640	1.07175681799660	0.87629848758676	0.894488760393555	middle
orf19.5544	Chr6	SAC6	1	2198.77787763507	5119.58322972454	2665.41213396694	3233.51201633127	1.21313772647940	0.491149291304139	0.0487328109860168	middle
orf19.1431	Chr?	DAL10	1	303.50793623094	417.662437108513	306.923349802557	274.696378365404	0.894999935788906	0.776397890009563	0.756742232875743	middle
orf19.704	ChrR	SOL3	1	937.03731491084	2359.26157868868	1163.34694061591	1463.92233999008	1.25837124668504	0.536650141202866	0.159367640648753	middle
orf19.6070	Chr1	ENA5/ENA2	1	1618.53368334630	3217.782732733	1948.80696719110	2393.36880651755	1.22811999690622	0.704766793591895	0.497874891918677	middle
orf19.7181	Chr7		1	535.222501434843	1056.4517898008	598.688898094108	700.46287365597	1.16999476002621	0.404147541492932	0.284534819501565	middle
orf19.6996	Chr3	MNT44	1	257.338883105681	418.631295959163	253.203649490091	291.795380102994	1.15241380086985	0.6937328739897	0.658712687040943	middle
orf19.4839	Chr1	RMD7	1	1960.4783377542	4498.59406169048	2407.88438576325	2844.78175975452	1.1814444981555	0.715194517391979	0.304611568764013	middle
orf19.4220	Chr5		1	477.586206896552	1217.52077807250	534.298455861963	828.282887416834	1.55022511918100	0.181166901392364	0.278353489357549	up05
orf19.1617	Chr3	YDR282C	1	304.583401751505	635.094315696403	301.67182657667	431.415714686328	1.43008288040011	0.238621030492811	0.150417744322970	middle
orf19.6953	Chr3		1	376.078883382196	634.038329826556	373.625511499278	400.424521880101	1.07172692858495	0.748831743741568	0.786972571210924	middle
orf19.3711	ChrR	PHH2	1	286.030631951231	443.996447536064	267.802523496234	279.412315440506	1.04335206327671	0.884335708494657	0.894715062787456	middle
orf19.4233	Chr5	THR4	1	2373.31324747545	3432.54068942250	2912.68029935208	2264.04463379521	0.777306261280664	0.565715046122474	0.0298576668806962	middle
orf19.7361	Chr3	SEN54	1	476.674564118076	763.882431169705	516.946580641734	505.86441381233	0.978562259149395	0.907815148710258	0.909202452883044	middle
orf19.4776	Chr1	LYS143	1	314.310740378798	572.605212744505	308.368884797501	353.465373770678	1.14624202115201	0.568738003442448	0.649969409761846	middle
orf19.7377	Chr3	ASE1	1	596.334611118867	743.061436471373	645.814229881553	453.882277083496	0.702806249974921	0.137790621399147	0.0239706835353092	bottom05
orf19.2660	Chr2	EAF3(ALP13)	1	435.701591511936	786.37372609242	469.418308385945	504.090601811329	1.07386225208088	0.668150011176354	0.68658819384328	middle
orf19.3964	Chr5	ASH2	1	663.898904256663	655.301006993611	727.665551858192	423.359815745904	0.581805493835455	0.0346661742791822	0.017194506861238	bottom05
orf19.644	ChrR	HXT4/HGT9	1	234.712146330681	334.201099704389	215.100409391114	214.978943048835	0.99943530399304	0.998857664543104	0.99900787716458	middle
orf19.217	Chr2		1	205.342422538731	292.190791918481	175.259555639821	195.895532361385	1.11774523018861	0.782726541556743	0.808216950817787	middle
orf19.939	Chr5	NAM7(IFS2:MOF4:UPF1)/NAM7	1	1147.07397971055	1494.38706155507	1358.66551729250	981.14345128339	0.722137596631274	0.281416626105355	0.0250431677337859	middle
orf19.7577	ChrR	MSS51	1	704.885738052027	1273.28862219652	753.445996261939	735.502561778602	0.976184843276944	0.936902087709923	0.780416525897396	middle
orf19.4546	Chr1	HOL4	1	560.991437479641	1166.16611405836	610.08841967882	808.59372793228	1.32537137544418	0.375523203824484	0.248734926621788	middle
orf19.6729	Chr3	TIP120	1	840.847691454543	1490.88553113553	977.57161738025	933.8448351071	0.955269996084449	0.8186947051594	0.815935491333865	middle
orf19.828	Chr2	MRPL24	1	1310.13473490867	2170.95862755195	1489.59200991452	1294.41680630702	0.868974053090757	0.579189800042614	0.245106578809007	middle
orf19.6265.1	Chr1	RPS22	1	7681.62695448834	19098.2842775041	9874.91740011178	11544.2408025692	1.16904682184365	0.5736738910393	0.50894559336302	middle
orf19.729	Chr1	SHE3	1	568.408748579007	1056.07506696579	650.822736339398	704.230017764844	1.08206117955534	0.640803414653501	0.641520250329782	middle
orf19.6624	ChrR		1	509.923076923077	838.393409751168	537.595384945295	521.612323007846	0.970269346826563	0.931070892858326	0.824313482962264	middle
orf19.2020	Chr2	HXT6/HGT6/HXT4	1	12020.725220729	29570.7964643871	15346.9802364517	18225.9037775016	1.18758892607498	0.342086932097487	0.359547899015349	middle
orf19.3772	Chr4		1	380.476581041463	785.178081421502	388.427290026547	488.984947387694	1.25888412051139	0.404255421780783	0.386125215918489	middle
orf19.2062	Chr2	SOD4/PGA2	1	708.139546201933	1409.81671360676	804.784370759827	846.62948901914	1.05199544098975	0.871401044201588	0.833102807087206	middle
orf19.278	Chr3		1	554.809169603981	923.726899033614	622.206994291143	619.413874509638	0.995510947631363	0.97546077340501	0.97950968809041	middle
orf19.1992	Chr2	SIR3/SIR2	1	448.191000822126	607.430655792212	461.154621838215	361.374883724909	0.783630623248287	0.504013826316828	0.0546348670347971	middle
orf19.1767	Chr2	UBP8	1	510.391615089891	853.884197324415	556.407334130912	525.991076415904	0.945334549260539	0.84994481090918	0.797712284346078	middle
orf19.3978	Chr5		1	425.997207873796	501.711980548187	460.230747363448	327.590740603818	0.711796729098407	0.169370129601092	0.150054745950420	middle
orf19.4743	Chr1	AFG1	1	4672.84492273456	16064.9023667148	6384.40512304145	10333.8709683844	1.61861140845984	0.494304393401717	0.242559660210802	up05
orf19.1133	Chr1	MSB1	1	774.923419013936	1409.15534041226	922.818564178411	929.065684340623	1.00676960824664	0.988759008321535	0.98326623233706	middle
orf19.3663	Chr1	PHO91	1	1507.83597228039	1839.03648175912	1786.20981025822	1172.58478864218	0.656465316620706	0.157224566171013	0.0802814855692065	bottom05
orf19.3556	Chr2	KAP104	1	670.229404647522	1170.83779367185	715.576306362904	705.502859016937	0.98592260915238	0.938477291287472	0.87237846109714	middle
orf19.1636	Chr3	STE50	1	604.99006856221	1012.02533231288	658.64212963143	649.056066255895	0.98544571787277	0.959628601190046	0.921304020781021	middle
orf19.2093	Chr2	RFA1	1	3766.93372384321	7727.52299283993	4677.39776935122	4687.31675892327	1.00212062134998	0.989188225482445	0.98988691391265	middle
orf19.776	Chr1	SPO69	1	399.791517534080	619.795484511455	456.369586022942	435.183048198776	0.953575920760195	0.92942166233428	0.892533730420518	middle
orf19.1438	Chr4		1	728.789287542464	949.487270619076	825.112691220786	596.574917944531	0.723022351118943	0.169042187702085	0.0623003617413271	middle
orf19.335	Chr3		1	598.153805850834	1000.75070966541	685.603305867556	681.261341126741	0.993666943108856	0.985273350828311	0.966674199812588	middle
orf19.2624	ChrR		1	242.807610870678	372.293334186483	223.619285656275	248.766990740668	1.1124576756007	0.791469672032225	0.808386435364546	middle
orf19.6403.1	ChrR	SLS1/RPP2A/CARP2A/RP2A/RPP2	1	904.425607979941	2568.16922029876	1063.25450310449	1581.66167338543	1.48756639992335	0.0463257866734011	0.0760164131635958	up05
orf19.1183	Chr6		1	1318.26325431366	2474.50966602612	1591.84412519371	1554.31273433971	0.976422697260365	0.87356163190042	0.848387411331482	middle
orf19.3635	Chr2		1	696.640610025622	1271.23054818744	772.285016165723	797.055391843913	1.03207413734527	0.84499195058791	0.855147687532076	middle
orf19.1281	Chr5		1	724.247820809886	1054.41265686320	931.397603654737	800.28093386934	0.85922588884607	0.814827629257499	0.446944150042194	middle
orf19.698	ChrR		1	1517.51633075283	2529.77055451991	1848.44630660878	1721.78455468560	0.931476639883818	0.887581610951163	0.65392200371398	middle
orf19.3136	Chr4		1	988.865149999224	2815.85665820936	1190.20092017826	2004.28093611166	1.68398536930342	0.344118530410578	0.160522841041191	up05
orf19.2749	Chr4		1	383.81781888962	511.717903892665	412.100142788353	331.298450698000	0.803927046606602	0.558301908798531	0.437090522560285	middle
orf19.4472	Chr1		1	270.826775714707	389.049808429119	247.252939586575	239.595937800974	0.969031705756847	0.94965086777039	0.959717882707738	middle
orf19.5006.1	Chr1	GCV3	1	7840.16818488529	11119.6509532009	10202.5192806608	7447.01661600457	0.729919386687233	0.168346144148332	0.0912888981778645	middle
orf19.7037	Chr7	YAE1	1	522.355868118572	1269.04459604471	594.453789356184	798.518712504562	1.34328139007977	0.0931165933975051	0.0134360027981196	middle
orf19.1122	Chr5		1	283.762956379676	398.622240104708	263.15079262397	252.394678105578	0.959125661712286	0.893211223821324	0.896269187968115	middle
orf19.7618	ChrR		1	2784.34806069107	6779.38050205666	3631.16018669627	4439.01883834609	1.22247948592564	0.62137223895381	0.0435685638265006	middle
orf19.2006	Chr2	COX17	1	330.704527122404	663.803096933315	349.581363900217	426.175027656355	1.21910110682560	0.493916231131049	0.427194788284392	middle
orf19.3124	Chr4	MAP1	1	482.078042709414	1317.02178038487	507.949135900801	770.05127280779	1.51600075358367	0.198707505936669	0.109183267827793	up05
orf19.6203	Chr1	PUT3	1	531.924643616114	915.790780028568	598.096134929737	584.287906723242	0.976913028859288	0.938374501186603	0.907053757870122	middle
orf19.1672	Chr3	COP1	1	726.657260691517	1202.20377699140	787.189267433522	736.665476531986	0.935817479999113	0.716068501008704	0.590015194622219	middle
orf19.2619	ChrR	PHO12	1	566.735269595297	1134.56551026106	633.040649990165	760.509529092227	1.20135970589573	0.234141710810231	0.350647406973487	middle
orf19.6023	Chr1		1	465.501320443017	714.129044566545	508.460132612397	462.143026613241	0.908907103962735	0.699937363005232	0.522383563909713	middle
orf19.5475	Chr3		1	310.068754168800	450.140728423623	322.112373108925	312.265554306609	0.969430485680268	0.948666592948579	0.927189267547095	middle
orf19.1991	Chr2	PTM1	1	910.459122912276	1439.40880411683	1054.97156270432	876.670134752167	0.830989351509062	0.63208354442145	0.119607236945965	middle
orf19.5691	Chr5	CDC11	1	654.270880838258	991.652604793372	735.860784892435	655.369516270976	0.890616173230069	0.754651680125843	0.516418514892559	middle
orf19.5870	Chr3	CTP1	1	789.09407138536	1787.08061350325	890.952603472438	1064.19372601304	1.19444482441087	0.621682355023177	0.128517861581437	middle
orf19.5097	Chr1	CAT8	1	528.159613778035	895.358254029193	545.602750267491	522.700690110623	0.958024294881872	0.862122265366135	0.794238053443191	middle
orf19.6171	Chr3	NUP159	1	628.676392572944	1219.02429694906	716.65125342614	755.371164285883	1.05402894458725	0.797747108676791	0.791543606289887	middle
orf19.1941	Chr5	NUF2	1	517.265853072114	617.147366094281	559.41518118227	407.671440679993	0.728745758773329	0.115995645666638	0.152307674491108	middle
orf19.4340.1	Chr5		1	349.30706214032	448.87595591543	347.525902883945	298.272652867013	0.858274593035503	0.481371560974204	0.557378005993757	middle
orf19.1129	Chr?	SNF52	1	1347.53365093769	1625.38928433035	1515.16781265774	1006.39659592971	0.664214608786074	0.289626505251985	0.182807927474793	bottom05
orf19.2307	Chr1	PFS2	1	720.800093458669	1255.16133050466	809.092259552765	775.503968601428	0.958486451260944	0.732001868527161	0.760821012889838	middle
orf19.3534	Chr2	RHO3	1	898.596374889478	1965.71640723161	1025.60811506528	1212.89761376681	1.18261312088936	0.440295395100449	0.179111198912570	middle
orf19.7044	Chr7	RIM15	1	1015.91243720486	2186.70581501832	1215.53490072816	1419.10015377103	1.16746969002776	0.732536862872207	0.276230302710475	middle
orf19.7329	ChrR	QRI8	1	1594.84011587324	3736.713069976	2208.51473529888	2818.21992498204	1.27607023849023	0.723252683114051	0.0971455561709335	middle
orf19.7032	Chr7		1	1003.60086935277	1834.52577633850	1209.93269691941	1182.21818898913	0.977094173914928	0.95378084204781	0.869001205395217	middle
orf19.6971	Chr3	DIE2	1	282.116337622349	418.984707292103	263.765090954596	259.383018400071	0.9833864574775	0.951175357531888	0.955955610328973	middle
orf19.6520	Chr7		1	519.800287356322	1851.06705283192	535.078505732927	1092.39032877141	2.04155150518540	0.0173648099237099	0.0134784964244387	up05
orf19.2505	Chr1		1	255.491224192222	380.202654071075	239.277486868308	243.051496109458	1.01577252122857	0.9743401939101	0.980774052912353	middle
orf19.3230	Chr2	BOI2	1	1896.44171713546	2961.16947818264	2399.73461768344	1891.83385115757	0.788351277352423	0.427165008912652	0.16446188261128	middle
orf19.3019	Chr1		1	1118.64108187135	1810.724430024	1416.61851480027	1185.37355306061	0.836762713939067	0.768044556183866	0.513884971984358	middle
orf19.4673	Chr4	IFQ1	1	216.798844065291	330.913540482506	191.131315829167	220.417418869929	1.15322503752832	0.70183541809956	0.703630930413035	middle
orf19.7603	ChrR		1	794.634615384615	1723.67083546621	957.842071568458	1067.13935727238	1.11410783567374	0.61026590962832	0.64260073185534	middle
orf19.3942.1	Chr5	VPS25	1	229.761825817860	312.555976313463	198.3890835031	194.084095320377	0.978300276876599	0.954810174548272	0.959026695217283	middle
orf19.6143	ChrR	FAO1	1	942.398279352227	1480.09775343606	1071.94383654401	894.678546233265	0.834631923550905	0.353391814193530	0.200137968626079	middle
orf19.5244	Chr1	MCD4	1	387.768592845952	597.499103434113	386.829503165466	347.814722677333	0.899142179774626	0.727970147442876	0.638437694271987	middle
orf19.2217	Chr2	PAP2	1	1178.90471966277	2177.68535272199	1368.58187151036	1315.39356882508	0.961136192293281	0.809405368398637	0.655475560462065	middle
orf19.5837	Chr2		1	3137.48241999229	5221.75487407913	4593.20274642287	4148.34370743081	0.903148399156012	0.898072889644861	0.692052590715114	middle
orf19.4250	Chr5		1	231.102451641925	310.230990274094	199.583033449346	197.692051133035	0.990525335327205	0.985167399469555	0.987305630738196	middle
orf19.810	Chr2	HFM1	1	357.235659329579	574.345942497712	387.195893094747	373.919315767484	0.965710955193387	0.91865303045033	0.920621226486888	middle
orf19.5765	Chr6	NUP82	1	672.671355111918	1200.12789696944	751.405150978717	764.127529278373	1.01693144940926	0.934581925212336	0.883766719051232	middle
orf19.1057	Chr1		1	774.049959669288	1721.69802379512	879.655790436557	1072.46341277051	1.21918530455903	0.276950900440688	0.345461925882072	middle
orf19.3309	Chr1		1	520.260679515409	1420.40645490827	586.38991698939	906.369608751577	1.54567734282507	0.128873968602414	0.0352795816813267	up05
orf19.6579	Chr7		1	458.523397629795	1072.15015822048	478.797090979127	646.721147095715	1.35072071088232	0.25849693670901	0.126252136607191	middle
orf19.4893	Chr1		1	585.566941225743	972.209518047994	638.998059860104	622.941182708088	0.97487179044717	0.932223161758599	0.860579944493793	middle
orf19.5251	Chr1		1	411.649727767695	727.081052127445	413.605997046756	426.397590376224	1.03092700159283	0.919293029868524	0.827164833502713	middle
orf19.3999	Chr5		1	316.657211940107	333.257598041552	298.326175539363	207.810709228021	0.696588922686071	0.279336174013007	0.264062899825975	bottom05
orf19.489	ChrR	DAP1	1	1507.07571717202	3457.90255345753	1827.59584294094	2170.55466339204	1.18765572365235	0.544626189837897	0.270849245277458	middle
orf19.6455	Chr7		1	508.229985884251	1164.44252873563	615.154135182194	809.100966802633	1.31528168393601	0.566127444188394	0.35229384054314	middle
orf19.5087	Chr1	BUD6	1	440.191303471071	723.0655734163	469.005904351988	472.324607688239	1.00707603743462	0.984681364127754	0.975191414444519	middle
orf19.6796	Chr3	YSA1	1	924.827057877944	1777.77990132292	1064.91603208599	1152.38642732809	1.08213830255777	0.593219564638519	0.54090441246817	middle
orf19.6059	Chr1	TTR2/TTR1	1	11408.7989439226	32829.0626851723	15046.4367816004	19784.6821733439	1.31490813808740	0.146127560388803	0.258689883182961	middle
orf19.3706	ChrR	AST22	1	1249.78960115084	2017.59094010687	1592.49069433094	1292.79945716114	0.811809740404346	0.401549041290228	0.389057042391489	middle
orf19.2267	Chr2	RFA2	1	1040.28768788683	1950.02061547547	1220.66416423405	1130.09198072798	0.92580089908439	0.692477160918646	0.542788766235581	middle
orf19.2657	Chr5		1	478.103154936413	763.393544371539	502.411259766864	475.581462846782	0.946597938643867	0.830594462674435	0.7298009260814	middle
orf19.90	Chr6		1	761.391018854608	1279.03333485165	833.65529056232	814.155679420109	0.976609503516666	0.924893154472795	0.858861872082337	middle
orf19.1608	Chr3		1	1635.42055819256	6144.41926346206	1892.33207351222	3370.08138983948	1.78091437386279	0.263956232610161	0.0916409200878505	up05
orf19.5534	Chr6		1	584.8233146416	1321.01417973537	651.605923009934	827.843402469424	1.27046635586952	0.166989242506222	0.137573359091811	middle
orf19.3757	Chr1	ATP20	1	1583.10974387975	4085.74836257188	2021.85078103208	2487.13833167027	1.23012952043903	0.371301650122237	0.464711834750223	middle
orf19.5572	Chr6	VAN2	1	421.673811257483	786.55110783607	451.76293863097	535.804363017832	1.18602992233392	0.620261329198755	0.342141783451165	middle
orf19.6382	ChrR	YCF2	1	845.13888307196	1493.12226604309	923.57453647107	869.144157832218	0.94106552693968	0.823057112869998	0.653621693320163	middle
orf19.4594	Chr4	CLC1	1	1749.16202475685	3432.24790424337	2136.61322853511	2217.92746237694	1.03805753552204	0.895570847374934	0.78531505331873	middle
orf19.1358	Chr2	GCN4	1	3556.58473737314	7941.60982201488	4301.03329059776	4684.49719155560	1.08915622713177	0.695998062075763	0.349592104138056	middle
orf19.1592	Chr2		1	905.440130221664	1763.08826484314	1151.21203372465	1208.24492525514	1.04954160472590	0.916313815624176	0.793858488348133	middle
orf19.7236	Chr1	TIF35	1	1942.8208443855	5008.77451171031	2311.44192041726	2891.03767358112	1.25075073184588	0.464538398810692	0.156609771243043	middle
orf19.5117	Chr1	OLE1	1	18420.1563629454	49487.4130988035	23417.4256847516	34187.0511832948	1.45989792573809	0.139174398400429	0.0764278267406309	up05
orf19.3696	Chr7	TOM22	1	2448.03044470150	5965.55198396079	3217.12984684243	3778.2911650523	1.17442917908975	0.659772105621179	0.485874405438972	middle
orf19.7637	ChrR	YHB2/YHB4/YHB1	1	587.867521367521	1322.10360803067	650.094293590997	810.532092197584	1.24679158114181	0.478864875561591	0.211567877390401	middle
orf19.771	Chr1	LPG20/IFD2/YPL088	1	670.368091426621	1771.32793235636	759.462594552178	1028.33685558099	1.35403226302061	0.304072256294391	0.116678328892798	middle
orf19.6052	Chr1	CNS1	1	459.828380850061	769.810654232841	502.367569508768	495.01529212268	0.985364745193888	0.935789081480037	0.926341408993543	middle
orf19.6121	ChrR	MSN2/MNL1	1	1496.91120650876	2635.29970760234	1853.67509008036	1792.69860479084	0.967105084588	0.780474202496428	0.744109388738081	middle
orf19.5864	Chr3	URK1	1	471.125886112274	845.975850047311	507.749682270019	542.999646044827	1.06942390119717	0.785223530079776	0.630976169598324	middle
orf19.4060	Chr1	ARO4	1	2657.72709959123	7212.98684210526	3288.06367155701	4183.40657915494	1.27230096404245	0.246050512725634	0.118646580765155	middle
orf19.966	Chr5	DUS4	1	841.534198475757	960.636162687887	984.517026365716	671.487911899871	0.682048043779017	0.342500850983285	0.192237608003068	bottom05
orf19.6399	ChrR	AST1	1	349.203638944698	707.807408795602	352.788092433176	423.280129571341	1.19981410554983	0.442331873082409	0.508018937154355	middle
orf19.5977	Chr3	CEM1	1	487.450928381963	738.703943767465	527.002290839851	466.401299621972	0.885008106660594	0.682809363051195	0.560113969647939	middle
orf19.1217	Chr6		1	1690.36425571555	3257.52633324026	2080.84570694942	2111.69757269556	1.01482659941729	0.879557185484707	0.877860921311509	middle
orf19.1585	Chr2	ZRT2	1	1484.48084291188	3053.26599187357	1736.52493280869	1774.11969898661	1.02164942493346	0.929703646116771	0.826958567849338	middle
orf19.1676	Chr3		1	613.97539244885	907.773753016494	719.601173815635	585.202928944336	0.81323231567472	0.643939623473902	0.380480716064913	middle
orf19.3666	Chr1		1	325.738445638854	555.799734748011	318.584607437547	347.339838492268	1.09025932321717	0.70261945776877	0.758830676158855	middle
orf19.20	Chr2	RTS1	1	798.155676547691	1304.50617422710	910.238550244828	865.158603824651	0.950474580088867	0.680574002227347	0.689362923762332	middle
orf19.5258	Chr1		1	247.034430862484	335.068247917400	223.852034007982	213.953325105228	0.955780125266136	0.88610753443949	0.912043433910313	middle
orf19.446	Chr1		1	945.043703007519	1818.70139055087	1104.67183181127	1142.48940358536	1.03423421389508	0.937971046045253	0.641128918603536	middle
orf19.1067	Chr1	GPM2	1	1473.42039795000	3110.98926083184	1971.84297418004	2415.9836884985	1.22524142141854	0.63778702839129	0.160608603380685	middle
orf19.4001	Chr5	MSS2	1	456.26740090121	618.489721485411	515.369231788579	446.403545696199	0.86618198790596	0.786622936026837	0.445475269991232	middle
orf19.897	Chr2		1	295.393426093971	467.099717685017	280.819546891279	291.341275036405	1.03746793363070	0.937248372462485	0.94747345367397	middle
orf19.3785	Chr4		1	456.862551770673	1268.61961546217	484.14233592618	799.61749834701	1.65161655779868	0.0160204560087768	0.00536122469568089	up05
orf19.103	Chr6	KAR5	1	243.825886278472	352.513914095584	224.383314928696	225.514790610534	1.00504260168452	0.989043197252532	0.990426664406794	middle
orf19.7460	ChrR		1	443.612906603378	699.27574716353	471.404710882845	432.572140566728	0.917623711813589	0.693502767589738	0.677483642516749	middle
orf19.847	Chr2	YIM1	1	2748.22094097423	7052.36385157744	3709.74151399550	4352.88572946446	1.17336631488814	0.448174080455968	0.529176499805915	middle
orf19.7622	ChrR	SPT3	1	797.908057887867	1475.99760913630	929.401077409066	935.004933226699	1.00602953445380	0.986691240022043	0.960906897082056	middle
orf19.204	Chr2		1	241.802782819117	390.475258659469	224.544243627313	253.436795851297	1.12867197910421	0.817520606231612	0.851649505531638	middle
orf19.1173	Chr?	HUL5	1	473.863286642778	643.396880657657	517.115384642478	412.669085366932	0.798021288135224	0.466329612372997	0.408846814473943	middle
orf19.320	Chr3		1	384.486019979214	493.676204035991	397.490102649642	320.655667185302	0.806701009780705	0.355125838472146	0.371530144618127	middle
orf19.3932	Chr5		1	2841.16666666667	6996.67045941882	3692.88698206566	5061.19550392389	1.37052542590753	0.411774768053285	0.227779384666136	middle
orf19.1959	Chr5		1	565.268284133189	655.724572123279	634.116301679138	425.590565454766	0.671155376904526	0.231749115139390	0.17338309357399	bottom05
orf19.7166	Chr7		1	4175.06657628266	6294.0969430096	5649.07363607464	4095.21359989264	0.724935425472391	0.259879956809180	0.160973163920221	middle
orf19.7139	Chr7		1	261.956280788177	382.56708941895	243.742028610647	247.194093956676	1.01416278253572	0.976144709936537	0.98135006834063	middle
orf19.7519	ChrR		1	609.689244663383	1330.77867746289	732.054509479633	940.57938532984	1.28484883727912	0.563975887666837	0.230118977570985	middle
orf19.3344	Chr1	VPS17	1	1520.61944027986	2325.39238619436	1777.97169058689	1413.97591760526	0.795274708304563	0.602548908137992	0.275626261239596	middle
orf19.3889	ChrR		1	2399.39489389920	4349.94423018754	2927.34064889919	2639.80181333071	0.901774726601563	0.364922535478731	0.429072417512305	middle
orf19.5043	Chr4		1	240.813481260623	357.98897304047	214.816430005579	224.289815267635	1.04409991015031	0.895503577575267	0.912695293490598	middle
