orf	chr	gene	WtMean	MutMean	fold.mut.by.wt	p	p.paired
orf19.5107	Chr1	NOT5	1196.00600561674	1015.44448094309	0.849029583609375	0.688643914974986	0.179804575100337
orf19.2487	Chr1		549.529133480466	599.231766906085	1.09044585700275	0.662377274689843	0.185302154472397
orf19.4465	Chr1		376.131406410161	331.504528425128	0.881352960097226	0.685036953559201	0.0970982530803507
orf19.6458	Chr7		575.816409612167	663.510851695282	1.15229583703976	0.580178836183429	0.190447730384601
orf19.4761	Chr1	SIR2	669.145115295025	583.380099906809	0.87182897486982	0.339586970310774	0.0212623347755810
orf19.4354	ChrR	MCM2	1296.18216524631	1130.73923419584	0.872361358236221	0.601676990270596	0.0768910396264677
orf19.2073	Chr2		1706.09910263252	1456.57273877183	0.853744507880186	0.643299751367147	0.409121030422107
orf19.6796	Chr3	YSA1	903.304058463721	831.360134870354	0.920354699041512	0.514062493444059	0.430886194887696
orf19.5862	Chr3	CAR12	469.981053653252	387.61740035373	0.824751119945595	0.458080794917735	0.00745355972506203
orf19.1019	Chr7	VPS18	1069.41451525875	1106.11001435126	1.03431363476831	0.920328413100782	0.767035156989577
orf19.520	ChrR		559.654740277807	423.334486687203	0.756420800576199	0.508845234792111	0.039134619823246
orf19.2179.2	Chr2	ARN1(SIT1)/RPS10	1002.56073902073	1211.59152799073	1.20849688286635	0.82766731701488	0.320404768991139
orf19.7093	Chr7	STL12/HGT13/STL1	464.897128761617	465.83141613538	1.00200966475369	0.994444256588324	0.980223476273825
orf19.5475	Chr3		842.54068031779	657.055489781091	0.779850166443314	0.748883419410732	0.107607097174659
orf19.2573	ChrR	FRS1	2347.89631513818	2491.69993774734	1.06124785906515	0.881619250708017	0.463853594718397
orf19.7622	ChrR	SPT3	738.865566570994	755.7279084004	1.02282193485841	0.93937264184345	0.876406838058529
orf19.3008	Chr1	COQ4	780.093440125178	775.631279381641	0.994279966329648	0.972940280071991	0.975757865463763
orf19.4754	Chr1	ZWF1	3218.33170266685	4383.54295166893	1.36205442964022	0.267866095765043	0.0336565172975602
orf19.7295	ChrR	SCD5	706.698161657556	720.228254884091	1.01914550505523	0.963061214856942	0.844285709908585
orf19.575	Chr5	HYR5/HYR3/IFF2	1602.52257035088	1186.26556700223	0.740248898174639	0.689824330234282	0.0486616374013189
orf19.5989	Chr3	HRP1	1209.62390113184	1583.71681605527	1.30926382537034	0.281354976056403	0.0731352647108707
orf19.6584	Chr7	PRT1	2128.83965733939	1513.15893650668	0.710790468079602	0.323582898507192	0.231043163152135
orf19.4470	Chr1		554.782330999054	609.558320093034	1.09873419904224	0.688691291440934	0.550954414554671
orf19.826	Chr2		580.466362227425	565.303970055426	0.973878947758806	0.90876426274124	0.80193986388328
orf19.4589	Chr4	CBP2	450.045438581816	555.277544273679	1.23382551331588	0.352924292618234	0.0622103918425732
orf19.5042	Chr4		302.003855240520	295.148844336202	0.977301578157478	0.97581360168791	0.917218669174149
orf19.3593	Chr2	RPT6	1597.92445143952	2151.1957516605	1.34624371616728	0.470103629970868	0.0788868114262963
orf19.5289	ChrR		442.832838935871	442.296924601899	0.998789804443455	0.99818479207316	0.99028817019583
orf19.1933	Chr5	PEX29	623.872444758596	491.420057333232	0.787693159814719	0.250292248854617	0.149406025256802
orf19.586	Chr5	ERV46	1531.66355568648	1030.96332546548	0.673100382677326	0.208837093193311	0.147928670993904
orf19.6183	Chr3	TIM8	1195.36637688480	1540.10514231759	1.28839590279526	0.453669873657798	0.0924267190332766
orf19.1634	Chr3		835.717854143956	757.554903920728	0.906472082849909	0.651160636655966	0.337919660355812
orf19.6776	Chr3	GCD2	1309.52663793562	1210.52604291644	0.924399708909126	0.78963974420976	0.678528093692457
orf19.5731	Chr6	PAD1	375.87728736	384.606190281874	1.02322274639998	0.953965611259696	0.88833704748368
orf19.664	Chr1		357.849072206957	339.150726502103	0.947747955333416	0.873313276026373	0.613136748156055
orf19.3431	Chr6	MIP1	599.161728842598	514.931147656594	0.859419290099332	0.648239222047968	0.136257835006632
orf19.635	ChrR	CIS36	326.362319803126	328.202528857111	1.00563854630980	0.988390418919682	0.976567441260785
orf19.1121	Chr5		1476.22585529397	1530.38609845744	1.03668831769152	0.928687346628862	0.88117463781493
orf19.6041	Chr1	RPO41	1427.37222755050	1374.4445838032	0.96291952251437	0.88626674543551	0.7647817881964
orf19.2745	Chr4	UME7	424.23161068329	362.475347524951	0.854427954911537	0.640999816455213	0.452274766760757
orf19.1061	Chr1	HHT1/HHT21	40288.0718382045	25028.3024303047	0.621233563393588	0.146017566525903	0.0482014644824208
orf19.6667	Chr5	(SAP30)	1023.31679601083	1151.54887368104	1.12531024426658	0.839328743790453	0.50474372515276
orf19.3601	Chr2		468.065879998892	479.904251331042	1.02529210488955	0.900027756670624	0.843776722727764
orf19.4159	Chr4		559.831740914675	546.126607782574	0.97551919241001	0.903812734734782	0.830717860337846
orf19.5145	Chr7	FMO4	549.807099115989	676.379562731792	1.23021249419899	0.406217095240038	0.188661715335992
orf19.850	Chr2	NTA1	554.653803217568	534.601232334106	0.963846690012516	0.906471036470495	0.768188734137467
orf19.7229	Chr1		1553.91378449441	1820.0667725911	1.17127912162983	0.541922386992676	0.479345782721292
orf19.4056	Chr1	GAT2	693.246739214357	809.686015664793	1.16796224181652	0.555283517337304	0.206335055319529
orf19.2517	ChrR	HOL3	375.829188110555	397.150485435444	1.05673135030326	0.88550502455133	0.643426410946405
orf19.1084	Chr6	CDC39	953.495693823403	1100.71906711470	1.15440381560712	0.572674214811286	0.0523244219607746
orf19.6085	Chr1	RPL16B/RPL16A	6451.68549193742	5801.92408785616	0.899288115502025	0.755770253737233	0.621720009259123
orf19.4657	Chr4	NEM1	1416.68152896619	1439.72146656252	1.01626331474311	0.954419220594114	0.86244102186413
orf19.3104	Chr4	YDC1	432.377830770145	530.085966614408	1.22597859763121	0.360380421615586	0.107570864360320
orf19.2929	Chr1	GSL2/GSC1/FKS1	5603.56161399774	5144.82655632409	0.918135091701727	0.854477532174637	0.630695625387474
orf19.3746	ChrR	OPT2	366.615869327302	325.996033959762	0.889203281238008	0.663861461152792	0.181692718553453
orf19.4265	Chr5	UAP1/YDL103	952.479918715299	657.266283381094	0.690057890425251	0.133474540884305	0.114589359904006
orf19.1462	Chr2	SMP2	776.307820560278	817.447125669861	1.05299354717294	0.697171383366817	0.548234624418625
orf19.6244	Chr1		438.925631504478	404.050857206383	0.920545140691472	0.674915327586042	0.4407033079043
orf19.2879	Chr4	HYR4/IFF5	446.542360509277	512.99704294164	1.14882055614292	0.665265171605832	0.380772581082299
orf19.7025	Chr7	MCM1	1203.11728401259	1237.93080375977	1.02893609809267	0.682783536013638	0.550597416645229
orf19.5502	Chr7		374.697849549682	406.237174418159	1.08417268715681	0.783023495554057	0.136592487505023
orf19.2552	ChrR	PMR2	375.330123737858	353.471947546258	0.941762798109788	0.87037832793043	0.749579160788257
orf19.5425	Chr3		832.953012566736	659.243326518184	0.791453199126722	0.357931281854251	0.164458664178274
orf19.853	Chr2	SAP99	632.177544480796	853.772764747916	1.35052687682717	0.282002005857652	0.171767598584363
orf19.7106	Chr7	VPS70	1072.17188780350	1129.47020535237	1.05344135413422	0.90391505068706	0.188539588138062
orf19.6081	Chr1	PHR2	13169.2952556786	12585.2779714282	0.955653110290886	0.909520093763122	0.843084543042403
orf19.6442	ChrR	PRP8	1397.56011507468	1594.13649853425	1.14065683568042	0.755858375631288	0.134629662261695
orf19.4913	Chr1		438.075938170994	384.388489429006	0.87744716369007	0.608430032666614	0.423565474057523
orf19.2677	Chr4	GPI16	759.928735527273	766.550410786724	1.00871354766557	0.95472922199653	0.942409025835631
orf19.3691	Chr1		462.074858512613	401.512017382241	0.86893283628259	0.546431069575225	0.161424066566104
orf19.3550	Chr2		427.944777376678	377.357668037071	0.881790567349112	0.627951007610646	0.265000304407362
orf19.4495	Chr2	NUO51/NDH51	2362.66819671046	2244.08082591629	0.949807860892496	0.910954691024495	0.730342226036166
orf19.1517	Chr2	ARO3	3039.85636194053	4226.85358728787	1.39047806344034	0.533191341867511	0.215892999852532
orf19.7179	Chr7		761.286312686064	744.17393127642	0.97752175347897	0.826865577049311	0.83308205799101
orf19.5915	Chr3	DUR6	390.909539594724	428.920962669221	1.09723841253377	0.765368767145551	0.506538279731233
orf19.6280	Chr1		285.115588637485	280.898567451536	0.985209433107108	0.984704552357701	0.944321075016608
orf19.5323	Chr4	MDH3	3893.35991549044	5152.5491918094	1.32341969498095	0.460817656701778	0.389107104167671
orf19.4005	Chr5	YDR196	502.851961099675	512.061296297611	1.01831420758069	0.949474014341604	0.8949603551759
orf19.6257	Chr1	GLT1	3689.73360431439	3533.09862293718	0.957548430815152	0.91392096772369	0.879524769508758
orf19.4152	Chr5	EFT3/CEF3/TEF3/YEF3	5107.49738267413	2622.64084171064	0.513488435766463	0.176007102720981	0.0616158850209035
orf19.1633	Chr3	UTP4	535.589542597788	582.373070747047	1.08734959223129	0.679198845663776	0.449016015903997
orf19.5844	ChrR		355.521006349227	349.216923950686	0.982268045246393	0.977992882668681	0.93322008345365
orf19.1809	Chr?	FOX2	2995.97821303707	1937.12341488275	0.646574600059945	0.379570705985624	0.135246111504828
orf19.1412	Chr4		443.978888568508	609.997203327397	1.37393290319315	0.0729815511765289	0.104621991459041
orf19.6814	Chr3	TDH3/G3P/GAP/GAP1/TDH1	39612.6386841774	21561.3879096402	0.544305772749557	0.0994348486130566	0.0295001208869874
orf19.927	Chr5		712.813643759663	588.918358746726	0.82618839286035	0.244444682285755	0.255685005543527
orf19.5753	Chr6	STL1/HGT10	4130.50213908336	3246.83035458976	0.786061898834966	0.773697529316771	0.435126049828119
orf19.5232	Chr1	CSI2	1062.41943498252	1150.28015700935	1.08269871496493	0.789908183452133	0.391630941142701
orf19.3851	ChrR		444.324558170394	534.498207957439	1.20294545536343	0.499843681257366	0.192605207906875
orf19.6143	ChrR	FAO1	815.707120740092	770.983252150723	0.945171658488416	0.725160764570505	0.68354155995448
orf19.5297	Chr4	TFB1	386.76286494758	369.666027409455	0.955795038542695	0.837881739974662	0.453578507105002
orf19.6036	Chr1	RIC1	520.892956675428	405.539248727701	0.77854623206279	0.269973831207780	0.0390107021740705
orf19.2195	Chr2		332.258846399119	306.463772994321	0.922364524874644	0.889840824740658	0.581724957342965
orf19.670.2	Chr1	SMT3	4212.98618382951	5561.08832126859	1.31998731508151	0.525945896082187	0.0481754771064552
orf19.3460	Chr2		339.780838819182	331.185174539228	0.974702327800986	0.966362820425372	0.745160509466607
orf19.7121	Chr7		1111.55470411624	1819.38529681188	1.63679330407622	0.386824743985581	0.248015981681825
orf19.6371	ChrR		410.74280714092	400.679894674834	0.975500697051443	0.916280156034869	0.766976701818795
orf19.4201	Chr6	NHX1	931.823681533909	848.313108124101	0.910379425781133	0.660239020294806	0.232203995520654
orf19.1005	Chr?	LRR	460.644306400077	400.803277320754	0.870092763010622	0.720103857196213	0.147277812153916
orf19.4268	Chr5		1184.55528372746	1041.92478176060	0.879591519343831	0.646663376985685	0.390760704236023
orf19.7362	Chr3	SKN1	498.161025889572	567.082059035421	1.13835091378892	0.6538276081159	0.19142189506378
orf19.6039	Chr1	SED5	1019.75859680845	980.45071962834	0.961453742774873	0.872313474424237	0.719001290543595
orf19.5676	Chr4		1077.17154229332	987.25690080506	0.916527091593205	0.754325107576656	0.507432134105901
orf19.6638	ChrR	PTC4	1358.00773552645	1176.64604905289	0.866450181593956	0.826492144140509	0.242090787430973
orf19.5296	Chr4		567.503087515553	794.010753396712	1.39913027940126	0.0750043866660131	0.130757979002975
orf19.3836	Chr4		936.94196952287	1129.49484371169	1.20551205992713	0.217060782714269	0.180142417702325
orf19.5365	Chr4		561.920263501677	514.633050886839	0.915847112684347	0.662456662232836	0.324729392448857
orf19.2202	Chr2	PGM	435.978294589817	415.895532474048	0.953936325810295	0.87965940997455	0.64156423650307
orf19.1772	Chr2		398.728753049093	366.709124486248	0.919695712140172	0.753313426345795	0.375879732091172
orf19.82	Chr?		587.650956444352	476.456653230364	0.810781720008113	0.595258021206598	0.0478694957641349
orf19.810	Chr2	HFM1	425.825143834561	543.315349062024	1.27591185473329	0.566190680994738	0.362586509165868
orf19.5451	Chr3		463.195369621968	427.437026743679	0.922800733289987	0.884623801610778	0.566912373507919
orf19.559	ChrR	FGR14	673.249434514259	746.193534747968	1.10834632232010	0.690915295597074	0.412287587907353
orf19.1279	Chr5	CDS1	1650.27081856234	1161.89554303127	0.704063557303564	0.377502991766299	0.237597130726905
orf19.6103	Chr1	SPO73	422.322623035936	426.103343032189	1.00895220807513	0.982225506784962	0.931582287318357
orf19.7192	Chr7		439.430904990171	479.110480773575	1.09029764482380	0.88632123299608	0.594800858970945
orf19.679	Chr1	FGR39	553.282141543884	499.287132208293	0.90240962922656	0.70819000381511	0.465963485913186
orf19.2819	ChrR		427.044440409542	456.770379280549	1.06960853732811	0.803278034298547	0.66169881108686
orf19.427	Chr1	RIF1	438.599008171529	438.192122198812	0.999072305305902	0.997531140263832	0.992495140164757
orf19.5728	Chr6	ALK5	350.801313408254	372.199865479963	1.06099906486612	0.868534702315871	0.728424990178416
orf19.7578	ChrR		897.345100527785	866.026841448143	0.965098980246036	0.937325390236673	0.685553321619156
orf19.6073	Chr1	HMX1/YLR205C	908.11245490988	1854.88704283377	2.04257416887631	0.0294719216398451	0.0242907932041355
orf19.1350	Chr2		875.822045715071	879.003797675538	1.00363287493850	0.995257809520142	0.988181768396816
orf19.3127	Chr4	CZF1/ZNF1	600.685540510771	584.222371845548	0.972592700248413	0.871755793111644	0.562065129441946
orf19.6305	ChrR	GLY1	922.150321989252	1115.72291277960	1.20991435579914	0.206865743270817	0.144179245531970
orf19.3254	Chr2		370.893673164957	359.968538085688	0.970543754532016	0.9356795737712	0.786642153995881
orf19.6046	Chr1	APC1	931.354727608394	800.574946038862	0.859581126618255	0.315331247814472	0.246020754166197
orf19.5171	Chr7	PMT1	1599.05468288586	1209.98892292793	0.756690146921198	0.282467826017395	0.0344973732311668
orf19.339	Chr3	NDE1	2579.32838558445	2526.79085864044	0.979631315175828	0.943940641533927	0.920715191768713
orf19.2645	Chr5		414.024260707704	399.334279095081	0.96451903183762	0.955035231482572	0.852442002765083
orf19.6163	ChrR	CSE4	1116.39644969902	992.263370997036	0.888809142365642	0.846549927619356	0.170880145843138
orf19.2516	Chr1	PDI2	869.646900780212	735.462897429159	0.845702890183741	0.593878726203561	0.3597388256994
orf19.1828	Chr1	BUD16	361.254672084935	336.221731707249	0.930705559506784	0.810813701475662	0.396506683963594
orf19.246	Chr3		465.219048621401	433.640465896441	0.932121045304276	0.761671481692431	0.536094336679311
orf19.4221	Chr5	ORC4	582.88776304775	535.004920831302	0.917852380420404	0.419160687680821	0.377022280451849
orf19.2276	Chr2	RPB9	959.537239953404	1013.26574545889	1.05599418476775	0.892839062482857	0.763288607100827
orf19.3622	Chr2	ANP1	925.963970971608	945.18532802496	1.02075821269070	0.963572814183876	0.891112177884099
orf19.7298	ChrR	CHS2	911.73464094628	766.867543500016	0.841108266659795	0.445098979046701	0.33779201710803
orf19.5811	Chr2	MET1	1570.99176079247	1706.90256106412	1.08651273906305	0.791173351698529	0.608658546842455
orf19.1006	ChrR	FGR13	498.723513645324	462.07282056261	0.9265109984191	0.737800873785012	0.450432763980058
orf19.1078	Chr6	AGX1	2592.61559844949	2492.882809628	0.96153197995062	0.909680806307462	0.834535376066083
orf19.4611	Chr4	PRS4	2160.12981278762	1797.6037622569	0.832173951590955	0.592297915505695	0.378727837885096
orf19.4063	Chr1	GPT1	703.943525075664	596.661042711386	0.847597884570716	0.56320358702257	0.131885151557948
orf19.3947	Chr5	SPT4	1559.90151836203	2008.10483067943	1.28732795438781	0.794296618695972	0.549470887690483
orf19.5124	Chr7	HYR11	775.650222286886	724.47732905178	0.934025812454188	0.813293317356404	0.151575529604714
orf19.7635	ChrR	DRS1	1339.80794306924	1584.64990566813	1.18274407452609	0.689059747936026	0.0318245331147947
orf19.698	ChrR		1118.84450873646	984.124922135512	0.879590429636117	0.795600845360686	0.563614997005681
orf19.2686	Chr4	CPS1	2775.68983356796	2432.02742245711	0.876188467834284	0.833298827256039	0.590483695442726
orf19.6137	ChrR		862.752842525642	823.68488532871	0.954717092461193	0.83980976708626	0.391963645087304
orf19.4292	Chr5	PEP12	490.211429144888	549.126909004045	1.12018381530175	0.731515223538163	0.669539260447162
orf19.760	Chr1	GON5	451.924323782342	499.558471178528	1.10540292896279	0.643266300028093	0.222822211636641
orf19.1716	Chr3	URA3	783.80981634366	702.565905264253	0.896347418231636	0.68519090754922	0.310706863437602
orf19.4828	Chr1		1992.78550036800	2081.07669963434	1.04430542035258	0.946902664394643	0.496231183473191
orf19.2021	Chr2	HXT5/HGT8/HGT11/HXT3/HXT7	27972.5728759903	19329.9966177069	0.691033917523493	0.373036193174013	0.163059703308711
orf19.354	Chr3		482.810034630298	468.209981245895	0.969760252817482	0.848795905403084	0.652252881001851
orf19.5783	Chr2		880.310771162996	1158.91046186535	1.31647879343142	0.460044594095933	0.197019627713743
orf19.3548	Chr2	WHS11(WH11)	29895.3933372935	18292.0369246953	0.611868080085654	0.276892102260640	0.0772783805209523
orf19.2610	ChrR	ARC2	803.871408386111	782.079418554716	0.972891199258914	0.956837894572051	0.871722795559472
orf19.4982	Chr1	TGL3	563.654352873095	664.728301332505	1.17931902405119	0.73615880689595	0.465338353678564
orf19.1745	Chr2		422.677679817613	446.566757706536	1.05651842770413	0.846507643996597	0.627359909603154
orf19.970	Chr5		470.523681114091	389.2755048886	0.827323938227479	0.553147235724541	0.428641126002761
orf19.5589	Chr6		287.851105112922	273.646800341750	0.950653985623577	0.93964264904498	0.811152781099171
orf19.3695	Chr7	EPT1	1256.05143989682	1211.2889820511	0.96436255998449	0.913447234514806	0.87584836247227
orf19.6990	Chr3	CPR5b	880.901263888084	864.938497515396	0.98187905157244	0.85837817947873	0.869697734183985
orf19.2851	ChrR	ORT2	485.484753816517	481.012511195228	0.990788088428872	0.95592308735104	0.906324051627871
orf19.781	Chr1	DUR3	571.339778109198	485.994402294545	0.85062238078872	0.726537015012464	0.350017852431031
orf19.1294	Chr4		586.681835496713	731.239120219705	1.24639809173673	0.365264549356709	0.0879210186090074
orf19.3804	Chr4		500.144183254212	755.125644105932	1.50981590787015	0.0121238868947451	0.0133716911324094
orf19.3426	Chr6	HYP2	14718.2953204506	14870.2917142624	1.01032703791455	0.981653244071586	0.963139577299815
orf19.7123	Chr7		1187.84788747240	2140.20797949701	1.80175256619021	0.340263284460567	0.229032462547313
orf19.3868	ChrR		387.600085519982	346.352076883529	0.8935810125503	0.854065883883325	0.563092264780474
orf19.7014	Chr7		385.258882847121	340.08965609277	0.882756170550713	0.817089422611934	0.372720288093066
orf19.6868	Chr2	GRP5	1221.53481378874	978.976024213936	0.801431128415833	0.670719461782575	0.674353030268854
orf19.1038	Chr1		703.506663431983	664.001438884814	0.943845273114477	0.616872346043673	0.628835151343567
orf19.2400	ChrR		954.827579608959	1065.74269564760	1.11616245530325	0.762534812438301	0.173009539989669
orf19.1968	Chr5	MAK31	431.45984479575	390.925095590355	0.906052093388705	0.702502713657593	0.170183711418238
orf19.3859	ChrR		1875.11185655376	3101.79375015608	1.65419131627529	0.154240490751338	0.0665377460519462
orf19.7637	ChrR	YHB2/YHB4/YHB1	618.604836433602	689.384418467742	1.11441808706540	0.629310237980154	0.276338632895942
orf19.2638	Chr5		348.431210791096	358.431448187155	1.02870075092686	0.940338894855976	0.84494244507309
orf19.1239	Chr4		563.351859957499	580.623399515798	1.03065852939511	0.956838374768508	0.942066076721076
orf19.4450	Chr1		7635.8284527303	15892.3487954963	2.08128677770566	0.331367433426985	0.245603380617781
orf19.4596	Chr4		760.356250055093	699.695160350902	0.920220173504465	0.754356366324327	0.571421885289072
orf19.6031	Chr1	VPS27	716.46856127159	826.785443509305	1.15397309554229	0.330485131195158	0.182210528747622
orf19.3757	Chr1	ATP20	1183.64793707489	1795.80861632174	1.51718138482940	0.183319747288825	0.0908904241703997
orf19.7377	Chr3	ASE1	649.297599295333	489.912967934327	0.754527613325565	0.104299952387913	0.0329860028729421
orf19.6972	Chr3	SMI1b/SMI1B	562.062837844127	512.951657887779	0.912623328479212	0.740971311726741	0.383657135470798
orf19.1117	Chr5	FDH3	609.815707636338	706.133658285064	1.15794599818043	0.635309668269964	0.429097841346001
orf19.1711	Chr3	END3	716.585941819292	957.419333620743	1.33608444953583	0.44707524059603	0.0951741710260564
orf19.6830	Chr3		885.35551891992	757.965623179268	0.856114416165768	0.549287132760761	0.104713922190064
orf19.2045	Chr2	HSD1	1382.46327725721	1214.48472961866	0.878493302207768	0.619304374312318	0.248254941941209
orf19.5658	Chr4	MNN10	828.87159450714	830.864584428893	1.00240446160172	0.989903072799473	0.98179789728277
orf19.3572	Chr2	RPL31B	22409.5591775454	15594.3529423746	0.69587950476064	0.351722083724865	0.0382121534101639
orf19.4846	Chr1		486.62941653235	428.593025398993	0.880738013030704	0.599027862092857	0.284500155868566
orf19.6976	Chr3		1944.92036383511	2241.41389888229	1.15244507721773	0.816435121821058	0.134356670217545
orf19.6457	Chr7		576.476308394316	593.431598746854	1.02941194652000	0.951335370612467	0.780982082489724
orf19.7358	Chr3		337.678982156710	340.471565984958	1.00826993676187	0.976455880307594	0.92433945316357
orf19.1667.1	Chr3	RAD15	536.737737182297	471.822010294233	0.879055034906152	0.635862120821408	0.168609959039772
orf19.4332	Chr5		562.776602255287	455.436564340811	0.809267056440658	0.417059326739752	0.109254858168683
orf19.3331	Chr1	ABC1 	1448.66810650537	1148.29579876846	0.792656229271521	0.485174064187912	0.153884942270360
orf19.6790	Chr3	NGR1	603.823608331003	505.761533247501	0.837598143347608	0.585773234772612	0.107793713509978
orf19.7186	Chr7	CLB4(CYB2)/CLB4/CYB2/CYB4/CYB99	903.819295470116	800.716391270952	0.885925311933581	0.783202220434316	0.442411191194856
orf19.3000	Chr1	ORC1	598.803896520297	555.818294910151	0.928214225291554	0.704805600185157	0.421924478230363
orf19.2074	Chr2		338.784859727773	353.434699935283	1.04324231082605	0.932176594006727	0.806708181577796
orf19.6554	Chr7		877.492154500374	1070.61240071185	1.22008202035884	0.285611517150018	0.0711038440641343
orf19.2938	Chr1		782.594087401402	624.392592484971	0.797849872030419	0.150044996332325	0.153112479963547
orf19.6898	Chr7		733.579290471806	1368.75733356499	1.86586147038674	0.300580184732758	0.11931001572943
orf19.1555	Chr2	SAC3	826.867386403549	700.355344012058	0.846998388772167	0.549226070059354	0.359249135600487
orf19.4381	ChrR	VTC2/VTC3	624.253217530867	591.369913908087	0.947323773912061	0.744795707713134	0.687029265250027
orf19.4919	Chr1		375.910064603405	419.80831053677	1.11677858633468	0.743264173716821	0.423180219157142
orf19.5204	Chr2		589.038662345808	590.51750283622	1.00251060004198	0.988171127963252	0.988651633441854
orf19.5741	Chr6	ALS1-2/ALS1	329.45480679781	341.706816104905	1.03718874047151	0.903492480608262	0.636910228045781
orf19.6739	Chr3		1033.37265496534	1271.52081802742	1.23045719462170	0.623453902800964	0.248462171923807
orf19.3124	Chr4	MAP1	530.49108828015	749.60936732514	1.41304799248442	0.0488693630380825	0.0112917410263151
orf19.7208	Chr1	CSK1/SMK1	415.67462753359	342.624131716673	0.824260392676928	0.680731180595761	0.0528020544361581
orf19.1338	Chr7		749.624148808465	673.359461400212	0.89826276604152	0.308613785179152	0.325953240896287
orf19.2376	ChrR	HNT3	475.498101074405	482.990259932172	1.01575644327672	0.969944323137587	0.806394315646143
orf19.4382	ChrR	RET3	1312.71218022051	1406.80805865241	1.07168050990133	0.836361075184144	0.504068679854619
orf19.2201	Chr2	CBP6	376.78679137418	379.642566508614	1.00757928674734	0.976950520790682	0.853682771714598
orf19.7187	Chr7	MAM33	1745.60966195176	2095.09307020645	1.20020707714458	0.739406197913886	0.560969318955259
orf19.7115	Chr7	SAC7	885.456889662961	1082.79831828109	1.22286960655221	0.335120798683907	0.145326538970599
orf19.3227	Chr2	FTH2	1664.63892068854	1728.66803022976	1.03846426317771	0.954396994398059	0.734907619032403
orf19.4145	Chr5	HAP1	639.273644875826	459.287309955683	0.718451814238167	0.216847665374538	0.000142983626997428
orf19.6634	ChrR	VMA2	1893.26140451906	1718.80279988331	0.9078528700689	0.762961391398237	0.562016666583096
orf19.7451	Chr3	PSK1/FUN31	869.163604418579	780.461744711003	0.897945727068367	0.49408166372274	0.119648263166200
orf19.4834	Chr1		324.321468445859	270.729838374650	0.83475768555187	0.802925863966094	0.195368619835100
orf19.2749	Chr4		455.69232152484	423.538062116637	0.929438663129964	0.807998499351804	0.51247176908306
orf19.4783	Chr1		473.033984025509	473.964266162849	1.00196662854838	0.99567767159069	0.986839342858372
orf19.3563	Chr2		489.490072642253	470.164152622477	0.960518259511464	0.888786364019153	0.788094006065366
orf19.4880	Chr1		306.618075653615	291.421707502815	0.950438772670507	0.945966896064296	0.771653121254311
orf19.6949	Chr3		416.117621383045	427.13904236253	1.02648631159347	0.961331403049333	0.837820261818732
orf19.330.1	Chr3	UBI5	1421.16613765853	1733.05307445331	1.21945846339164	0.41054899186506	0.175032483135873
orf19.5256	Chr1	USO3	381.262502234989	406.279535147609	1.06561629524532	0.862233128988146	0.700325001136144
orf19.2263	Chr2		489.707616546501	577.022399674546	1.17829982662676	0.440829431199323	0.397808055950405
orf19.3105	Chr4	CYP559A1	480.772166873965	496.344801113828	1.03239088140463	0.958608815429165	0.814965046890883
orf19.2859	ChrR	SRP40	1123.80564391791	1120.50067851677	0.997059130803427	0.99439791108627	0.96812032759965
orf19.7149	Chr7		657.734458598758	659.262673366418	1.00232345249315	0.986795539341825	0.987399097941726
orf19.6984	Chr3		664.224311852905	675.522069184439	1.01700894882938	0.94303313132201	0.88153928684103
orf19.6885	Chr2	SPO7	595.505197793734	592.442352007694	0.994856727032128	0.980963273632663	0.97549225334359
orf19.4686	Chr4		1187.34977174030	1216.25025777546	1.02434033064478	0.946743582953457	0.806576054927793
orf19.5125	Chr7		1913.63560034022	1780.25073343985	0.93029766645402	0.919210467517693	0.329080939470647
orf19.6674	Chr5	BTS1	465.646462928486	435.000696327081	0.9341866221668	0.75983593353345	0.56654689435296
orf19.2351	Chr1	NIT3	1851.13153941221	2548.88354219650	1.37693269653104	0.315258721389848	0.248024296193152
orf19.316	Chr3	SEC13	1123.60584435512	1125.26061391944	1.00147273136094	0.994369690710338	0.987056153203692
orf19.2396	ChrR		1300.40799650053	1920.39176091871	1.47676095970387	0.189410102268507	0.0606582307114165
orf19.2308	Chr1	PFK26	2772.50473200778	2890.58247245450	1.04258883279207	0.87174628406173	0.736175628145598
orf19.5155	Chr7	CHS6	686.133458501936	1338.14327181589	1.95026675238592	0.39434563108145	0.401603833211389
orf19.48	Chr1	RPM2	376.93693518369	341.245598705995	0.905312180510243	0.777609354479545	0.380287802643765
orf19.1880	Chr2	HEM15	724.860788231993	926.654633062448	1.27838979305620	0.106978949490202	0.0312840117563302
orf19.2887	Chr4		1455.51914576436	3007.2599047234	2.06610810546511	0.379905089241995	0.262289169578947
orf19.1862	Chr2		5625.50227949367	8867.523884103	1.57630793545801	0.541193318390352	0.414413480727105
orf19.4606	Chr4	ERG8	649.894539231103	768.416856722954	1.18237161621957	0.532463661529673	0.222004554791068
orf19.4147	Chr5	GLR1	4595.59401418233	3430.76765892911	0.746534103826734	0.715118245809208	0.203240707037868
orf19.893	Chr2	PGA17	1227.84249097899	894.029873088081	0.72813074938891	0.459738324316993	0.148635889058537
orf19.6211	Chr1		873.259540809918	952.316911965002	1.09053135689965	0.74246942890586	0.0564140697465425
orf19.7325	ChrR	SCO1	921.698031883354	1181.92167269918	1.28233068946030	0.171311932978151	0.078224295668832
