"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","sd.ratio"
"NA.95","orf19.4689","PGA57",1446.77587,2042.863637,1731.062073,NA,1333.528928,NA,0.770353039,NA,0.83147426,0.589224608,0.993666887,0.05056896,0.999530584,0.046911231,"Ca21chr4","C",197792,197148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.96","orf19.4688","DAG7",959.0847701,6718.112695,1062.694988,NA,3850.197827,NA,3.623050705,NA,0.174804969,0.058575867,1.01483356,0.043302665,1.010124721,0.036328408,"Ca21chr4","C",200233,199478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.97","orf19.4686","",1041.458323,1806.941581,1234.388624,NA,1150.93585,NA,0.932393435,NA,0.728283746,0.444264503,0.996583433,0.042055866,1.003154096,0.048800986,"Ca21chr4","C",206038,202436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.98","orf19.4685","",426.3216374,872.050615,486.3680594,NA,604.4605286,NA,1.242804738,NA,0.536395814,0.585221556,0.973323391,0.045842931,0.9924094,0.056312793,"Ca21chr4","W",206797,207114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.99","orf19.4684.2","RPL40B",8797.32941,20270.63433,10981.80825,NA,12039.26307,NA,1.096291504,NA,0.929504172,0.830775495,0.976413442,0.125011647,0.978150932,0.120946779,"Ca21chr4","C",208643,208485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.100","orf19.4683","MLP1",2166.991153,3112.369524,2674.744515,NA,1973.850054,NA,0.737958352,NA,0.136337804,0.006414238,0.984767881,0.037245985,0.995652181,0.036935424,"Ca21chr4","W",209114,214612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.101","orf19.4682","HGT17",7184.580999,15599.64743,8664.554654,NA,9101.627439,NA,1.050443768,NA,0.919758435,0.829347512,1.02070296,0.056703824,1.016988826,0.011554077,"Ca21chr4","W",217149,218987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.102","orf19.4681","RAT1",923.150729,1482.401161,1065.581206,NA,885.0939067,NA,0.830620793,NA,0.654944557,0.387431295,1.04274868,0.056980736,1.032911223,0.010033986,"Ca21chr4","W",219462,222368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.103","orf19.4680","",344.7191247,641.0757407,344.2657674,NA,391.7238826,NA,1.137853135,NA,0.455928286,0.523381866,1.009018373,0.044263449,1.014731396,0.009914529,"Ca21chr4","C",223559,222414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.104","orf19.4679","AGP2",759.5025513,1838.466512,1003.204628,NA,1395.547083,NA,1.39108916,NA,0.303834261,0.104327041,1.031147069,0.055453814,1.022074715,0.03759466,"Ca21chr4","C",225566,223860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.105","orf19.4678","",578.7139539,1170.539101,643.536079,NA,730.8086755,NA,1.135614147,NA,0.291703279,0.24356643,0.971296424,0.078132366,0.981491621,0.086177235,"Ca21chr4","C",229004,228003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.106","orf19.4677","VSP71",434.0258272,771.3179997,463.6162845,NA,497.7081692,NA,1.073534701,NA,0.524848486,0.462052636,0.997400642,0.05339196,1.00441625,0.048342753,"Ca21chr4","C",229969,229259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.107","orf19.4676","",441.5635973,822.8450486,470.3935673,NA,511.991729,NA,1.088432676,NA,0.631368148,0.620762504,1.010983981,0.076641115,1.014323369,0.029030782,"Ca21chr4","C",231137,230595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.108","orf19.4675","",409.6678632,563.4104853,425.226099,NA,360.4590783,NA,0.84768804,NA,0.829722335,0.840286967,1.048071315,0.082602049,1.046167942,0.040166665,"Ca21chr4","W",231171,232955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.109","orf19.4674.1b","DPH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96480458,0.103120855,0.96022501,0.114644998,"Ca21chr4","W",233670,233900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.110","orf19.4673","IFQ1",216.7988441,330.9135405,191.1313158,NA,220.4174189,NA,1.093020781,NA,0.24775893,0.247749516,1.012059203,0.055962844,1.013557203,0.006076083,"Ca21chr4","C",236764,234413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.111","orf19.4672","",245.2610405,364.9821268,237.0068,NA,255.5149438,NA,1.063367745,NA,0.503818661,0.503838228,1.037234785,0.106763099,1.033524301,0.151013063,"Ca21chr4","W",240313,240615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.112","orf19.4670","CAS5",1145.692329,1848.265171,1327.797136,NA,1085.051737,NA,0.817181863,NA,0.31272336,0.192809614,1.020482367,0.035165334,1.012766215,0.049041398,"Ca21chr4","W",241405,243870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.113","orf19.4669","AAT22",621.2630338,1380.903018,683.3244903,NA,802.125897,NA,1.173857967,NA,0.594778181,0.601070013,0.974077971,0.044694589,0.997828487,0.041754115,"Ca21chr4","C",245382,244153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.114","orf19.4668","SCW11",286.7706439,478.0493902,273.4823357,NA,307.8454972,NA,1.12367094,NA,0.409367702,0.421228287,1.039796887,0.121884246,1.028224147,0.058918672,"Ca21chr4","C",248280,246127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.115","orf19.4666","",338.477058,629.3642794,332.0151334,NA,399.951353,NA,1.20461784,NA,0.454919654,0.467847092,1.033953483,0.085227317,1.02258818,0.051636638,"Ca21chr4","C",249238,248828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.116","orf19.4665","",389.7139076,867.0139451,429.6070264,NA,561.2190121,NA,1.30635436,NA,0.471988855,0.586076462,1.042697905,0.070445646,1.031959251,0.04730286,"Ca21chr4","C",250645,250043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.117","orf19.4664","NAT4",569.1074813,1274.198357,639.2145357,NA,815.9035239,NA,1.276415786,NA,0.28528109,0.359265031,1.000823733,0.070632281,1.005984945,0.04274784,"Ca21chr4","W",250950,251564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.118","orf19.4662","RLM1",323.3088751,429.894234,315.8743266,NA,272.0728502,NA,0.861332585,NA,0.812886039,0.808299894,1.116068062,0.111999951,1.086966138,0.056202225,"Ca21chr4","W",253048,254883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.119","orf19.4660","RPS6A",22936.64491,40691.99854,30040.55766,NA,26353.31317,NA,0.877257788,NA,0.934960124,0.765868663,0.973788799,0.042512992,0.991253539,0.034399674,"Ca21chr4","W",255674,256809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.120","orf19.4659","PRP21",322.5503436,588.2339623,315.5239011,NA,355.5592748,NA,1.126885391,NA,0.468439785,0.519234573,1.044863253,0.047784793,1.035299426,0.016622252,"Ca21chr4","C",258350,257073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.121","orf19.4658","",548.41947,1427.44389,599.2965841,NA,848.1157414,NA,1.415185342,NA,0.395972316,0.4295545,0.998458297,0.050081737,1.004168386,0.087675846,"Ca21chr4","W",258971,261361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.122","orf19.4657","NEM1",2203.031152,4074.069652,2861.136077,NA,2691.392553,NA,0.940672684,NA,0.698331654,0.519152085,1.028543633,0.061366399,1.035831172,0.019007091,"Ca21chr4","W",263911,265413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.123","orf19.4656","",279.344257,395.0947709,258.885475,NA,245.3311779,NA,0.947643656,NA,0.718593751,0.756165392,1.001088321,0.049460861,1.00024241,0.067923225,"Ca21chr4","W",266125,268023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.124","orf19.4655","OPT6",522.8949413,673.40287,574.248899,NA,452.4977811,NA,0.787981974,NA,0.233166559,0.217395259,1.026217364,0.087044162,1.026093811,0.005716634,"Ca21chr4","C",270892,268055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.125","orf19.4654","",213.4482759,401.2199012,179.7288562,NA,243.0073865,NA,1.328000094,NA,0.460240265,0.497658716,1.012743034,0.043108178,1.020561913,0.012060786,"Ca21chr4","W",272098,272427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.126","orf19.4653","",254.4624226,812.6775986,231.1777274,NA,473.5345456,NA,2.048357127,NA,0.295779711,0.390635704,0.992723096,0.05738803,0.980100934,0.025888685,"Ca21chr4","W",273296,273625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.127","orf19.4652","",203.4809903,303.8224728,165.5907659,NA,188.8798066,NA,1.101569099,NA,0.49233216,0.513822042,0.948871816,0.064542133,0.957636689,0.11593451,"Ca21chr4","W",274725,275036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.128","orf19.4651","PGA53",2911.522654,7212.413822,3724.766657,NA,4398.357238,NA,1.180841015,NA,0.381511569,0.306816114,1.011428337,0.056138128,1.00022264,0.057233613,"Ca21chr4","W",278273,278692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.129","orf19.4650","ILV6",2550.064324,5124.773864,3088.013509,NA,2849.743769,NA,0.922840448,NA,0.539559675,0.234850835,0.974357705,0.049991533,0.991137306,0.06501114,"Ca21chr4","W",280567,281478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.130","orf19.4649","ZCF27",374.0598407,633.7459939,374.2434523,NA,378.867857,NA,1.012356675,NA,0.949528222,0.951337663,1.027497918,0.049504664,1.020760373,0.017275525,"Ca21chr4","W",283245,286835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.131","orf19.4647","HAP3",238.3779143,349.7416246,208.2871644,NA,219.2459078,NA,1.051152843,NA,0.389536279,0.437479298,1.008412284,0.116166392,1.010375608,0.13793021,"Ca21chr4","W",287709,288817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.132","orf19.4646","UEC1",193.4256907,257.8597624,156.0294378,NA,161.0043415,NA,0.938862113,NA,0.532257829,0.54837179,1.036906301,0.037364031,1.037254342,0.054731574,"Ca21chr4","W",291302,291739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.133","orf19.4645","BEM1",510.332868,809.3941676,535.1788199,NA,506.3736118,NA,0.94617648,NA,0.965057576,0.955700652,1.0144285,0.050972176,1.017138767,0.004666983,"Ca21chr4","W",292116,294014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.134","orf19.4643","",681.9001408,1265.554985,764.2158641,NA,799.9332035,NA,1.046737239,NA,0.986082505,0.970344574,1.017236684,0.051371217,1.012048873,0.001140626,"Ca21chr4","W",294807,301958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.135","orf19.4642","",278.2844751,435.0822727,259.6620956,NA,271.1784412,NA,1.044351277,NA,0.503826169,0.483211386,0.954373312,0.040946576,0.954877547,0.112621346,"Ca21chr4","C",303347,302091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.136","orf19.4641","NMT1",948.2470554,1698.431682,1034.698049,NA,950.767653,NA,0.918884165,NA,0.733983907,0.382357749,0.982612499,0.055131356,0.990648154,0.022611589,"Ca21chr4","W",303654,305009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.137","orf19.4640","PWP1",1848.269141,3306.556197,2125.939914,NA,1930.388273,NA,0.908016384,NA,0.883284236,0.620457312,1.03260489,0.073336385,1.021291277,0.024225016,"Ca21chr4","W",305343,307184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.138","orf19.4639","",1192.547232,3069.483818,1396.622112,NA,1913.383136,NA,1.370007764,NA,0.487721881,0.095659468,1.000424837,0.057069831,1.008206271,0.040069126,"Ca21chr4","C",307948,307274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.139","orf19.4637","",340.7013433,609.8428925,331.5735713,NA,372.107309,NA,1.122246588,NA,0.514032333,0.540310098,1.020353703,0.091841613,1.02956585,0.023934649,"Ca21chr4","W",308265,309626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.140","orf19.4636","",183.948939,319.6976127,143.1936019,NA,197.5238148,NA,1.23896584,NA,0.479589731,0.523234031,1.004327266,0.049276704,0.999253348,0.096284574,"Ca21chr4","C",309905,309483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.141","orf19.4635","NIP1",1133.984812,1836.11611,1275.768752,NA,1050.01776,NA,0.823047091,NA,0.44823123,0.123763562,0.928872502,0.050126958,0.94690371,0.090572536,"Ca21chr4","W",310023,312647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.142","orf19.4634","",1169.048484,2023.360763,1385.356246,NA,1252.325493,NA,0.903973615,NA,0.481277803,0.394142164,1.046628265,0.069851474,1.037554254,0.018735511,"Ca21chr4","W",313048,314235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.143","orf19.4633","",1867.089884,3476.281297,2319.987071,NA,2290.982323,NA,0.987497884,NA,0.900782853,0.591320176,1.002841399,0.052721909,0.999539321,0.049332411,"Ca21chr4","W",314590,315396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.144","orf19.4632","RPL20B",14573.47923,31364.45314,18424.02818,NA,17851.50342,NA,0.968925104,NA,0.737343182,0.651075721,0.934769992,0.085756501,0.953120099,0.093513727,"Ca21chr4","C",316283,315765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.145","orf19.4631","ERG252",4702.072949,9778.991352,6305.832364,NA,6741.473346,NA,1.069085405,NA,0.814288264,0.66087125,0.970699132,0.086153645,0.985385709,0.090142499,"Ca21chr4","C",318197,317232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.146","orf19.4630","CPA1",753.7748519,2148.56889,851.5306643,NA,1246.52367,NA,1.463862339,NA,0.336349496,0.25709452,1.007564843,0.027639694,1.016141929,0.032336313,"Ca21chr4","C",321528,320236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.147","orf19.4629","BUL1",476.2376374,683.103472,526.8868461,NA,441.0768716,NA,0.837137755,NA,0.905631359,0.877983018,1.019128636,0.059496908,1.0121789,0.044085393,"Ca21chr4","C",324742,321845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.148","orf19.4628","MPE1",470.3227853,796.7417012,508.4511587,NA,489.2932017,NA,0.962320949,NA,0.968708237,0.966583432,1.004584697,0.05732989,1.002677937,0.005900497,"Ca21chr4","C",329218,327722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.149","orf19.4627","NUP120",834.7868327,1360.213852,944.2509912,NA,831.5694312,NA,0.880665669,NA,0.665824833,0.184584014,0.972316656,0.048863117,0.981883118,0.036423163,"Ca21chr4","W",329559,332903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.150","orf19.4626","TAP42",382.1370487,845.995304,389.9191184,NA,507.2541586,NA,1.300921485,NA,0.287524109,0.305253721,0.984953175,0.028471472,0.988037158,0.091095074,"Ca21chr4","C",334137,332956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.151","orf19.4625","TOA2",414.2262378,857.8668135,436.8190479,NA,532.7089049,NA,1.219518488,NA,0.356221137,0.305514484,0.988085988,0.07790007,0.997376,0.08582919,"Ca21chr4","W",334560,334952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.152","orf19.4624","HRT2",1373.634895,2737.533494,1640.603633,NA,1698.440067,NA,1.035253142,NA,0.716088335,0.673094281,0.968590301,0.053113651,0.977025994,0.067308608,"Ca21chr4","C",336398,335040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.153","orf19.4623.3","NHP6A",3601.173677,6035.598735,4399.566272,NA,4085.848333,NA,0.928693439,NA,0.769696599,0.289909871,0.951807588,0.097343787,0.972179715,0.077280401,"Ca21chr4","C",337601,337323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.154","orf19.4623","NHP6A",26695.44095,43130.27999,35219.41622,NA,28912.66231,NA,0.820929629,NA,0.531954258,0.117040199,1.062731592,0.068309284,1.038130481,0.09093457,"Ca21chr4","C",340995,340567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.155","orf19.4622","",784.467554,929.2107512,837.1858429,NA,556.3053863,NA,0.664494498,NA,0.387693741,0.139183349,1.046756937,0.089793695,1.031946183,0.027155596,"Ca21chr4","C",342124,340967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.156","orf19.4621","",836.7773771,1349.079949,945.7242506,NA,786.4687251,NA,0.831604693,NA,0.362382291,0.156506625,1.008834229,0.089276906,1.009872325,0.020016794,"Ca21chr4","C",345094,342977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.157","orf19.4620","MRS5",310.1939785,591.157602,302.2827888,NA,347.8516973,NA,1.150749266,NA,0.474262171,0.482463153,0.972422693,0.033846349,0.979082989,0.046333574,"Ca21chr4","W",345473,345802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.158","orf19.4618","FBA1",13770.48516,42676.76706,18777.95089,NA,29621.57805,NA,1.577465945,NA,0.201931763,0.023943191,1.055290493,0.128181933,1.046724414,0.078289242,"Ca21chr4","C",347099,346020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.159","orf19.4617","MAK3",814.2678036,1935.908756,1052.003227,NA,1393.718566,NA,1.324823471,NA,0.575894121,0.239249274,0.973240412,0.047272766,0.988354634,0.04248147,"Ca21chr4","W",348197,348733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.160","orf19.4616","POL30",2585.094007,5249.5094,3294.975967,NA,3134.019434,NA,0.951150923,NA,0.824233917,0.728957053,0.970197629,0.043098701,0.974301038,0.025126557,"Ca21chr4","W",349157,349936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.161","orf19.4615","RXT2",555.1830743,1090.298993,622.5670016,NA,708.7746237,NA,1.138471236,NA,0.497229945,0.323308998,0.986119753,0.049145372,0.993621765,0.054299147,"Ca21chr4","C",351044,350088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.162","orf19.4614","CVT9",308.9517473,498.3678587,290.7907228,NA,303.0208825,NA,1.042058287,NA,0.620082155,0.659057892,0.981974066,0.053859114,0.992149996,0.047599396,"Ca21chr4","W",352173,355670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.163","orf19.4612","",425.6425966,931.7430749,445.5105439,NA,576.0561059,NA,1.293024629,NA,0.502618859,0.32199629,0.979410089,0.074194054,0.984771186,0.025809556,"Ca21chr4","W",356583,357308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.164","orf19.4611","PRS4",2722.164001,4654.143,3358.11949,NA,3042.272924,NA,0.905945406,NA,0.808313694,0.663512667,1.051074798,0.092733365,1.031211567,0.021823648,"Ca21chr4","C",358932,357958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.165","orf19.4610","CPS2.3",872.1677916,1541.971395,991.7261589,NA,960.0717688,NA,0.968081521,NA,0.968242283,0.912709199,1.048305377,0.09589172,1.048144645,0.054434796,"Ca21chr4","C",360947,359154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.166","orf19.4609","",5188.440195,12490.9086,6630.450662,NA,7943.373888,NA,1.198014176,NA,0.591804271,0.267691751,1.034586065,0.098571293,1.040366647,0.086184754,"Ca21chr4","C",361972,361241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.167","orf19.4608","PDC12",555.7624889,1056.014754,626.4964953,NA,708.288194,NA,1.13055412,NA,0.548314977,0.452780247,1.027860864,0.086084982,1.020231945,0.032356122,"Ca21chr4","C",364384,362465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.168","orf19.4607","",539.0870629,812.1244089,669.5487325,NA,610.5671469,NA,0.910843207,NA,0.536449632,0.479190767,1.015416376,0.082044681,1.017064016,0.028290622,"Ca21chr4","C",366001,364697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.169","orf19.4606","ERG8",492.630823,1235.601569,527.2112569,NA,764.2279603,NA,1.449566849,NA,0.429098813,0.2954407,1.073064111,0.089652797,1.055973061,0.046359442,"Ca21chr4","C",367771,366473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.170","orf19.4605","TYR1",634.8765548,1337.576917,724.6380084,NA,828.7372886,NA,1.143656942,NA,0.698978139,0.428186961,1.048922645,0.095713119,1.033633496,0.043808386,"Ca21chr4","W",367992,369311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.171","orf19.4603","ARL1",454.2495607,852.1101106,486.860724,NA,534.7452158,NA,1.098353573,NA,0.442736071,0.524597838,1.029874592,0.04260934,1.016596721,0.020283131,"Ca21chr4","C",369996,369439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.172","orf19.4602","MDH1-1",16000.22985,25612.78237,19513.30787,NA,15365.27117,NA,0.787425242,NA,0.564584598,0.217280523,1.012836455,0.079460063,1.008570917,0.01762149,"Ca21chr4","C",371508,370510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.173","orf19.4601","TFC1",465.8150279,847.7613679,503.659058,NA,536.8659561,NA,1.065931303,NA,0.699643457,0.598532006,1.057573336,0.055888093,1.048387998,0.007081007,"Ca21chr4","W",372364,373881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.174","orf19.4600.1","",515.5692289,1070.052801,575.8230545,NA,709.6102608,NA,1.23234083,NA,0.271873776,0.173242858,1.049219366,0.095971956,1.044946421,0.005282486,"Ca21chr4","W",374323,374601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.175","orf19.4600","DPM3",3328.931744,8165.099857,3921.868355,NA,4686.91952,NA,1.195073138,NA,0.486996029,0.206026545,1.062853284,0.051439432,1.038146582,0.00775402,"Ca21chr4","C",375425,374718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.176","orf19.4599","PHO89",13157.53373,28320.10165,18374.10678,NA,19851.89249,NA,1.080427622,NA,0.89914694,0.520543683,1.075984967,0.140230274,1.043367316,0.091513304,"Ca21chr4","W",379777,381579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.177","orf19.4597","CAP2",1757.555383,3769.305703,2135.906635,NA,2495.694358,NA,1.168447308,NA,0.527351222,0.421189585,1.035122055,0.067446038,1.026599759,0.040229397,"Ca21chr4","W",382277,383152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.178","orf19.4596","",613.1493148,1259.076212,704.8984013,NA,806.9907946,NA,1.144832778,NA,0.444649189,0.182975626,1.06658772,0.055984125,1.051182222,0.030551394,"Ca21chr4","C",384532,383204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.179","orf19.4595","",465.036109,916.8741158,519.6822946,NA,604.9099977,NA,1.163999628,NA,0.494539525,0.324262345,0.976845583,0.049430722,0.992255781,0.009639824,"Ca21chr4","W",385399,386712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.180","orf19.4594","CLC1",1749.162025,3432.247904,2136.613229,NA,2217.927462,NA,1.038057536,NA,0.864835912,0.738982315,0.953464317,0.043182213,0.960492392,0.061944033,"Ca21chr4","C",387462,386785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.181","orf19.4593.1","RGA1",1518.886163,2669.462201,1840.009669,NA,1723.883829,NA,0.936888462,NA,0.69028399,0.732887558,1.028720861,0.081035036,1.038625758,0.052169619,"Ca21chr4","W",387911,388147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.182","orf19.4593","RGA2",295.770018,600.4442356,281.109782,NA,368.6602656,NA,1.31144588,NA,0.461298448,0.566447241,1.074644297,0.104549215,1.054957977,0.063734431,"Ca21chr4","C",391839,388309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.183","orf19.4592","CGT1",429.7566468,690.2363873,442.0605049,NA,402.5598971,NA,0.910644341,NA,0.893038029,0.84637451,1.054750259,0.086295593,1.040279958,0.047709817,"Ca21chr4","C",396564,394930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.184","orf19.4591","CTN2/CAT2",2863.388367,4972.507547,3366.80068,NA,2689.519893,NA,0.798835496,NA,0.475472078,0.138077925,0.993814948,0.069718991,1.003664008,0.045205078,"Ca21chr4","W",398208,400106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.185","orf19.4590","RFX1",206.4510684,298.9164377,170.6518461,NA,185.7453308,NA,1.032163196,NA,0.288691737,0.324692539,1.013335702,0.063332727,1.00961105,0.008162852,"Ca21chr4","W",405150,408485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.186","orf19.4589","CBP2",437.7973459,864.1620767,465.0706655,NA,551.0216256,NA,1.184812689,NA,0.520438145,0.468994527,1.034672311,0.057507917,1.033023828,0.012752047,"Ca21chr4","W",409049,410482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.187","orf19.4587","HGH1",1281.530461,2920.283172,1513.700375,NA,1710.559967,NA,1.130051889,NA,0.573102174,0.344138624,1.04495562,0.055223847,1.041197937,0.013231494,"Ca21chr4","W",410614,411702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.188","orf19.4585","TFG1",1679.318235,3017.001581,2054.515425,NA,1885.519841,NA,0.91774431,NA,0.832666931,0.284768746,1.057776518,0.063322588,1.048657756,0.01771685,"Ca21chr4","C",413643,411817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.189","orf19.4584","PHO6",577.4122458,866.5738556,607.0406705,NA,504.5416152,NA,0.831149608,NA,0.460199699,0.133355625,1.035116262,0.061179601,1.034150553,0.018130568,"Ca21chr4","W",414515,415885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.190","orf19.4583","YCM1",750.3377717,1517.135776,834.4878088,NA,868.0789299,NA,1.040253579,NA,0.985923384,0.976497278,1.097537484,0.044967599,1.075598937,0.022945192,"Ca21chr4","W",416212,417141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
