"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","sd.wt","sd.mut","fold.mut.by.wt","sd.ratio","p","p.paired"
"440","orf19.4630","CPA1",753.7748519,2148.56889,851.5306643,NA,1246.52367,NA,1.463862339,NA,0.336349496,0.25709452,1.007564843,0.027639694,1.016141929,0.032336313,"Ca21chr4","C",321528,320236,"orf19.4630","Chr4","CPA1",1,753.774851862193,2148.56889034878,640.284608318291,1050.04203268077,393.120560791146,675.804793710075,1.63996138442044,1.01148043968766,0.413760679358614,0.245500194120332
"649","orf19.4629","BUL1",476.2376374,683.103472,526.8868461,NA,441.0768716,NA,0.837137755,NA,0.905631359,0.877983018,1.019128636,0.059496908,1.0121789,0.044085393,"Ca21chr4","C",324742,321845,"orf19.4629","Chr4","BUL1",1,476.237637362637,683.103471959075,322.349873145994,237.397678513594,295.81300340799,264.192228256549,0.736595851233718,0.396003595325264,0.74944247429512,0.0945402406715302
"1832","orf19.4628","MPE1",470.3227853,796.7417012,508.4511587,NA,489.2932017,NA,0.962320949,NA,0.968708237,0.966583432,1.004584697,0.05732989,1.002677937,0.005900497,"Ca21chr4","C",329218,327722,"orf19.4628","Chr4","MPE1",1,470.322785301007,796.741701180449,298.332509519489,279.048735341001,185.583695944455,219.622815068191,0.935361472306365,1.2804967149332,0.941239988452997,0.903630696422213
"2635","orf19.4627","NUP120",834.7868327,1360.213852,944.2509912,NA,831.5694312,NA,0.880665669,NA,0.665824833,0.184584014,0.972316656,0.048863117,0.981883118,0.036423163,"Ca21chr4","W",329559,332903,"orf19.4627","Chr4","NUP120",1,834.786832659678,1360.21385188936,732.844431774642,627.352085403559,519.366924045768,561.324279439947,0.856050831803928,6.90166859942851,0.84562118893318,0.690793690062701
"1740","orf19.4626","TAP42",382.1370487,845.995304,389.9191184,NA,507.2541586,NA,1.300921485,NA,0.287524109,0.305253721,0.984953175,0.028471472,0.988037158,0.091095074,"Ca21chr4","C",334137,332956,"orf19.4626","Chr4","TAP42",1,382.137048661663,845.9953039687,180.430989907402,297.30663725167,103.841465258127,203.154078756677,1.64775816728739,0.304865169117088,0.272465633744627,0.00216719000653265
"5594","orf19.4625","TOA2",414.2262378,857.8668135,436.8190479,NA,532.7089049,NA,1.219518488,NA,0.356221137,0.305514484,0.988085988,0.07790007,0.997376,0.08582919,"Ca21chr4","W",334560,334952,"orf19.4625","Chr4","TOA2",1,414.226237842617,857.86681350259,227.008302968269,322.391225355062,56.9511486737943,190.850758922721,1.4201737167302,0.703426596795035,0.635467696865547,0.49480970309239
"3609","orf19.4624","HRT2",1373.634895,2737.533494,1640.603633,NA,1698.440067,NA,1.035253142,NA,0.716088335,0.673094281,0.968590301,0.053113651,0.977025994,0.067308608,"Ca21chr4","C",336398,335040,"orf19.4624","Chr4","HRT2",1,1373.63489534994,2737.53349391849,1426.11856825407,1507.01743480434,413.40893930659,346.879168668506,1.05672660629425,0.288576149469225,0.63798104164334,0.563989075584577
"1750","orf19.4623.3","NHP6A",3601.173677,6035.598735,4399.566272,NA,4085.848333,NA,0.928693439,NA,0.769696599,0.289909871,0.951807588,0.097343787,0.972179715,0.077280401,"Ca21chr4","C",337601,337323,"orf19.4623.3","Chr4","NHP6A",1,3601.17367745181,6035.5987350557,4174.74227428828,3926.88558089974,3123.67890713539,3370.03299757178,0.94062946234668,0.315417554779658,0.786654562985053,0.323000935109294
"471","orf19.4623","NHP6A",26695.44095,43130.27999,35219.41622,NA,28912.66231,NA,0.820929629,NA,0.531954258,0.117040199,1.062731592,0.068309284,1.038130481,0.09093457,"Ca21chr4","C",340995,340567,"orf19.4623","Chr4","NHP6A",1,26695.4409501317,43130.2799869645,34840.6326799219,29129.5277313772,17789.5808506255,12853.4055307887,0.836079183721715,0.204446833437307,0.576372937970946,0.142116492011756
"3642","orf19.4622","",784.467554,929.2107512,837.1858429,NA,556.3053863,NA,0.664494498,NA,0.387693741,0.139183349,1.046756937,0.089793695,1.031946183,0.027155596,"Ca21chr4","C",342124,340967,"orf19.4622","Chr4","",1,784.467553997726,929.210751237067,628.930034022739,347.159572833268,568.539528015601,219.001610570465,0.551838171226821,29.3552051601473,0.750699646534836,0.660455661282214
"5525","orf19.4621","",836.7773771,1349.079949,945.7242506,NA,786.4687251,NA,0.831604693,NA,0.362382291,0.156506625,1.008834229,0.089276906,1.009872325,0.020016794,"Ca21chr4","C",345094,342977,"orf19.4621","Chr4","",1,836.777377102128,1349.0799489883,734.291362260266,581.344153724727,327.559833693801,282.519846589368,0.791707738376843,0.296767523061164,0.424171170774583,0.182412397698725
"5513","orf19.4620","MRS5",310.1939785,591.157602,302.2827888,NA,347.8516973,NA,1.150749266,NA,0.474262171,0.482463153,0.972422693,0.033846349,0.979082989,0.046333574,"Ca21chr4","W",345473,345802,"orf19.4620","Chr4","MRS5",1,310.193978536084,591.157601951386,94.2334081754457,137.27100366488,84.1719839505842,155.389103595036,1.45590637042838,0.758231545288821,0.911618563584958,0.612819324982657
"3764","orf19.4618","FBA1",13770.48516,42676.76706,18777.95089,NA,29621.57805,NA,1.577465945,NA,0.201931763,0.023943191,1.055290493,0.128181933,1.046724414,0.078289242,"Ca21chr4","C",347099,346020,"orf19.4618","Chr4","FBA1/ALF",1,13770.4851551225,42676.767062787,18467.1565193984,29798.2052505573,10021.4575798835,15609.0979301471,1.61357842065487,0.46770164619109,0.18298768996011,0.0224840764745221
"2765","orf19.4617","MAK3",814.2678036,1935.908756,1052.003227,NA,1393.718566,NA,1.324823471,NA,0.575894121,0.239249274,0.973240412,0.047272766,0.988354634,0.04248147,"Ca21chr4","W",348197,348733,"orf19.4617","Chr4","MAK3",1,814.267803598201,1935.90875647341,837.636387192706,1192.87213682422,1102.7665975055,1441.24887748373,1.42409302540219,0.616733850909672,0.638465506436367,0.104380553420122
"3915","orf19.4616","POL30",2585.094007,5249.5094,3294.975967,NA,3134.019434,NA,0.951150923,NA,0.824233917,0.728957053,0.970197629,0.043098701,0.974301038,0.025126557,"Ca21chr4","W",349157,349936,"orf19.4616","Chr4","POL30",1,2585.09400656814,5249.50940015822,3071.60283303918,2968.69376527637,1301.143574975,1234.85032631594,0.96649662298267,0.337833422542145,0.849700163572476,0.74699358980746
"4009","orf19.4615","RXT2",555.1830743,1090.298993,622.5670016,NA,708.7746237,NA,1.138471236,NA,0.497229945,0.323308998,0.986119753,0.049145372,0.993621765,0.054299147,"Ca21chr4","C",351044,350088,"orf19.4615","Chr4","RXT2",1,555.183074286069,1090.29899267399,411.884721700402,501.045305398992,218.6968300519,245.665633950124,1.21646975233872,0.695854211704999,0.542718488366781,0.294743080196999
"3205","orf19.4614","CVT9",308.9517473,498.3678587,290.7907228,NA,303.0208825,NA,1.042058287,NA,0.620082155,0.659057892,0.981974066,0.053859114,0.992149996,0.047599396,"Ca21chr4","W",352173,355670,"orf19.4614","Chr4","CVT9",1,308.951747340615,498.367858749438,101.876259627378,94.0373600104111,85.1900507248335,76.5718724481741,0.921675000831762,3.5284601306968,0.822936988097314,0.488857152009892
"439","orf19.4612","",425.6425966,931.7430749,445.5105439,NA,576.0561059,NA,1.293024629,NA,0.502618859,0.32199629,0.979410089,0.074194054,0.984771186,0.025809556,"Ca21chr4","W",356583,357308,"orf19.4612","Chr4","",1,425.642596633532,931.743074945321,250.441219354459,374.193562807941,170.802263825054,301.898798310741,1.49380865629683,0.532226620540578,0.85835602823636,0.172676670723873
"885","orf19.4611","PRS4",2722.164001,4654.143,3358.11949,NA,3042.272924,NA,0.905945406,NA,0.808313694,0.663512667,1.051074798,0.092733365,1.031211567,0.021823648,"Ca21chr4","C",358932,357958,"orf19.4611","Chr4","PRS4",1,2722.16400113997,4654.14299993463,3136.14449040916,2868.34863368122,1507.81250946387,992.65882512051,0.91460984736293,0.259480229078558,0.860643197080412,0.753308350735525
"3724","orf19.4610","CPS2.3",872.1677916,1541.971395,991.7261589,NA,960.0717688,NA,0.968081521,NA,0.968242283,0.912709199,1.048305377,0.09589172,1.048144645,0.054434796,"Ca21chr4","C",360947,359154,"orf19.4610","Chr4","CPS2.3",1,872.167791550051,1541.97139530576,780.139080231245,756.359015210709,708.865116526919,669.407513155177,0.96951817230655,0.483972169660954,0.966209450334913,0.862202583357598
"1545","orf19.4609","",5188.440195,12490.9086,6630.450662,NA,7943.373888,NA,1.198014176,NA,0.591804271,0.267691751,1.034586065,0.098571293,1.040366647,0.086184754,"Ca21chr4","C",361972,361241,"orf19.4609","Chr4","",1,5188.44019538814,12490.9085986018,6392.54699183397,7853.63025864168,2735.50721297749,3835.97500803225,1.22856042648949,0.332824946325532,0.552190974513416,0.195096150625732
"886","orf19.4608","PDC12",555.7624889,1056.014754,626.4964953,NA,708.288194,NA,1.13055412,NA,0.548314977,0.452780247,1.027860864,0.086084982,1.020231945,0.032356122,"Ca21chr4","C",364384,362465,"orf19.4608","Chr4","PDC12",1,555.762488947834,1056.01475408792,427.193528723385,508.216557594089,491.925006307634,522.898134509006,1.18958955406868,3.97565491333646,0.719198877429847,0.180501899964501
"2279","orf19.4607","",539.0870629,812.1244089,669.5487325,NA,610.5671469,NA,0.910843207,NA,0.536449632,0.479190767,1.015416376,0.082044681,1.017064016,0.028290622,"Ca21chr4","C",366001,364697,"orf19.4607","Chr4","",1,539.087062930603,812.124408889155,474.178166604597,409.408816998578,808.758526491408,644.502093267914,0.863151859794379,10.7262010324364,0.712565795571193,0.28595545310868
"3719","orf19.4606","ERG8",492.630823,1235.601569,527.2112569,NA,764.2279603,NA,1.449566849,NA,0.429098813,0.2954407,1.073064111,0.089652797,1.055973061,0.046359442,"Ca21chr4","C",367771,366473,"orf19.4606","Chr4","ERG8",1,492.630822981366,1235.6015694076,324.04571746546,563.844218230516,295.559356407426,475.476734327531,1.73963399457108,0.77221414236051,0.718680046892097,0.0206598258364962
"4446","orf19.4605","TYR1",634.8765548,1337.576917,724.6380084,NA,828.7372886,NA,1.143656942,NA,0.698978139,0.428186961,1.048922645,0.095713119,1.033633496,0.043808386,"Ca21chr4","W",367992,369311,"orf19.4605","Chr4","TYR1",1,634.876554830354,1337.5769165675,513.559762674417,623.67525183986,426.6206887174,513.824669821395,1.21441611506323,3.52372850392457,0.613573795173957,0.227881013670552
"532","orf19.4603","ARL1",454.2495607,852.1101106,486.860724,NA,534.7452158,NA,1.098353573,NA,0.442736071,0.524597838,1.029874592,0.04260934,1.016596721,0.020283131,"Ca21chr4","C",369996,369439,"orf19.4603","Chr4","ARL1",1,454.249560699611,852.110110599221,276.864812172555,324.745528123216,55.9841331939093,77.0160821956833,1.17293897182145,0.140307885057392,0.343803129446664,0.0306477962034464
"6072","orf19.4602","MDH1-1",16000.22985,25612.78237,19513.30787,NA,15365.27117,NA,0.787425242,NA,0.564584598,0.217280523,1.012836455,0.079460063,1.008570917,0.01762149,"Ca21chr4","C",371508,370510,"orf19.4602","Chr4","MDH1",1,16000.2298534799,25612.7823653962,19236.1100114537,15397.1399583672,11776.5716249793,8175.32846005388,0.800428982221424,0.336198805516794,0.605456934567846,0.271779215435794
"473","orf19.4601","TFC1",465.8150279,847.7613679,503.659058,NA,536.8659561,NA,1.065931303,NA,0.699643457,0.598532006,1.057573336,0.055888093,1.048387998,0.007081007,"Ca21chr4","W",372364,373881,"orf19.4601","Chr4","TFC1",1,465.815027871403,847.761367942402,303.135761591034,328.566165399419,234.439945829906,239.222570710662,1.08384503861202,0.382671765951524,0.935619910358337,0.384051116741316
"2485","orf19.4600.1","",515.5692289,1070.052801,575.8230545,NA,709.6102608,NA,1.23234083,NA,0.271873776,0.173242858,1.049219366,0.095971956,1.044946421,0.005282486,"Ca21chr4","W",374323,374601,"orf19.4600.1","Chr4","",1,515.569228941053,1070.0528006854,365.235984894535,501.355450719165,107.160172113651,233.503363997623,1.37268908720463,0.355160111650318,0.262405558107578,0.107158444022596
"4482","orf19.4600","DPM3",3328.931744,8165.099857,3921.868355,NA,4686.91952,NA,1.195073138,NA,0.486996029,0.206026545,1.062853284,0.051439432,1.038146582,0.00775402,"Ca21chr4","C",375425,374718,"orf19.4600","Chr4","DPM3",1,3328.93174414817,8165.09985729133,3701.53927649516,4552.08000754855,1957.30308246795,2093.03648110358,1.22978027991067,0.37527103027557,0.44621358748811,0.158038923419665
"765","orf19.4599","PHO89",13157.53373,28320.10165,18374.10678,NA,19851.89249,NA,1.080427622,NA,0.89914694,0.520543683,1.075984967,0.140230274,1.043367316,0.091513304,"Ca21chr4","W",379777,381579,"orf19.4599","Chr4","PHO89",1,13157.5337307127,28320.1016483516,18056.6463769425,19897.8564773283,23906.1495379448,23660.8614798744,1.10196855285026,0.719963608868632,0.897696012803726,0.389615143583494
"1252","orf19.4597","CAP2",1757.555383,3769.305703,2135.906635,NA,2495.694358,NA,1.168447308,NA,0.527351222,0.421189585,1.035122055,0.067446038,1.026599759,0.040229397,"Ca21chr4","W",382277,383152,"orf19.4597","Chr4","CAP2",1,1757.55538270965,3769.30570291777,1919.08994813125,2314.46945635412,504.156491177444,947.88530865411,1.20602447978423,0.396044012525171,0.491089143853218,0.407930242139979
"5446","orf19.4596","",613.1493148,1259.076212,704.8984013,NA,806.9907946,NA,1.144832778,NA,0.444649189,0.182975626,1.06658772,0.055984125,1.051182222,0.030551394,"Ca21chr4","C",384532,383204,"orf19.4596","Chr4","",1,613.149314765694,1259.07621174953,493.711183767714,600.402078005436,156.965881012317,273.912398442925,1.21609981249264,0.203727431357318,0.487675860109709,0.0818645332611805
"1490","orf19.4595","",465.036109,916.8741158,519.6822946,NA,604.9099977,NA,1.163999628,NA,0.494539525,0.324262345,0.976845583,0.049430722,0.992255781,0.009639824,"Ca21chr4","W",385399,386712,"orf19.4595","Chr4","",1,465.036109005937,916.874115826702,309.18058078394,394.828255197927,247.228287694667,323.300069587671,1.27701505119378,0.831263905607887,0.515827667635441,0.166022439346499
"2107","orf19.4594","CLC1",1749.162025,3432.247904,2136.613229,NA,2217.927462,NA,1.038057536,NA,0.864835912,0.738982315,0.953464317,0.043182213,0.960492392,0.061944033,"Ca21chr4","C",387462,386785,"orf19.4594","Chr4","CLC1",1,1749.16202475685,3432.24790424337,1919.79091546731,2031.25500883524,1001.81377076686,1100.89266933007,1.05806053798353,0.481165250263751,0.84494418575114,0.723242822277591
"4010","orf19.4593.1","RGA1",1518.886163,2669.462201,1840.009669,NA,1723.883829,NA,0.936888462,NA,0.69028399,0.732887558,1.028720861,0.081035036,1.038625758,0.052169619,"Ca21chr4","W",387911,388147,"orf19.4593.1","Chr4","RGA1",1,1518.88616268789,2669.46220076052,1624.33048020246,1530.39533565618,487.303782243459,428.768750375806,0.942169930509111,0.512516365118025,0.744971343997872,0.798673224390512
"1549","orf19.4593","RGA2",295.770018,600.4442356,281.109782,NA,368.6602656,NA,1.31144588,NA,0.461298448,0.566447241,1.074644297,0.104549215,1.054957977,0.063734431,"Ca21chr4","C",391839,388309,"orf19.4593","Chr4","",1,295.770017993702,600.444235588972,72.3207998709593,156.277463407616,62.7850564438417,103.236580050069,2.15097829284106,20.2552886846735,0.403083529480455,0.229634950552415
"5122","orf19.4592","CGT1",429.7566468,690.2363873,442.0605049,NA,402.5598971,NA,0.910644341,NA,0.893038029,0.84637451,1.054750259,0.086295593,1.040279958,0.047709817,"Ca21chr4","C",396564,394930,"orf19.4592","Chr4","CGT1",1,429.756646811547,690.236387276768,238.589379711806,197.826148197603,208.295341367506,212.71382890036,0.82926827557872,0.359904898114992,0.819054431002525,0.186391267820373
"5595","orf19.4591","CTN2/CAT2",2863.388367,4972.507547,3366.80068,NA,2689.519893,NA,0.798835496,NA,0.475472078,0.138077925,0.993814948,0.069718991,1.003664008,0.045205078,"Ca21chr4","W",398208,400106,"orf19.4591","Chr4","CTN2/CAT2",1,2863.3883673042,4972.50754666526,3148.33322145565,2520.43408643969,1908.84575660091,1761.68915862331,0.800561411118468,0.289322870718622,0.510239136692769,0.157139197318117
"667","orf19.4590","RFX1",206.4510684,298.9164377,170.6518461,NA,185.7453308,NA,1.032163196,NA,0.288691737,0.324692539,1.013335702,0.063332727,1.00961105,0.008162852,"Ca21chr4","W",405150,408485,"orf19.4590","Chr4","RFX1",1,206.451068363548,298.916437728938,6.62842258067027,10.9676930923112,14.3370713910149,18.6225766255968,1,1.96709507915056,0.727808589668443,0.298566772761274
"2536","orf19.4589","CBP2",437.7973459,864.1620767,465.0706655,NA,551.0216256,NA,1.184812689,NA,0.520438145,0.468994527,1.034672311,0.057507917,1.033023828,0.012752047,"Ca21chr4","W",409049,410482,"orf19.4589","Chr4","CBP2",1,437.797345928925,864.162076735875,255.152575897401,342.228775153421,241.372255198481,258.678614217784,1.34192430006181,2.39425513152018,0.99403105134763,0.991398865438008
"4448","orf19.4587","HGH1",1281.530461,2920.283172,1513.700375,NA,1710.559967,NA,1.130051889,NA,0.573102174,0.344138624,1.04495562,0.055223847,1.041197937,0.013231494,"Ca21chr4","W",410614,411702,"orf19.4587","Chr4","HGH1",1,1281.53046064687,2920.28317201049,1299.91722183306,1521.08421852864,511.856061655183,720.286952580132,1.17013929270336,0.310506400178972,0.533464370477141,0.255654183485944
"5418","orf19.4585","TFG1",1679.318235,3017.001581,2054.515425,NA,1885.519841,NA,0.91774431,NA,0.832666931,0.284768746,1.057776518,0.063322588,1.048657756,0.01771685,"Ca21chr4","C",413643,411817,"orf19.4585","Chr4","TFG1",1,1679.31823511321,3017.0015806683,1837.7073060906,1695.5114878446,1381.05003647478,1362.26702782564,0.922623250299583,0.306114396895,0.773272200864245,0.305924590321064
"5686","orf19.4584","PHO6",577.4122458,866.5738556,607.0406705,NA,504.5416152,NA,0.831149608,NA,0.460199699,0.133355625,1.035116262,0.061179601,1.034150553,0.018130568,"Ca21chr4","W",414515,415885,"orf19.4584","Chr4","PHO6",1,577.412245800177,866.573855616052,397.207784556566,294.748375664361,279.973327322313,190.21328629858,0.742050853795355,0.306724978661736,0.730455656147342,0.144466445928616
"5373","orf19.4583","YCM1",750.3377717,1517.135776,834.4878088,NA,868.0789299,NA,1.040253579,NA,0.985923384,0.976497278,1.097537484,0.044967599,1.075598937,0.022945192,"Ca21chr4","W",416212,417141,"orf19.4583","Chr4","YCM1",1,750.337771650612,1517.13577586207,623.555458269718,665.35269432266,456.673410919176,545.660875819853,1.0670305030589,0.52094360612737,0.84279547384763,0.655741317433043
"741","orf19.4582","SKI6",1106.114879,2338.605919,1297.236652,NA,1492.552587,NA,1.150563071,NA,0.422380147,0.239953514,1.021261004,0.060331783,1.019245489,0.06740119,"Ca21chr4","C",417943,417221,"orf19.4582","Chr4","SKI6",1,1106.11487854251,2338.60591853196,1084.20694685254,1296.63968405038,272.153804763076,460.422871510827,1.19593375398906,0.367633161469289,0.398834720412552,0.265535470093496
"2196","orf19.4581","",301.0485268,486.9781085,287.645482,NA,311.904376,NA,1.084336086,NA,0.517245352,0.548633361,0.96477072,0.058683693,0.984914542,0.058692961,"Ca21chr4","C",419330,418134,"orf19.4581","Chr4","",1,301.048526765632,486.978108533453,82.2526937558267,101.784183327431,73.3039953322693,66.9564518872352,1.23697696113489,1.85163398611681,0.811751652271872,0.394454515209764
"727","orf19.4580","",673.8105974,1473.644865,797.6880932,NA,981.6168131,NA,1.230577241,NA,0.4119783,0.453810356,0.991612987,0.066911421,0.99166568,0.023926192,"Ca21chr4","W",419541,420074,"orf19.4580","Chr4","",1,673.810597448528,1473.64486536855,585.833824746048,777.609125949415,118.698279620379,133.741272618996,1.32735443585303,0.252532793784124,0.136396436595959,0.113272170215226
"3411","orf19.4579","ERV29",1479.183741,2516.88146,1748.239514,NA,1576.348973,NA,0.901677922,NA,0.677537861,0.524424351,1.025018442,0.069769353,1.011001989,0.04131065,"Ca21chr4","W",421118,422044,"orf19.4579","Chr4","ERV29",1,1479.1837406015,2516.88146010766,1533.76245240976,1383.31320396929,582.724645610836,489.508116555742,0.901908376877988,0.542270209092781,0.832035674826729,0.765627689838474
"1626","orf19.4578","CYT2",500.2327556,981.7692633,529.4217766,NA,597.3479594,NA,1.128302586,NA,0.553222973,0.374263439,1.03882247,0.061753105,1.03058325,0.015734695,"Ca21chr4","W",422377,423132,"orf19.4578","Chr4","CYT2",1,500.232755573727,981.769263316337,319.530301827532,388.488043623808,254.520793869676,254.838113240651,1.21580971007093,0.410735599683098,0.490035266668627,0.0845446063463367
"5042","orf19.4577.3","GPB1 ",373.8154842,541.9203043,381.6203615,NA,340.0666189,NA,0.891112355,NA,0.985467273,0.983724966,0.959847225,0.091464413,0.975250188,0.053529104,"Ca21chr4","C",423542,423267,"orf19.4577.3","Chr4","GPB1 ",1,373.815484223379,541.920304270941,172.098388324601,126.90531887582,128.606596264534,107.92620633802,0.737399810139183,0.349958066474259,0.385539517769539,0.153429093132518
"4402","orf19.4577","TIM10",3676.987204,7824.089971,4694.725453,NA,4887.145201,NA,1.040986368,NA,0.919460268,0.775802773,1.073292738,0.100023246,1.065325853,0.054810452,"Ca21chr4","C",427083,423772,"orf19.4577","Chr4","TIM10",1,3676.98720351363,7824.0899714012,4465.44389994649,4745.13979251744,2483.63981429735,2522.27723207233,1.06263563014962,0.350314988420586,0.885422765719764,0.716207232225348
"1524","orf19.4575","",336.5621655,501.8690318,329.1026255,NA,317.0362457,NA,0.96333551,NA,0.804460624,0.809893603,1.007049717,0.062293612,1.00510663,0.036136318,"Ca21chr4","C",429978,427664,"orf19.4575","Chr4","",1,336.562165455993,501.869031830239,123.298961791967,103.392148583693,112.838830720118,65.5707384354404,0.837416452452874,16.9324671002112,0.563237564401798,0.504038764371045
"2641","orf19.4574","",342.2458791,627.4742615,339.6202447,NA,389.531497,NA,1.146961947,NA,0.358844307,0.409764012,1.057523412,0.093918368,1.04467036,0.029515769,"Ca21chr4","C",431876,430206,"orf19.4574","Chr4","",1,342.245879120879,627.474261471539,133.420358042968,177.227409056453,86.4084894969742,72.0610852784118,1.3266813108659,32.5973120796592,0.327841796692794,0.241623575649667
"3159","orf19.4573","ZCF26",303.0685388,508.9585176,298.3703264,NA,327.0824775,NA,1.096229915,NA,0.452435865,0.513850833,1.045683835,0.081665129,1.032350724,0.033022898,"Ca21chr4","C",434656,432164,"orf19.4573","Chr4","",1,303.068538803906,508.958517617573,92.6377507109296,113.617099389343,50.3151915142029,66.756483233765,1.2242639154456,0.749815170732215,0.757383681306566,0.149818436121078
"1197","orf19.4571","",255.755478,430.1298413,235.3216553,NA,269.5704201,NA,1.145540217,NA,0.336949191,0.400348412,1.041722201,0.111928217,1.027521021,0.058244955,"Ca21chr4","C",436868,435219,"orf19.4571","Chr4","",1,255.755478030216,430.1298413474,35.3210766677821,58.7398923760082,37.0633917498113,52.7693847395045,1,0.660898045562225,0.71185462194929,0.0338534955271101
"6179","orf19.4570","",549.4406208,943.6223029,588.8281679,NA,546.9437764,NA,0.928868227,NA,0.631344806,0.526330724,1.058600279,0.170252806,1.040336652,0.102539386,"Ca21chr4","C",437692,437252,"orf19.4570","Chr4","",1,549.440620782726,943.622302883646,378.693402723293,337.431959115143,156.958893896436,244.119208219054,0.891042613070556,0.772967421494227,0.656866822100339,0.69253643158457
"23","orf19.4569","",432.063992,739.1428355,461.4599824,NA,469.8572088,NA,1.018197085,NA,0.809485965,0.787536936,1.051013996,0.109522853,1.048063,0.080466901,"Ca21chr4","W",437980,438774,"orf19.4569","Chr4","",1,432.06399204244,739.142835542345,251.495605299813,258.770447559751,141.422091179147,157.870330727715,1.02892631961209,0.165070228766451,0.969632824615432,0.831659008328666
"2513","orf19.4568","ZCF25",190.3004983,248.9888926,152.4846525,NA,157.13695,NA,0.942088752,NA,0.295086237,0.322782665,1.024641526,0.046521172,1.02198434,0.019371786,"Ca21chr4","C",441248,438831,"orf19.4568","Chr4","",1,190.300498277532,248.988892572944,0,0.128348425700753,0,0.0938601382075,1,0.0938601382075,0.363217467649123,0.363217467649123
"4677","orf19.4567","HDQ2",349.8795314,460.2810823,355.6165054,NA,289.402981,NA,0.81380638,NA,0.57908488,0.573136996,1.027892642,0.088310294,1.020064839,0.019339562,"Ca21chr4","C",443019,442108,"orf19.4567","Chr4","HDQ2",1,349.879531388152,460.281082329714,146.146253448702,87.2883685635437,149.638410254038,96.7427608729244,0.599548054289553,0.400592767468198,0.514182097712845,0.18387943230217
"2609","orf19.4566","ROT3",206.2984795,284.6165055,166.407837,NA,176.6871802,NA,1.027750238,NA,0.408830505,0.464736088,1.06498608,0.178687342,1.055135823,0.117363037,"Ca21chr4","C",444363,443782,"orf19.4566","Chr4","ROT3",1,206.298479537704,284.616505482318,7.26724137931035,9.24604083454626,17.3927849264863,15.4906018559977,1,15.6077281191623,0.641060649708223,0.691938236084787
"1464","orf19.4565","BGL2",10043.24202,16191.24608,12111.13148,NA,9629.036905,NA,0.795056756,NA,0.573776484,0.142937372,0.98140217,0.030963138,0.989254134,0.009174178,"Ca21chr4","C",445653,444727,"orf19.4565","Chr4","BGL2",1,10043.2420197266,16191.246077035,11862.4847847798,9575.54286289464,6735.69833570863,4700.72227997522,0.807212235600133,0.222963666063387,0.630391620713821,0.206909642953579
"108","orf19.4563","",1048.246114,1933.734119,1240.621287,NA,1146.112701,NA,0.923821567,NA,0.551316877,0.514616302,1.013481556,0.051017245,1.019611309,0.047902314,"Ca21chr4","C",447495,446380,"orf19.4563","Chr4","",1,1048.24611394886,1933.73411877057,1027.52263052802,947.087501465411,268.896058075569,487.359491220875,0.921719360067743,0.374910972133974,0.506179249407016,0.392568037671784
"3983","orf19.4560","BFR1",2050.51004,4054.536457,2375.798895,NA,2313.546674,NA,0.973797353,NA,0.96706628,0.884579817,0.972107335,0.055996067,0.974473454,0.012494476,"Ca21chr4","C",449240,447852,"orf19.4560","Chr4","BFR1",1,2050.51004002048,4054.53645691373,2160.56832241737,2137.17316959199,1803.90340203021,1682.02943653412,0.989171759771426,0.316566443695057,0.989225105175727,0.938198699385844
"4794","orf19.2775","IDI1",869.7628324,1962.782573,1027.376751,NA,1186.439216,NA,1.154823889,NA,0.484537378,0.427842025,0.983785326,0.060093783,0.990130468,0.030783737,"Ca21chr4","W",450184,451038,"orf19.2775","Chr4","IDI1",1,869.762832369481,1962.78257261383,814.965395484974,987.916628071393,276.051173027677,380.98517811728,1.21221911205628,0.417082292436435,0.480784897034853,0.264749510060232
"4568","orf19.2774","LIP12",4014.036526,5903.726328,4951.504757,NA,3648.811925,NA,0.736909708,NA,0.023173599,0.028263804,1.033955355,0.096082277,1.010766429,0.045437268,"Ca21chr4","W",451524,452684,"orf19.2774","Chr4","LIP12",1,4014.03652643988,5903.72632762566,4724.11276695147,3488.79894859871,1122.27233314933,448.14932437049,0.738508820747324,0.169431969266536,0.0335207345229755,0.0390370816521895
"1266","orf19.2772","HOS3",1446.976609,2638.702435,1773.433057,NA,1763.841235,NA,0.994591382,NA,0.907283026,0.852765166,0.99718037,0.041358312,1.006506067,0.032458411,"Ca21chr4","W",453560,455701,"orf19.2772","Chr4","HOS3",1,1446.97660887963,2638.70243496673,1557.63687299981,1570.29065267127,424.289285292236,551.690991604188,1.00812370321402,0.310856443412893,0.938399250752625,0.909770969191436
"1962","orf19.2771","BEM3",842.0836785,1479.396028,981.5299111,NA,938.0123519,NA,0.955663542,NA,0.867107771,0.748792742,1.013241012,0.056817231,1.01170001,0.001740671,"Ca21chr4","W",457313,460738,"orf19.2771","Chr4","BEM3",1,842.083678471156,1479.39602786326,777.515984916675,741.740202667846,803.957228787693,770.581057285347,0.953996939270806,0.200813840607492,0.999884943548965,0.997664717480692
