orf	chr	gene	geneflag	WtMean	MutMean	WtMean2	MutMean2	sd.wt	sd.mut	fold.mut.by.wt	sd.ratio	p	p.paired
orf19.2996	Chr1		1	1058.39971544134	1622.56324772836	975.83976375338	762.473804190942	552.987905814624	327.970248293318	0.781351439562406	0.290213320212091	0.480681809027805	0.223770999919528
orf19.767	Chr1	ERG3	1	1844.25469952512	3163.23228534677	2010.71915868138	1887.76911067867	1447.02765018690	1402.73879470191	0.938852699805504	0.377136066981831	0.835929238522875	0.526072425755379
orf19.6438	ChrR	LCB3	1	1485.16194331984	3133.24071618037	1581.61201064499	1748.49713445068	602.267358885502	772.058495179426	1.10551584249644	0.394349284194794	0.906150561122956	0.824960983886541
orf19.2877	Chr4	PDC11	1	5064.71751037075	16966.4827523822	6206.10927220372	11326.7913624868	1527.35995851572	5016.33959214701	1.82510343690174	0.782003145198187	0.0228711362664367	0.0107039079588389
orf19.679	Chr1	FGR39	1	407.640216256822	700.936568460275	217.855636040522	241.245903599906	109.569251051468	83.1611132442614	1.10736590516774	9.22237383574984	0.465552407029965	0.366670158102371
orf19.2319	Chr1		1	574.546216475096	832.943934078122	406.359237760486	283.76368537162	346.336780145838	300.726022256974	0.69830745557918	0.388962258621119	0.297105413043019	0.108611719652627
orf19.1760	Chr2	RAS1	1	1466.33863577778	2967.11463896934	1682.66700902959	1839.98422602322	1992.16557664698	1911.41157163867	1.09355881303903	0.900479421509067	0.838275539918903	0.551384104418694
orf19.6434	ChrR	PEX19	1	816.489089900468	1739.1651272578	745.251447505865	860.69388710666	674.180896969138	896.399740299411	1.1551276507471	0.576399307285524	0.635951571633014	0.320782707470301
orf19.5996.1	Chr3	RPS19A	1	16358.4791753921	26550.8903755299	19880.1705817167	15937.3492475541	5213.74152316913	5854.06245931161	0.801670648752445	0.146577949646058	0.285663704134522	0.0262634805021621
orf19.2769	Chr4		1	9243.08974358974	33618.1917293233	12400.7660783451	22632.7924067925	6138.32615282179	4164.48815586706	1.82511243771585	0.615004942824211	0.11298138338047	0.0727872484747283
orf19.102	Chr6		1	401.251892025599	788.741578959598	208.098786063614	267.575370903648	176.674759627717	254.031615245390	1.28558065709084	0.30426279120986	0.917434783452275	0.211629257436228
orf19.3746	ChrR	OPT2	1	275.193523430592	409.41227951865	59.7221838051637	55.6227898780663	58.695547771587	41.2983863340988	1	0.804386514462048	0.952041055207927	0.794842096911625
orf19.4401	ChrR	YVH1	1	754.52608311229	1673.09246715928	717.625309141066	891.02258146663	714.50639027484	800.796863965308	1.24162647291956	0.567227465203002	0.843531102915264	0.489869193093763
orf19.2852	ChrR	MRP21	1	1265.93213969938	2577.12966143808	1361.8959509839	1482.28941403711	533.077878505704	822.562503132023	1.08840136646726	0.434274390692667	0.975276293995876	0.960208854098582
orf19.6247	Chr1	CTF4	1	676.821577457127	1183.19876314805	590.05508048228	595.989277322657	541.761309500036	606.496097032118	1.01005418195626	0.282282043093083	0.94343376697265	0.379479915636499
orf19.3156	Chr3	MEDA	1	366.662020258668	611.778279834201	190.814520101046	209.331945493690	220.978341185139	202.877269135656	1.09704411059933	0.845805328811784	0.673045853681822	0.231432701857221
orf19.5439	Chr3		1	669.027464633068	1223.23830049261	564.19361943353	575.961840263494	148.880507103372	143.103233405613	1.02085847911889	0.137705489275685	0.87740845225363	0.70001452227683
orf19.6547	Chr7		1	268.772736438798	378.668956043956	51.3650913424447	41.7415895153575	19.5235394729552	35.0682514311195	1	0.349015451776287	0.507301479504560	0.280786018819922
orf19.1718	Chr3		1	657.368479221927	902.965746130935	496.036460454813	337.401372802236	541.259767086888	312.406556658060	0.680530699617099	0.411137557254422	0.62930323602477	0.167582501264070
orf19.3080	Chr4	SCC2	1	431.131520778073	993.617769556517	237.269051755631	378.257599304869	125.025360525037	201.549650979988	1.59421381130837	0.425107591079750	0.274893511251957	0.00641833153840329
orf19.3212	Chr5	MID1	1	788.171942898803	1325.85028523237	707.252326566355	732.270474104071	240.69329987328	347.319486240099	1.03537372250039	0.493010999739891	0.989651041616881	0.986963689088766
orf19.6230	Chr1	RAI1	1	938.317255339941	1707.93739017083	894.57255375621	843.367434444319	615.481447090649	564.559591483575	0.942760238846043	0.379168922372428	0.998386975102601	0.99546288302384
orf19.3644	Chr6		1	861.442759612338	1257.79807512260	739.377265192292	563.303572964909	505.565407137782	294.240549519121	0.761862177109826	0.306016485040444	0.791258272861062	0.368616680071932
orf19.7527	ChrR		1	330.493381442111	529.734172700617	117.015880018893	127.485506979850	137.974599597974	149.111305871447	1.09076687551572	0.56985667499152	0.7762464173836	0.41350397261926
orf19.7655	ChrR	RPO21	1	6479.16330046491	10044.8128791156	8045.21309035562	6415.30913147828	6732.53495396592	5025.08254458987	0.797406987164675	0.258228643316434	0.817865710262725	0.273564366068836
orf19.238	Chr3	CCP1	1	15136.7549418972	36260.7663170475	19304.3718299606	22757.9433034755	10624.2858412411	13348.5885354760	1.17890100252601	0.366486303883446	0.728207256609494	0.346639912875637
orf19.4874	Chr1	MNN3	1	379.826461769115	607.926412239706	177.917866394233	163.890928155632	93.1683647500073	96.7761731559226	0.921160597736037	0.45258182122193	0.854874835872853	0.717019622766446
orf19.5935	Chr3		1	517.131126401085	798.673922997292	353.266406359348	301.240070927910	379.20061357754	331.938322008314	0.853268772158869	0.493099692401418	0.568497382441894	0.194116403127205
orf19.5724	Chr6		1	219.893015030946	322.880405095794	24.6562704164666	40.3982286505759	37.8805419300001	65.2138271641184	1	0.367511685715307	0.911775306652372	0.214564003570718
orf19.3356	Chr1	ESP1	1	576.932250221043	929.799908424908	432.917625933885	390.625962500321	160.84204328751	125.59821526428	0.902310137309996	0.24646999664251	0.69721029150871	0.469213296281083
orf19.6449	ChrR		1	378.770005944348	651.279247521988	196.009809442441	241.619558894521	176.885172003949	259.239326919665	1.232691157559	0.649488754804635	0.806263779185253	0.587604245422693
orf19.3507	Chr6	MCR1	1	7822.55662130016	19896.5649961762	9681.94157990798	12329.6898506646	9598.26122312357	12592.4545202971	1.27347286170898	0.288292065968346	0.902175804313524	0.304777566768144
orf19.2549	ChrR	SHP1	1	1899.22309780862	5303.42204990574	2157.08503435139	3304.36616776511	1553.42257950419	2327.45988850975	1.53186643787489	0.226040972280337	0.379786819300869	0.000772457931252077
orf19.3310	Chr1		1	1194.59884085213	2376.1323778057	1383.96002628201	1540.29001508100	1079.60405143569	885.184907732892	1.11295845676914	0.242514645129611	0.603391193519319	0.0588258547284038
orf19.612	ChrR		1	787.31148633077	1767.52854186099	735.783483153287	1072.10769356519	853.365856820146	1322.92214445720	1.45711613909948	0.502105747460381	0.961158915569344	0.74075365420521
orf19.5664	Chr4	HOF1	1	729.681137941006	921.037316867882	610.070779168862	361.155790809391	546.681048654598	327.078393872322	0.591828301055668	7.81169421424755	0.992888476372645	0.98580367807263
orf19.1621	Chr3	GPA2	1	595.60967696097	1037.27790214927	443.874884334237	451.360792978367	153.755017451498	111.884870578697	1.01686490700045	0.495138321910293	0.807275274671656	0.78567250775774
orf19.5007	Chr1	ACT1/ACT	1	15766.7434767290	34307.5118258179	19305.2951366048	21585.6564861026	10479.0182903409	11102.2603426864	1.11812103018172	0.312564125793991	0.721655479311243	0.327580202470289
orf19.4294	Chr5	CYC2	1	525.47132599957	611.001575002936	355.62961797271	189.195089512467	313.304305532058	136.489433434032	0.53221959968206	0.285901366076508	0.754513774524121	0.0584253218278674
orf19.138	Chr6	FIG1	1	351.554031935497	610.120233580193	163.300811951512	190.192162614195	197.457078465998	238.927735965267	1.16315355020296	7.17189055078565	0.76303541015879	0.31220243866859
orf19.1345	Chr7	LIP8	1	290.545766494042	447.599004141654	76.1417890657057	70.3851164277296	67.4874927149591	74.7507532046737	1	1.94132578571469	0.632354658300342	0.497988447230143
orf19.7105	Chr7	FAR1	1	218.919276113582	596.818426981564	3.61365381187412	197.573017058302	7.53724125738236	204.72738881005	46.1584636124388	214.64919791486	0.000189696724708991	0.00294813524749024
orf19.3527	Chr2	CYT1	1	4193.59994537626	8132.94691414655	4837.33261230077	4933.86058690319	1361.15652783101	1309.42772966967	1.01995479375492	0.500681407025651	0.899215738906117	0.899008179187915
orf19.3959	Chr5	SSD1	1	1146.79301702532	1555.82691518252	1127.60710907125	818.881112026833	409.441372353496	431.828593156859	0.726211377561557	0.363357197534251	0.332158232459297	0.178884323743189
orf19.6135	ChrR	SMX4	1	641.970822281167	1424.27539616060	558.99845128072	747.692704973494	322.627285823134	380.636533060934	1.33755773966897	0.396054596910211	0.336748479058585	0.0285256715142030
orf19.6318	ChrR		1	3995.42790885259	8874.91467727675	4875.47200135183	5175.76698736129	736.056124621311	2292.53801148773	1.06159300800542	0.558036728284967	0.967603682104618	0.973213086961264
orf19.3264	ChrR	CCE1	1	242.407580761142	378.257138637159	24.3903341251697	45.7892394111222	36.6675913215860	73.4043242006404	1	1.86119420754388	0.788435995604995	0.336022670586989
orf19.4168	Chr4	POP7	1	533.315475497985	999.691457531653	407.320801514628	448.484198972706	444.885357770349	437.025784018290	1.10101757887623	0.537886789452223	0.871389589441178	0.128549939917218
orf19.4240	Chr5	PER1	1	787.969452117252	962.36679037337	674.482875829846	403.499335222202	213.226225301271	165.127285394577	0.598235106748646	0.296359599589799	0.078073203715702	0.0397391179377943
orf19.846	Chr2		1	1122.82032252382	1387.36531974397	1127.03159225758	703.523443292806	590.544679931601	410.985381343867	0.62422690555068	0.346144068259318	0.185401987554589	0.076338564581666
orf19.527	ChrR		1	303.022252110160	547.895104726241	97.0947793473894	152.020642801347	90.9822538014254	117.537301668721	1.56472390350869	1.79204214311025	0.645409876457026	0.0795719962114617
orf19.7125	Chr7		1	536.914344695234	895.27586859043	392.447710010657	410.144143936122	143.851541072765	202.822524085979	1.04509246320990	0.309872889155681	0.957506136700813	0.89388700208778
orf19.3572.3	Chr2		1	206.981257310905	310.04204476709	0.399067425925567	32.7928052984727	0.377249819395348	62.426704687703	1	101.019834789997	0.186780546114508	0.194903626220076
orf19.5991	Chr3	DBP10	1	1391.80791058105	2372.64688328912	1443.44543178536	1316.36045188367	469.005660530551	260.115979592925	0.911957198309533	0.271097870931199	0.805024965755212	0.652980770154684
orf19.5104	Chr1	LTP1	1	854.666918733616	2368.55574412924	854.281578621298	1432.4921815324	660.123701712808	1056.25270873866	1.67683843053746	0.246256383418468	0.214744711892046	0.000158204306161974
orf19.7489.3	ChrR	LRG1	1	1157.44399460189	1866.63810872783	1135.58659570163	967.117850130318	725.737307450322	670.492399584209	0.851646060098813	0.0896750573443958	0.726680158768469	0.00672610201834944
orf19.2682	Chr4	TOA1	1	686.562850400759	1176.64159223767	555.502923651616	557.080704330658	511.309959495551	452.064156100878	1.00284027430255	0.371957163658921	0.913213095432636	0.61279395951068
orf19.2665	Chr4	MSN5	1	547.290736511925	922.559981684982	405.593002617122	405.772548513462	288.524304453906	353.42293633556	1.00044267503429	0.419712562675557	0.960396539826593	0.821864764708978
orf19.6673	Chr5	HEX1	1	590.193570797019	798.531435518505	452.381867924073	362.561445009069	340.065739511605	446.644552725872	0.801449993282933	0.576780855371729	0.620991370239568	0.290301560464470
orf19.2504	Chr3	BMS1	1	870.167167338107	1386.22437130071	770.507621565769	633.213744443793	384.562626538499	420.041092129058	0.821813732558573	0.167485233760576	0.456711394610895	0.0425054335453202
orf19.4196	Chr6		1	278.648094595463	402.925492610837	58.0023021922899	45.4248378924292	16.4225262843517	32.5775645273643	1	0.419879823033993	0.502475798251626	0.368338023976765
orf19.1415	Chr4	FRE10(RBT2:CFL95)/CFL95/FRE1/RBT2	1	1457.26881333528	3194.55556926689	1659.61288544493	2054.84475951145	1603.22238910830	1382.20662983972	1.23814702665469	0.44188259910476	0.431435138671134	0.0356591605408779
orf19.2454	Chr1	PHO87/PHO98	1	1825.68019836236	3059.48913729948	2078.16081126753	1930.23342120483	643.346586329954	759.701477230526	0.928818121648401	0.209173893991603	0.675051609179488	0.364002230050195
orf19.4496	Chr2		1	401.11046045803	975.751248209609	204.632547162554	375.784336625819	91.9157961288578	183.013296047231	1.83638596028083	0.285759218193738	0.133702208878631	0.000444456430021729
orf19.2963	Chr1	SIR1	1	542.253273407879	958.409901162056	386.669079522654	392.204776664025	93.7594311600284	96.9566473992882	1.01431636878802	0.156773096429326	0.940250947918524	0.86387110637603
orf19.1940	Chr5	CAT5	1	780.349801061008	1602.30158328514	714.090540011217	918.947092934567	170.595055919118	455.299827041504	1.28687756166064	0.39604793711255	0.388857575029144	0.184411014577975
orf19.36	Chr2	COG8	1	265.794961541785	354.329294366938	71.5350231682182	48.7149489408298	113.974828854331	75.6976728674934	1	29.0354841347773	0.815894870277902	0.696313306013108
orf19.5650	Chr4	PRO3	1	1500.24118195023	3729.36754546623	1626.93444017356	2187.07120887671	797.478770277201	1136.19795557245	1.34428969900188	0.0990429889519419	0.414798425599901	0.000284473065806768
orf19.2697	Chr4	UBR2	1	957.532390602944	1447.43951459662	850.58779691248	664.149098880439	547.100646054426	272.352331150058	0.780811929457737	0.251652643073095	0.649904873987294	0.361742763441564
orf19.5178	Chr7	ERG5	1	2908.83786472149	5511.90281988127	3337.77892461449	3328.14550832126	1583.28117384505	1460.54753718503	0.997113824339237	0.118677422518182	0.947063892000604	0.708235828797998
orf19.6254	Chr1	ANT1	1	943.491047745358	1749.61345671872	883.2514551274	839.222946554823	455.662982781794	479.606521193274	0.950151784843392	0.428484970759955	0.741812648531947	0.588102890108887
orf19.2462	Chr1	PRN3	1	496.178713527851	836.648845292961	392.356277037224	411.380364221063	593.552809361488	601.521228376745	1.04802118522916	10.6464017966553	0.778546315900162	0.438925093067183
orf19.4021	Chr5		1	1026.69445801728	1509.51934232060	998.77060820066	757.337307113747	134.027835368483	81.9696144379145	0.758269517440177	0.125397044537468	0.00339778925551269	0.00670010109069094
orf19.1729	Chr3		1	801.688999798346	1357.83288415918	740.038926573484	743.066844230589	167.975142702655	333.972563803687	1.00409156538714	0.221203617919204	0.815814488383272	0.6435000429635
orf19.3895	Chr5	CHT2	1	3109.56530459105	1300.19919950739	3472.12861740338	709.246869332522	1974.84135906785	351.019021923382	0.204268605079189	0.255570045430845	0.000600463301810508	0.00657812477932324
orf19.1543	Chr2	OPI1	1	723.781680245042	1321.63246658312	629.197771758338	722.811443661366	213.446063816778	376.800683868756	1.14878258650125	0.292070881689744	0.690833878707908	0.40630469236199
orf19.6959	NA	HOM32	1	537.543924466338	1401.81089743590	350.46962073504	596.244835913082	309.343239075048	488.343883154254	1.69965739740285	18.0877522677119	0.566413889372101	0.267596742004238
orf19.6944	Chr3	PHB3	1	1430.55849753695	3614.66259512306	1524.15875083026	2076.01563317014	96.910792853003	505.209052111938	1.36207309903858	0.282798447934335	0.0297616881525133	0.0212170574100126
orf19.6488	Chr7		1	211.971196503638	274.030472991285	6.10527587715106	5.29719374157708	12.2776245390540	12.5671734450644	1	0.327246768379493	0.750988235081374	0.364921740127273
orf19.297	Chr3	DTD2	1	1121.86036148592	2522.92446839767	1190.97436379137	1460.43072880452	1200.31099250740	1445.6552915986	1.22624866932934	0.248380475757775	0.899189879382576	0.229279786344645
orf19.2077	Chr2		1	333.896214896215	552.337102703709	122.174735215377	137.292420140251	62.8266323356674	54.249005060652	1.12373822540498	0.551323220338045	0.665953148149421	0.384091389347503
orf19.2014	Chr2	BCY1( SRA1:PKA-R)/BCY1/SRA1	1	4556.34553365066	8058.00886693967	5530.62189621034	5325.37657909084	3287.87444368356	3319.96950282293	0.96288928786469	0.393828706177628	0.870786404653597	0.739439156576572
orf19.6683	NA		1	886.630693581781	1495.77696728559	869.019678370287	861.615595165804	310.067809850882	448.079680333272	0.991479959097856	0.161291700260093	0.894004916846473	0.649446004512688
orf19.5148	Chr7	CDC35(CYR1)/CYR1/CDC35	1	1173.83180970725	1692.64318953883	1127.98653546200	832.565103520687	927.385241925449	610.063932357892	0.738098441201417	0.307713295390300	0.656314807041225	0.171530856066165
orf19.6026	Chr1	ERG2	1	1034.72783251232	1786.03510849405	941.078162712965	808.381274824911	558.87118662903	593.106564386871	0.858994828330187	0.430578822084288	0.51799482425873	0.213668954980688
orf19.2668	Chr4	RHD2	1	232.560911978221	393.279036173546	11.5586484863975	44.8907809296396	9.80754935619468	53.99803208825	1	1.95146207759657	0.50524541473613	0.0761652465618742
orf19.5182	Chr7	CDC2(POL3)/POL3/POLIII	1	749.440665656183	1265.69726363202	622.693702209075	502.032872293158	501.313796751136	500.618380016028	0.80622763729927	0.365866370507092	0.525992122645021	0.152125477503082
orf19.1085	Chr6	UBC1	1	640.714249331378	1317.46845479082	510.464055985243	607.954196060617	111.654606988432	178.523003903115	1.1909833590285	0.167623048281732	0.38113714274294	0.0475741480086064
orf19.1424	Chr4		1	585.64712247573	1276.85369666204	426.139433383195	562.035463828401	262.435435391873	317.936688021507	1.31890038752411	0.249364307984614	0.42168692089507	0.0131653616548729
orf19.3577	Chr2	COQ5	1	928.379105090312	2069.41973759000	893.012689292982	1032.27543906590	56.3410329120773	376.727991973815	1.15594711188614	0.449305783806468	0.601132615423458	0.620975899408275
orf19.7670	ChrR		1	2955.21831989346	4423.01259157509	3497.6047475994	2660.51543045452	1126.60382910955	732.064338999868	0.76066783483199	0.273983530921830	0.152428833127390	0.169394837945904
orf19.7336	ChrR		1	588.899374873967	942.815207780725	477.210479573645	430.656345785238	443.482769325611	370.46744841213	0.902445281943516	0.209988597952195	0.865614674671583	0.311199831453678
orf19.2245	Chr2	YPT7	1	1368.81984969054	3055.41379310345	1458.4212269048	1885.11733341982	733.91565776509	957.729577199031	1.29257398249791	0.248739840187347	0.401398681893027	0.015070717715504
orf19.1930	Chr5	FRE4/CFL5	1	208.977027283062	314.350394893646	8.44043514781077	18.5824754998136	20.2665110287252	23.8870377853649	1	13.3654609680456	0.313081723658249	0.162687657200409
orf19.7016	Chr7	PHM5	1	531.851141309286	1132.53839838323	355.101521361577	481.73283969446	210.262622345592	188.542768245458	1.35660595833928	0.768899001110087	0.282656586252094	0.0457623033319576
orf19.91	Chr6		1	266.686228314414	452.980642920298	58.3233798775357	93.3180199751416	49.8771322392559	91.6385092731635	1	0.680895622949893	0.935092962258249	0.831360929325458
orf19.3928	Chr5	AZF2	1	482.495193415679	703.034806429203	304.95432614551	241.943977646261	148.778227539573	150.174512481386	0.793377751692614	0.618366676910608	0.389558465433923	0.35967056658691
orf19.1648	Chr3	RAD50	1	676.19163666793	1194.89875220357	555.175114881687	540.880859129526	431.939383838435	510.922010668481	0.974260435236284	0.245900329230551	0.94015409287721	0.329865086246728
orf19.1756	Chr2	GPD2/GPD1	1	1695.24646811210	2474.35023733073	1786.76839174101	1403.19567457505	1557.47958668752	1160.72365321710	0.785326000314897	0.521411325358872	0.70628502483625	0.366510252081498
orf19.5287	ChrR	CDB	1	351.732695465454	500.270044191114	152.290826561762	101.030678979667	126.121366029663	102.236739935262	0.664867368382646	0.353107185585649	0.503121804214873	0.260020352716277
orf19.3884	ChrR	FGR50	1	413.794208664898	650.69391025641	226.649090330506	205.785166323873	184.062453703395	131.143830556053	0.907278969716545	31.4340886832939	0.565403304998684	0.463127876657364
orf19.6509	Chr7	TTR1	1	1743.32515953562	3332.36737400531	1984.18174474372	2077.73896887837	1456.20489748887	1514.95279365138	1.04715153961198	0.340841569239039	0.822961002702876	0.550772884973027
orf19.6010.1	Chr1	CDC5	1	918.73106872932	1398.15402329320	813.069028339239	631.73790087684	429.352628644278	347.467984953551	0.77697941854607	0.226681165022529	0.562545324051411	0.077836331066858
orf19.2540	ChrR	SAS3	1	365.749110840762	503.240886846436	166.925196438017	115.811933338227	172.825868955129	114.838744591210	0.695098280152606	0.374690659936689	0.599916815278527	0.246242413176917
orf19.2075	Chr2	DFG5	1	1439.73063011574	2377.08458732726	1465.65330667788	1334.63301046825	652.468213931992	434.022472873931	0.910606215253862	0.214529986034171	0.812476201273614	0.570656987020858
orf19.5050	Chr1	MTO1	1	223.854671770053	355.495327482056	18.6655943186015	41.5565969137461	25.4925376844287	78.1464561738574	1	0.832600830899136	0.880671209708965	0.377159820911501
orf19.2761	Chr4	GPI11	1	375.223229731288	688.848921735151	166.543737077769	210.763503342021	127.284319557974	184.591408480155	1.26651517318956	0.801111673398707	0.886976671080369	0.722049737927912
orf19.4491	Chr2	ERG20	1	663.223393364047	1447.93691581407	523.670993310707	637.252385012127	188.979763235344	336.518994776537	1.21689456386222	0.602746315536741	0.717114427757683	0.64642753053171
orf19.75	Chr6	SEC5	1	666.876559491124	1068.33782250358	545.992614461733	454.749031426048	96.6344896851622	142.175361774195	0.83288495005443	0.246203674274132	0.195198666393285	0.167858321207864
orf19.1789.1	Chr4	LYS1	1	451.681594985474	996.061243543208	262.345472478956	387.989836971096	142.048557791597	190.664112984944	1.47892713110274	3.32135440335673	0.323232997312801	0.156616541604260
orf19.3184	Chr5	SFT2b	1	1730.42871546683	2920.57466181479	2020.00854763488	2065.86511523817	1095.91256355246	1745.79757901512	1.02270117503066	0.375506719486410	0.728544195893243	0.446076370912173
orf19.1387	Chr2	DRE3	1	851.891799292661	2015.63218280006	885.645187508616	1237.82046223641	559.801502479435	819.513890105713	1.39764826783340	0.404018915127889	0.390544977282665	0.0482062808052785
orf19.3449	Chr6		1	652.057471264368	1091.55594805980	502.894514983300	470.870775621352	193.408092448852	156.981175024882	0.936321159989166	0.140000407353187	0.855783499324243	0.545859184361437
orf19.2609	ChrR	CET1	1	958.286906340786	2048.03311051723	937.83473819911	1157.89331001838	291.577941619918	442.83973110903	1.23464536219019	0.211030270938734	0.384888593462934	0.0337867424666871
orf19.76	Chr6	SPB1	1	1833.83278072502	3320.11950563300	2006.83947377264	1888.46312796411	219.575483967529	377.750224414505	0.941013545250836	0.15802440537965	0.465580100030399	0.341243411801874
orf19.745	Chr4	VAC8	1	1327.26669583441	3893.14421858138	1443.69384658746	2463.94386065252	913.628997957658	1279.77428560930	1.70669416266938	0.62169177655448	0.111124698404079	0.00386048928525737
orf19.1523	Chr2	FMO1(IFK1)	1	5126.67586845314	7343.96949842386	5854.93328454383	4288.64364251764	2464.80810163482	2398.23645238054	0.732483776346186	0.220575708617751	0.329424501348594	0.0235217624823277
orf19.6077	Chr1		1	2200.67681097638	2799.26938076292	2351.3279025062	1486.64652494129	1922.10846149429	1081.88276126038	0.632258275571314	0.227595718958938	0.552204523873527	0.0802152755585679
orf19.224	NA		1	426.763752052545	714.745638133796	296.377776125745	333.651683074527	329.254104378412	334.042531661899	1.12576485131924	0.456031926560249	0.894730429537692	0.600061577486795
orf19.425	Chr1		1	246.429320427506	387.388157894737	25.1381564617941	40.1897050089106	22.7702310033583	41.5805688733107	1	1.13450874546165	0.887672902608417	0.557966219956415
orf19.2481	Chr1		1	206.902472527473	289.467282492130	0	2.94393314477146	0	6.80288575109324	1	6.80288575109324	0.363217467649123	0.363217467649123
orf19.432	Chr1		1	1042.13271866814	2118.12900551002	1074.47426484152	1190.13136112879	396.162974426796	540.299421617982	1.10764063884241	0.381244165408244	0.785016403948905	0.696048428325326
orf19.5660	Chr4	TIM11	1	5155.73090177367	12668.1688984287	6280.30550331657	8121.76410748533	801.050163500335	1636.63615842345	1.29321162851016	0.247699801918359	0.0310561361119721	0.0241862469474565
orf19.2925	Chr1	CIN4	1	376.906814449918	663.00951059558	171.309467740544	192.156918841442	129.809083375203	140.271998322378	1.12060444741027	17.6332509413532	0.471226449837095	0.327459954596369
orf19.1034	Chr1	ATM2	1	538.923586181413	952.441159818202	476.891254212392	426.917035223245	849.927231698856	429.793404025539	0.895208355054274	5.40671196250137	0.505697661364525	0.196959119731466
orf19.5230	Chr1	MRPS9	1	937.215233271643	1644.63505553229	843.281873271233	787.18471524107	352.211133459753	388.526101186914	0.933477571606569	0.164239648238600	0.728809201594273	0.183643383976358
orf19.5056	Chr1	APC10	1	340.466868292526	524.092099169232	128.514061859775	113.988796893317	177.270131761902	162.171539692162	0.888416871242374	0.94959196281785	0.777849702665708	0.392238028264922
orf19.930	Chr5	PET9(ACC2:ANC2:OP1)/PET9	1	25355.1920162918	37508.8454907162	32362.4763927649	25540.1529488352	16698.8298066877	16940.6881815716	0.789190315316694	0.156235789667498	0.398542570017546	0.0128775736569984
orf19.7195	Chr7	RAD6	1	311.490251379997	591.105899089907	97.0292942868772	145.093254113391	91.9882768958719	132.369223142473	1.49422324249326	8.72612554117073	0.620854708753964	0.191977945478623
orf19.4107	Chr2	PPX1	1	1530.63251547303	3094.70275988379	1649.69088145839	1962.00789903998	456.561814002526	631.357827307697	1.18931850875328	0.265683155819765	0.429006783834858	0.150829970533716
orf19.2238	Chr2		1	263.568705001895	410.585298452469	47.2717024366623	58.3741838056889	52.3979696330275	62.1404289737781	1	5.42886152372239	0.714908411248833	0.285402118546307
orf19.3106	Chr4	MET16	1	1186.69847529966	4274.37133699634	1182.86504004827	2336.76516289899	344.620863922327	1485.81741445609	1.97551291464631	0.97908518075725	0.172075027337627	0.084259293548214
orf19.5956	Chr3	PIN3	1	1822.22901542650	3832.04644624381	2372.54559076877	2617.73616970066	2955.547182050	2205.27153581841	1.10334493882262	0.473295073052774	0.623882142611636	0.0778221744870011
orf19.4907	Chr1		1	617.896379155227	1015.17513348234	460.510571829595	402.416866477864	234.194396221314	194.959745913413	0.873849355681616	0.400196188355985	0.801475742565915	0.669865717524616
orf19.1344	Chr7		1	1710.22811671088	4972.89994425864	1648.88536207177	2621.87862554012	1400.6113670219	2144.15345225481	1.59009151627486	0.260409487212597	0.732142453197493	0.0237185803271029
orf19.2613	ChrR	ECM4	1	4742.36933874252	11961.4049112120	5687.96958729515	7329.2959311087	2014.52366829691	2094.92714685010	1.28856102667632	0.419088332414858	0.183166982746346	0.105070731771880
orf19.6182	Chr3		1	645.98538745737	882.385771014628	601.822227520504	413.431231931872	720.830648346284	386.369491591507	0.686965706858653	0.463102449653077	0.514350156956046	0.213424318016859
orf19.6008.3	Chr1		1	787.992965393147	1025.06568830969	742.522592751457	443.622055126572	803.40896508344	495.170805638724	0.597542937595374	0.340451498056618	0.805977750716545	0.141482457020114
orf19.4866	Chr1	CPP1(MSG5)/CPP1	1	707.663769584827	1335.67774210008	600.581554882916	632.689392196854	494.357143198104	531.867294757802	1.05355374737701	0.40102452424725	0.791986654243363	0.546137117561406
orf19.5666	Chr4	SUB1	1	1030.71193820383	2525.44171436549	1020.09561983074	1358.04052775325	435.707745990097	803.264961108464	1.33128748065656	0.496686212830402	0.556961187330037	0.306164571984205
orf19.6858	Chr4		1	824.992460843754	2114.69079750659	724.314359811307	1142.24278277510	311.920646038885	577.377745608267	1.57699867095368	0.310345289301207	0.133152915638514	0.00213818799968073
orf19.2059	Chr2		1	260.106442314557	445.292556572591	47.3453831854949	82.4868713363372	49.845529158085	76.1361033988009	1	1.64587250968307	0.861423275820844	0.656004391348228
orf19.3532	Chr2	MRPL10	1	800.133040935673	1836.41795085925	674.652191055919	822.440447090688	442.508209499639	685.665554817287	1.21905843928775	0.508827332068334	0.846124777481583	0.587307455372552
orf19.2789	Chr1		1	325.856434299719	566.658901896651	119.650062722931	158.699432221373	67.2926415364173	50.3561596210695	1.32636313437518	0.66562488592748	0.230556025365383	0.0628576120179452
orf19.3752	ChrR	RAD51	1	2563.46797004669	4607.23890836175	2996.92570468285	2709.37394864845	832.104211770047	832.0161708059	0.90405108955985	0.335482798416503	0.568629690741761	0.539113756476059
orf19.6137	ChrR		1	814.813083770434	1388.20055886844	732.954739385845	687.819183091952	249.894227945772	270.098792007206	0.938419722435096	0.170280496334341	0.76085111774163	0.405211186414666
orf19.329	Chr3	MSL5	1	649.103597577055	1238.00751879699	517.881562303974	606.182947536423	173.754565503832	158.847892717443	1.17050497963204	0.602844485389928	0.375721659381132	0.300350635565554
